paper_id,title,doi,previous_overall,corrected_overall,overall_changed,trigger_scope,global_reason,local_reasons,curation_status,review_status,needs_review,venue_review_required,affiliation_review_state,mapping_statuses,field_specific_overrides,unresolved_public_fields
doi:10.1109/tcsvt.2024.3383833,Unsupervised Generative Fake Image Detector,10.1109/tcsvt.2024.3383833,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/icrito61523.2024.10522113,Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,10.1109/icrito61523.2024.10522113,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:98c0322e2f8dd41d3e9e,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,10.1007/978-3-031-73033-7_16,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1145/3643491.3660280,Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,10.1145/3643491.3660280,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/ijcnn60899.2024.10650566,X-Transfer: A Transfer Learning-Based Framework for GAN-Generated Fake Image Detection,10.1109/ijcnn60899.2024.10650566,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:a6f370defb21b2e07381,Your Diffusion Model Is an Implicit Synthetic Image Detector,10.1007/978-3-031-92648-8_25,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:b4ea75d79604aba80b50,Zero-Shot Detection of AI-Generated Images,10.1007/978-3-031-72649-1_4,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:a87d86d7032f5a751004,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,10.1145/3658644.3690297,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:e2b58469f36f556bc6f2,A GAN-Based Approach to Detect AI-Generated Images,10.1109/snpd-winter57765.2023.10223798,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.3390/app131910980,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,10.3390/app131910980,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/iccit60459.2023.10440990,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,10.1109/iccit60459.2023.10440990,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/apsipaasc58517.2023.10317126,AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,10.1109/apsipaasc58517.2023.10317126,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:80e6fc4ce64c001a2b3d,An Improved Dense CNN Architecture for Deepfake Image Detection,10.1109/access.2023.3251417,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/icip49359.2023.10222083,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,10.1109/icip49359.2023.10222083,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
doi:10.48550/arxiv.2302.14475,Benchmarking Deepart Detection,10.48550/arxiv.2302.14475,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
doi:10.1109/tcds.2023.3274450,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,10.1109/tcds.2023.3274450,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1145/3576915.3616588,DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models,10.1145/3576915.3616588,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
doi:10.1038/s41598-023-34629-3,Deep fake detection and classification using error-level analysis and deep learning,10.1038/s41598-023-34629-3,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.22266/ijies2023.0630.07,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,10.22266/ijies2023.0630.07,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1002/widm.1520,Deepfake detection using deep learning methods: A systematic and comprehensive review,10.1002/widm.1520,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,10.1109/access.2023.3342107,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.2352/ei.2023.35.4.mwsf-380,Detecting GAN-generated synthetic images using semantic inconsistencies,10.2352/ei.2023.35.4.mwsf-380,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=curated,,,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
doi:10.1109/iccvw60793.2023.00051,Detecting Images Generated by Deep Diffusion Models Using Their Local Intrinsic Dimensionality,10.1109/iccvw60793.2023.00051,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1016/j.jvcir.2023.103876,Detection of GAN generated image using color gradient representation,10.1016/j.jvcir.2023.103876,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:763f1f0571f4bc4c6459,DiffusionDB: A Large-Scale Prompt Gallery Dataset for Text-to-Image Generative Models,10.18653/v1/2023.acl-long.51,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/cacre58689.2023.10208613,Digital Image Forensic Analyzer to Detect AI-generated Fake Images,10.1109/cacre58689.2023.10208613,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,10.1109/iccv51070.2023.02051,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/cvprw59228.2023.00098,EKILA: Synthetic Media Provenance and Attribution for Generative Art,10.1109/cvprw59228.2023.00098,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1109/icdmw60847.2023.00053,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,10.1109/icdmw60847.2023.00053,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1145/3576915.3623189,Evading Watermark based Detection of AI-Generated Content,10.1145/3576915.3623189,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1016/j.patrec.2023.10.021,Exposing Fake Images Generated by Text-to-Image Diffusion Models,10.1016/j.patrec.2023.10.021,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:de711d9d87b55d210bd6,Exposing the Fake: Effective Diffusion-Generated Images Detection,10.48550/arxiv.2307.06272,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.48550/arxiv.2312.08880,GenDet: Towards Good Generalizations for AI-Generated Image Detection,10.48550/arxiv.2312.08880,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",
doi:10.1109/tii.2023.3329711,Generating Synthetic Training Images to Detect Split Defects in Stamped Components,10.1109/tii.2023.3329711,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:9c21b43f9681feb53a21,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,10.52202/075280-3398,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/tmm.2023.3313503,GLFF: Global and Local Feature Fusion for AI-Synthesized Image Detection,10.1109/tmm.2023.3313503,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1145/3592572.3592846,Improving Synthetically Generated Image Detection in Cross-Concept Settings,10.1145/3592572.3592846,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:67d37f98e44fa9d7d06e,Intriguing Properties of Synthetic Images: From Generative Adversarial Networks to Diffusion Models,10.1109/cvprw59228.2023.00104,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/cvpr52729.2023.01165,Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection,10.1109/cvpr52729.2023.01165,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/vcip59821.2023.10402778,Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,10.1109/vcip59821.2023.10402778,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:a35e111d52c6ad788ef7,On the Detection of Synthetic Images Generated by Diffusion Models,10.1109/icassp49357.2023.10095167,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/iccvw60793.2023.00045,Online Detection of AI-Generated Images,10.1109/iccvw60793.2023.00045,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1109/cvprw59228.2023.00102,Open Set Classification of GAN-Based Image Manipulations via a ViT-Based Hybrid Architecture,10.1109/cvprw59228.2023.00102,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:5a91cc922c8a3c4c3d0c,Open Set Synthetic Image Source Attribution,10.48550/arxiv.2308.11557,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:9d04c60c5b0b70859a63,PatchCraft: Exploring Texture Patch for Efficient AI-Generated Image Detection,10.48550/arxiv.2311.12397,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:297bed46b62fdf89c9ab,Progressive Open Space Expansion for Open-Set Model Attribution,10.1109/cvpr52729.2023.01522,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1016/j.procs.2023.01.237,Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,10.1016/j.procs.2023.01.237,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=curated,,,false,true,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue
curated:c6bb6e1e0a4d4eb372b5,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,10.52202/075280-1105,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,corrected_by_admin,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,10.48550/arxiv.2306.06210,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:aaf9b7c69d384a3c3140,Synthbuster: Towards Detection of Diffusion Model Generated Images,10.1109/ojsp.2023.3337714,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1093/cybsec/tyad011,Testing human ability to detect ‘deepfake’ images of human faces,10.1093/cybsec/tyad011,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
doi:10.24963/ijcai.2023/52,Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,10.24963/ijcai.2023/52,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:1ef55e4fc03eb4880beb,Towards Universal Fake Image Detectors That Generalize Across Generative Models,10.1109/cvpr52729.2023.02345,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:a99dc95e4b7a85bd938f,TWIGMA: A Dataset of AI-Generated Images with Metadata from Twitter,10.52202/075280-1642,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),corrected_by_admin,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:baa48a1bff3effa2e915,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,10.1007/978-3-031-45170-6_45,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),manually_confirmed,reviewed,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.52202/075280-3256,Where Did I Come From? Origin Attribution of AI-Generated Images,10.52202/075280-3256,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.3390/app12199820,A Novel Deep Learning Approach for Deepfake Image Detection,10.3390/app12199820,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1016/j.patter.2022.100511,AI-enabled image fraud in scientific publications,10.1016/j.patter.2022.100511,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.3389/frsip.2022.918725,An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,10.3389/frsip.2022.918725,Curated,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=curated,,,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1109/hora55278.2022.9799858,Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,10.1109/hora55278.2022.9799858,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/wacv51458.2022.00293,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,10.1109/wacv51458.2022.00293,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
doi:10.1145/3512732.3533582,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,10.1145/3512732.3533582,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
doi:10.1016/j.trpro.2022.09.012,Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,10.1016/j.trpro.2022.09.012,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,venue_review_required=true | affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,true,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""venue"": {""source"": ""OpenAlex"", ""status"": ""Needs review""}}",venue|affiliations
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,10.1016/j.cviu.2022.103525,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:3587b5b40ea4c5a8afa8,Deepfake Network Architecture Attribution,10.1609/aaai.v36i4.20391,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.32604/iasc.2023.029653,Detecting Deepfake Images Using Deep Learning Techniques and Explainable AI Methods,10.32604/iasc.2023.029653,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:2488ec329f6e0d99d28f,Detecting Generated Images by Real Images,10.1007/978-3-031-19781-9_6,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-Hoc Attribution of GAN Generated Images via Latent Recovery,10.1109/ijcnn55064.2022.9892704,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:a415ec5cd284c6887636,Discovering Transferable Forensic Features for CNN-Generated Images Detection,10.1007/978-3-031-19784-0_39,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:1b08aef98983549221b1,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,10.1007/978-3-031-19781-9_5,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
doi:10.1609/aaai.v36i1.19990,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,10.1609/aaai.v36i1.19990,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:f1787b6ea4e45ca58565,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,10.1109/icip46576.2022.9897820,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1109/icme52920.2022.9859763,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,10.1109/icme52920.2022.9859763,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
doi:10.1109/cait56099.2022.10072275,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,10.1109/cait56099.2022.10072275,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
