candidate_id,canonical_title,year,venue,doi,arxiv_id,openalex_id,primary_evidence_url,primary_policy_cluster,previous_provisional_outcome,policy_outcome,primary_exclusion_reason,approved_policy_ids,mechanism_assessment,policy_rationale,evidence_review_question,manual_review,independent_passive_exception_verified,evidence_basis,scope_evidence,original_audit_status
audit:0a40099d2af4a998,Real Appearance Modeling for More General Deepfake Detection,2024,ECCV 2024 and earlier proceedings,,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6913_ECCV_2024_paper.php,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"""Recent studies in deepfake detection have shown promising results when detecting deepfakes of the same type as those present in training. However, their ability to generalize to unseen deepfakes remains limited. This work improves the generalizable deepfake detection from a simple principle: an ideal detector classifies any face that contains anomalies not found in real faces as fake. Namely, detectors should learn consistent real appearances rather than fake patterns in the training set that may not apply to unseen deepfakes. Guided by this principle, we propose a learning task named Real Appearance Modeling (RAM) that guides the model to learn real appearances by recovering original faces from slightly disturbed faces. We further propose Face Disturbance to produce disturbed faces while preserving original information that enables recovery, which aids the model in learning the fine-grained appearance of real faces. Extensive experiments demonstrate the effectiveness of modeling real appearances to spot richer deepfakes. Our method surpasses existing state-of-the-art methods by a large margin on multiple popular deepfake datasets.""",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0b72dded38f87a65,A Rich Knowledge Space for Scalable Deepfake Detection,2026,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/9c0efc0d84c263972af72bf70a2de533-Abstract-Conference.html,FACE,USER_POLICY_DECISION_REQUIRED,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"The facial-image focus is explicit, but the saved final sentence also claims an AIGC benchmark. That broader evaluation must be checked before exclusion or inclusion.",Does the stated AIGC benchmark independently evaluate broader fully generated or generatively edited images beyond the 3.6-million facial-image/deepfake collection?,true,false,saved primary abstract/summary and original inventory; no new literature search,"The proliferation of realistic deepfakes has driven the development of numerous benchmark datasets to support detection research. Despite their increasing volume and diversity, no prior effort has systematically consolidated these resources into a unified framework for large-scale model training, nor has there been a massively pre-trained model tailored to deepfake detection. In this work, we introduce Multi-modal Multi-type Integrated Deepfake Dataset (MMI-DD), a large-scale resource containing 3.6 million facial images, the largest collection to date. It unifies diverse benchmarks with uniform preprocessing, and further provides fine-grained annotations across four deepfake types, as well as VLM-generated descriptions capturing both facial and environmental attributes for each image. By leveraging this comprehensive multi-modal dataset, we construct a foundational deepfake knowledge space that empowers our model to discern a broad spectrum of synthetic media. Our method, $SD^2$ (Scalable Deepfake Detection), refines CLIP for deepfake detection, optimizing image-text classification with rich, type-specific labels. We enhance this with intermediate visual features capturing low-level cues and text label separation loss for stability. We further leverage VLM-generated descriptions and contrastive learning to expand the scope of forgery knowledge, reducing overfitting and enhancing generalization. Extensive experiments on challenging deepfake datasets and AIGC benchmark demonstrate the effectiveness, scalability, and real-world applicability of our approach.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0bc6ece6e23406f0,Generalization-Preserved Learning: Closing the Backdoor to Catastrophic Forgetting in Continual Deepfake Detection,2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Generalization-Preserved_Learning_Closing_the_Backdoor_to_Catastrophic_Forgetting_in_Continual_ICCV_2025_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"Learnable watermark alignment is a detector-training device, not release-time provenance; exclusion is for the pure deepfake task, not a keyword match on watermark.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Existing continual deepfake detection methods typically treat stability (retaining previously learned forgery knowl- edge) and plasticity (adapting to novel forgeries) as con- flicting properties, emphasizing an inherent trade-off be- tween them, while regarding generalization to unseen forg- eries as secondary. In contrast, we reframe the problem: stability and plasticity can coexist and be jointly improved through the model's inherent generalization. Specifically, we propose Generalization-Preserved Learning (GPL), a novel framework consisting of two key components: (1) Hy- perbolic Visual Alignment, which introduces learnable wa- termarks to align incremental data with the base set in hy- perbolic space, alleviating inter-task distribution shifts; (2) Generalized Gradient Projection, which prevents parame- ter updates that conflict with generalization constraints, en- suring new knowledge learning does not interfere with pre- viously acquired knowledge. Notably, GPL requires nei- ther backbone retraining nor historical data storage. Ex- periments conducted on four mainstream datasets (FF++, Celeb-DF v2, DFD, and DFDCP) demonstrate that GPL achieves an accuracy of 92.14%, outperforming replay- based state-of-the-art methods by 2.15%, while reducing forgetting by 2.66%. Moreover, GPL achieves an 18.38% improvement on unseen forgeries using only 1% of baseline parameters, thus presenting an efficient adaptation to con- tinuously evolving forgery techniques.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0d966331a800104a,Bridging Privacy and Provenance: Traceable Virtual Identity Generation,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Zeng_Bridging_Privacy_and_Provenance_Traceable_Virtual_Identity_Generation_CVPR_2026_paper.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Recent advances in generative models have enabled the creation of high-fidelity human faces, yet constructing reliable virtual identities that preserve user privacy while supporting consistent and verifiable identity assignment remains challenging. In this paper, we propose a diffusion-based framework for generating traceable virtual identities that maintains stable identity semantics while preserving pose and expression. Our framework couples a virtual identity sampler that generates diverse yet consistent identity embeddings with a 3D geometric and expression conditioning module that preserves the pose and non-identity characteristics of the input face. In addition, we incorporate a lightweight latent watermarking mechanism that embeds an imperceptible identity signature during generation, enabling a user to verify ownership of the resulting virtual identity through a secure token without revealing their real facial appearance. Quantitative evaluations demonstrate that our method achieves high virtual identity consistency, strong pose and expression fidelity, and improved anonymity compared with prior works. These results validate the effectiveness of integrating virtual identity sampling, geometric conditioning, and latent watermarking into a single generative framework, and highlight the practical potential of our solution for constructing privacy-aware virtual identities.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0dc47031ed0bccc5,DINOv3 Beats Specialized Detectors: A Simple Foundation Model Baseline for Image Forensics,2026,arXiv (Cornell University),,2604.16083,w7155246968,https://arxiv.org/abs/2604.16083,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.","Do the CAT-Net/MVSS-Net evaluation protocols contain a substantive independently evaluated generative-edit or fully generated-image subset, rather than classical tampering only?",true,false,saved primary abstract/summary and original inventory; no new literature search,"Abstract: With the rapid advancement of deep generative models, realistic fake images have become increasingly accessible, yet existing localization methods rely on complex designs and still struggle to generalize across manipulation types and imaging conditions. We present a simple but strong baseline based on DINOv3 with LoRA adaptation and a lightweight convolutional decoder. Under the CAT-Net protocol, our best model improves average pixel-level F1 by 17.0 points over the previous state of the art on four standard benchmarks using only 9.1\,M trainable parameters on top of a frozen ViT-L backbone, and even our smallest variant surpasses all prior specialized methods. LoRA consistently outperforms full fine-tuning across all backbone scales. Under the data-scarce MVSS-Net protocol, LoRA reaches an average F1 of 0.774 versus 0.530 for the strongest prior method, while full fine-tuning becomes highly unstable, suggesting that pre-trained representations encode forensic information that is better preserved than overwritten. The baseline also exhibits strong robustness to Gaussian noise, JPEG re-compression, and Gaussian blur. We hope this work can serve as a reliable baseline for the research community and a practical starting point for future image-forensic applications. Code is available at this https URL .",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0f2b0de68111beb4,Learning Real Facial Concepts for Independent Deepfake Detection,2025,Thirty-Fourth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2025/177,,,https://www.ijcai.org/proceedings/2025/177,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Deepfake detection models often struggle with generalization to unseen datasets, manifesting as misclassifying real instances as fake in target domains. This is primarily due to an overreliance on forgery artifacts and a limited understanding of real faces. To address this challenge, we propose a novel approach RealID to enhance generalization by learning a comprehensive concept of real faces while assessing the probabilities of belonging to the real and fake classes independently. RealID comprises two key modules: the Real Concept Capture Module (RealC^2) and the Independent Dual-Decision Classifier (IDC). With the assistance of a Multi-Real Memory, RealC^2 maintains various prototypes for real faces, allowing the model to capture a comprehensive concept of real class. Meanwhile, IDC redefines the classification strategy by making independent decisions based on the concept of the real class and the presence of forgery artifacts. Through the combined effect of the above modules, the influence of forgery-irrelevant patterns is alleviated, and extensive experiments on five widely used datasets demonstrate that RealID significantly outperforms existing state-of-the-art methods, achieving a 1.74% improvement in average accuracy.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:0f5e699fa4863f7a,On the Coexistence and Ensembling of Watermarks,2026,Advances in Neural Information Processing Systems,10.52202/085713-3571,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/99fecf765ecf62c3e3175ef2278f3315-Abstract-Conference.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Watermarking, the practice of embedding imperceptible information into media such as images, videos, audio, and text, is essential for intellectual property protection, content provenance and attribution. The growing complexity of digital ecosystems necessitates watermarks for different uses to be embedded in the same media. However, to detect and decode all watermarks, they need to coexist well with one another. We perform the first study of coexistence of deep image watermarking methods and, contrary to intuition, we find that various open-source watermarks can coexist with only minor impacts on image quality and decoding robustness. The coexistence of watermarks also opens the avenue for ensembling watermarking methods. We show how ensembling can increase the overall message capacity and enable new trade-offs between capacity, accuracy, robustness and image quality, without needing to retrain the base models.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:1344bf26dae2967b,MaxMark: High-Capacity Diffusion-Native Watermarking via Robust and Invertible Latent Embedding,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Chang_MaxMark_High-Capacity_Diffusion-Native_Watermarking_via_Robust_and_Invertible_Latent_Embedding_CVPR_2026_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Diffusion-native watermarking provides a more secure and reliable way to trace images from latent diffusion models (LDMs) by embedding information directly into the generative process. However, existing methods suffer from a fundamental limitation: their embedding capacity is extremely small. We introduce MaxMark, a high-capacity watermarking framework that supports embed rich watermark messages into generated images. MaxMark uses two components: a robust watermark embedding module that enhance the secret message and places them into reliable regions of the latent noise, and a distribution transformation module that maps the watermarked latent back to an approximate Gaussian, ensuring compatibility with the diffusion process and preserving image fidelity. The distribution transformation is implemented with an invertible neural network (INN), whose exactly reversible structure enables precise recovery and efficient training. Experiments show that MaxMark surpasses prior methods in capacity, robustness, and imperceptibility, achieving up to a 46% improvement in bit accuracy for large watermark payloads.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:17334278d5db35a8,Attributing image generative models using latent fingerprints,2023,International Conference on Machine Learning,,,,https://proceedings.mlr.press/v202/nie23a.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Generative models have enabled the creation of contents that are indistinguishable from those taken from nature. Open-source development of such models raised concerns about the risks of their misuse for malicious purposes. One potential risk mitigation strategy is to attribute generative models via fingerprinting. Current fingerprinting methods exhibit a significant tradeoff between robust attribution accuracy and generation quality while lacking design principles to improve this tradeoff. This paper investigates the use of latent semantic dimensions as fingerprints, from where we can analyze the effects of design variables, including the choice of fingerprinting dimensions, strength, and capacity, on the accuracy-quality tradeoff. Compared with previous SOTA, our method requires minimum computation and is more applicable to large-scale models. We use StyleGAN2 and the latent diffusion model to demonstrate the efficacy of our method.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:1a2bbf6bbe9bb12d,TIACam: Text-Anchored Invariant Feature Learning with Auto-Augmentation for Camera-Robust Zero-Watermarking,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Tanvir_TIACam_Text-Anchored_Invariant_Feature_Learning_with_Auto-Augmentation_for_Camera-Robust_Zero-Watermarking_CVPR_2026_paper.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Camera recapture introduces complex optical degradations, such as perspective warping, illumination shifts, and Moire interference, that remain challenging for deep watermarking systems. We present TIACam, a text-anchored invariant feature learning framework with auto-augmentation for camera-robust zero-watermarking. The method integrates three key innovations: (1) a learnable auto-augmentor that discovers camera-like distortions through differentiable geometric, photometric, and Moire operators; (2) a text-anchored invariant feature learner that enforces semantic consistency via cross-modal adversarial alignment between image and text; and (3) a zero-watermarking head that binds binary messages in the invariant feature space without modifying image pixels. This unified formulation jointly optimizes invariance, semantic alignment, and watermark recoverability. Extensive experiments on both synthetic and real-world camera captures demonstrate that TIACam achieves state-of-the-art feature stability and watermark extraction accuracy, establishing a principled bridge between multimodal invariance learning and physically robust zero-watermarking.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:1c057c2f84fd9cfa,Responsible disclosure of generative models using scalable fingerprinting,2020,arXiv,,2012.08726,,https://arxiv.org/abs/2012.08726,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Abstract: Over the past years, deep generative models have achieved a new level of performance. Generated data has become difficult, if not impossible, to be distinguished from real data. While there are plenty of use cases that benefit from this technology, there are also strong concerns on how this new technology can be misused to generate deep fakes and enable misinformation at scale. Unfortunately, current deep fake detection methods are not sustainable, as the gap between real and fake continues to close. In contrast, our work enables a responsible disclosure of such state-of-the-art generative models, that allows model inventors to fingerprint their models, so that the generated samples containing a fingerprint can be accurately detected and attributed to a source. Our technique achieves this by an efficient and scalable ad-hoc generation of a large population of models with distinct fingerprints. Our recommended operation point uses a 128-bit fingerprint which in principle results in more than $10^{38}$ identifiable models. Experiments show that our method fulfills key properties of a fingerprinting mechanism and achieves effectiveness in deep fake detection and attribution. Code and models are available at this https URL .",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:1c71a533babe14b5,Guidance Watermarking for Diffusion Models,2026,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/b9501301a7a0f99e57406cc901f4e3ce-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"This paper introduces a novel watermarking method for diffusion models. It is based on guiding the diffusion process using the gradient computed from any off-the-shelf watermark decoder. The gradient is guided further using different image augmentations, increasing robustness to attacks against which the decoder was not originally robust, without retraining or fine-tuning. The methodology effectively allows to convert any post-hoc watermarking scheme into a scheme embedding the signal during the diffusion process. We show that this approach is complementary to watermarking techniques modifying the variational autoencoder at the end of the diffusion process. We validate the methods on different diffusion models and detectors. The watermarking guidance does not significantly alter the generated image for a given seed and prompt, preserving both the diversity and quality of generation.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:1ca8e66daebeae72,Where the Devil Hides: Deepfake Detectors Can No Longer Be Trusted,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2025/html/Yuan_Where_the_Devil_Hides_Deepfake_Detectors_Can_No_Longer_Be_CVPR_2025_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"With the advancement of AI generative techniques, Deepfake faces have become incredibly realistic and nearly indistinguishable to the human eye. To counter this, Deepfake detectors have been developed as reliable tools for assessing face authenticity. These detectors are typically developed on Deep Neural Networks (DNNs) and trained using third-party datasets. However, this protocol raises a new security risk that can seriously undermine the trustfulness of Deepfake detectors: Once the third-party data providers insert poisoned (corrupted) data maliciously, Deepfake detectors trained on these datasets will be injected ""backdoors"" that cause abnormal behavior when presented with samples containing specific triggers. This is a practical concern, as third-party providers may distribute or sell these triggers to malicious users, allowing them to manipulate detector performance and escape accountability.This paper investigates this risk in depth and describes a solution to stealthily infect Deepfake detectors. Specifically, we develop a trigger generator, that can synthesize passcode-controlled, semantic-suppression, adaptive, and invisible trigger patterns, ensuring both the stealthiness and effectiveness of these triggers. Then we discuss two poisoning scenarios, dirty-label poisoning and clean-label poisoning, to accomplish the injection of backdoors. Extensive experiments demonstrate the effectiveness, stealthiness, and practicality of our method compared to several baselines.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
