title,year,openalex_id,openalex_url,doi,is_key_paper,has_map_location,map_record_count,missing_affiliation,missing_coordinates,needs_review,coverage_status,affiliation_row_count,institution_count,coordinate_row_count,institutions,locations,coordinate_pairs,blocker_type,recommended_action
AutoSplice: A Text-prompt Manipulated Image Dataset for Media Forensics,2023,W4385801432,https://openalex.org/W4385801432,10.1109/cvprw59228.2023.00096,no,yes,2,no,no,yes,map_ready,12,2,12,"New York University; University at Buffalo, State University of New York","Buffalo, US; New York, US","40.714270,-74.005970; 42.886450,-78.878370",already_mapped,no_action
Benchmarking Deepart Detection,2023,W4322760013,https://openalex.org/W4322760013,10.48550/arxiv.2302.14475,yes,yes,4,no,no,yes,map_ready,3,0,0,,,,already_mapped,no_action
CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,W4376461282,https://openalex.org/W4376461282,10.1109/tcds.2023.3274450,yes,yes,6,no,no,yes,map_ready,11,6,11,Chinese Academy of Sciences; Hangzhou Dianzi University; Institute of Information Engineering; Nanjing University of Science and Technology; State Key Laboratory of Information Security; Zhengzhou University of Science and Technology,"Beijing, China; Hangzhou, China; Nanjing, China; Zhengzhou, China","30.293650,120.161423; 32.061668,118.777779; 34.757778,113.648613; 39.907500,116.397230; 39.907501,116.397232",already_mapped,no_action
DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models,2023,W4388858946,https://openalex.org/W4388858946,10.1145/3576915.3616588,yes,yes,2,no,no,yes,map_ready,4,2,4,Helmholtz Center for Information Security; Salesforce (United States),"Saarbrücken, DE; San Francisco, US","37.774930,-122.419420; 49.232620,7.009820",already_mapped,no_action
Deep fake detection and classification using error-level analysis and deep learning,2023,W4375955734,https://openalex.org/W4375955734,10.1038/s41598-023-34629-3,no,yes,7,no,no,yes,map_ready,8,7,8,Chonnam National University; Karnatak University; Shaqra University; Tun Hussein Onn University of Malaysia; University of Engineering and Technology Taxila; University of Žilina; VSB - Technical University of Ostrava,"Batu Pahat, MY; Dharwad, IN; Gwangju, KR; Ostrava, CZ; Rawalpindi, PK; Riyadh, SA; Žilina, SK","1.854800,102.932500; 15.370000,75.140000; 24.687730,46.721850; 33.597330,73.047900; 35.154720,126.915560; 49.223150,18.739410; 49.834650,18.282040",already_mapped,no_action
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,W4389983109,https://openalex.org/W4389983109,10.48550/arxiv.2312.10407,yes,yes,2,no,no,yes,map_ready,4,0,0,,,,already_mapped,no_action
DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,W4367554082,https://openalex.org/W4367554082,10.22266/ijies2023.0630.07,no,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Deepfake detection using deep learning methods: A systematic and comprehensive review,2023,W4388851105,https://openalex.org/W4388851105,10.1002/widm.1520,no,yes,4,no,no,yes,map_ready,5,4,5,Haliç University; Kadir Has University; National Yunlin University of Science and Technology; İstanbul Nişantaşı Üniversitesi,"Douliu, TW; Istanbul, TR","23.709440,120.543330; 41.013840,28.949660",already_mapped,no_action
Deepfake Generation and Detection: Case Study and Challenges,2023,W4389633690,https://openalex.org/W4389633690,10.1109/access.2023.3342107,no,yes,3,no,no,yes,map_ready,8,3,6,Cape Peninsula University of Technology; Graphic Era University; Nirma University,"Ahmedabad, IN; Cape Town, ZA; Dehradun, IN","-33.925840,18.423220; 23.025790,72.587270; 30.324430,78.033920",already_mapped,no_action
Detecting GAN-generated synthetic images using semantic inconsistencies,2023,W4362684513,https://openalex.org/W4362684513,10.2352/ei.2023.35.4.mwsf-380,no,yes,1,no,no,no,map_ready,2,0,0,,,,already_mapped,no_action
Detecting Images Generated by Deep Diffusion Models using their Local Intrinsic Dimensionality,2023,W4390191016,https://openalex.org/W4390191016,10.1109/iccvw60793.2023.00051,yes,yes,2,no,no,yes,map_ready,4,2,4,Fraunhofer Institute for Industrial Mathematics; Offenburg University of Applied Sciences,"Kaiserslautern, Germany; Offenburg, Germany","48.473770,7.944950; 49.443000,7.771610",already_mapped,no_action
Detection of GAN generated image using color gradient representation,2023,W4381620941,https://openalex.org/W4381620941,10.1016/j.jvcir.2023.103876,no,yes,3,no,no,yes,map_ready,6,3,6,Beijing Jiaotong University; Liaoning University; Shenzhen University Health Science Center,"Beijing, CN; Shenyang, CN; Shenzhen, CN","22.545540,114.068300; 39.907500,116.397230; 41.792220,123.432780",already_mapped,no_action
Diffusion Noise Feature: Accurate and Fast Generated Image Detection,2023,W4389421609,https://openalex.org/W4389421609,10.48550/arxiv.2312.02625,yes,yes,1,no,no,no,map_ready,2,0,0,,,,already_mapped,no_action
Digital Image Forensic Analyzer to Detect AI-generated Fake Images,2023,W4385656076,https://openalex.org/W4385656076,10.1109/cacre58689.2023.10208613,no,yes,1,no,no,yes,map_ready,2,1,2,Bowie State University,"Bowie, US","38.942780,-76.730280",already_mapped,no_action
DIRE for Diffusion-Generated Image Detection,2023,W4390873235,https://openalex.org/W4390873235,10.1109/iccv51070.2023.02051,yes,yes,4,no,no,yes,map_ready,11,4,10,Institute of Art; Microsoft Research Asia (China); National Science Centre; University of Science and Technology of China,"Beijing, CN; Hefei, CN; Krakow, PL; Warsaw, PL","31.863890,117.280830; 39.907500,116.397230; 50.061430,19.936580; 52.229770,21.011780",already_mapped,no_action
Does an emotional connection to art really require a human artist? Emotion and intentionality responses to AI- versus human-created art and impact on aesthetic experience,2023,W4384297285,https://openalex.org/W4384297285,10.1016/j.chb.2023.107875,no,yes,2,no,no,yes,map_ready,4,2,4,Humboldt-Universität zu Berlin; University of Vienna,"Berlin, DE; Vienna, AT","48.208490,16.372080; 52.524370,13.410530",already_mapped,no_action
EKILA: Synthetic Media Provenance and Attribution for Generative Art,2023,W4385801341,https://openalex.org/W4385801341,10.1109/cvprw59228.2023.00098,no,yes,2,no,no,yes,map_ready,7,2,7,Adobe Systems (United States); University of Surrey,"Guildford, GB; San Jose, US","37.339390,-121.894960; 51.235360,-0.574270",already_mapped,no_action
Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,2023,W4391557868,https://openalex.org/W4391557868,10.1109/icdmw60847.2023.00053,yes,yes,2,no,no,yes,map_ready,3,2,3,Nanjing University of Science and Technology; Victoria University of Wellington,"Nanjing, CN; Wellington, NZ","-41.286640,174.775570; 32.061670,118.777780",already_mapped,no_action
Evading Watermark based Detection of AI-Generated Content,2023,W4388858443,https://openalex.org/W4388858443,10.1145/3576915.3623189,no,yes,1,no,no,yes,map_ready,3,1,3,Duke University,"Durham, US","35.994030,-78.898620",already_mapped,no_action
Exposing fake images generated by text-to-image diffusion models,2023,W4388002730,https://openalex.org/W4388002730,10.1016/j.patrec.2023.10.021,yes,yes,4,no,no,yes,map_ready,6,4,6,Chongqing University of Posts and Telecommunications; City University of Hong Kong; Shanghai Jiao Tong University; Wuhan University,"Chongqing, China; Hong Kong, Hong Kong; Shanghai, China; Wuhan, China","22.278320,114.174690; 29.560261,106.557709; 30.583330,114.266670; 31.222219,121.458061",already_mapped,no_action
Exposing the Fake: Effective Diffusion-Generated Images Detection,2023,W4384268537,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,yes,yes,1,no,no,yes,map_ready,5,0,0,,,,already_mapped,no_action
GenDet: Towards Good Generalizations for AI-Generated Image Detection,2023,W4389820666,https://openalex.org/W4389820666,10.48550/arxiv.2312.08880,yes,no,0,no,yes,yes,missing_coordinates,7,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,2023,W4378506811,https://openalex.org/W4378506811,10.48550/arxiv.2305.13800,yes,yes,1,no,no,yes,map_ready,3,0,0,,,,already_mapped,no_action
Generating Synthetic Training Images to Detect Split Defects in Stamped Components,2023,W4388666300,https://openalex.org/W4388666300,10.1109/tii.2023.3329711,no,yes,1,no,no,yes,map_ready,4,1,4,University of Warwick,"Coventry, GB","52.406560,-1.512170",already_mapped,no_action
GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,2023,W7133207051,https://openalex.org/W7133207051,10.52202/075280-3398,yes,no,0,no,yes,yes,missing_coordinates,10,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
GLFF: Global and Local Feature Fusion for AI-Synthesized Image Detection,2023,W4386590781,https://openalex.org/W4386590781,10.1109/tmm.2023.3313503,yes,yes,3,no,no,yes,map_ready,9,3,9,"National Institute of Standards and Technology; State University of New York; University at Buffalo, State University of New York","Albany, US; Buffalo, US; Gaithersburg, US","39.143440,-77.201370; 42.652580,-73.756230; 42.886450,-78.878370",already_mapped,no_action
Improving Synthetically Generated Image Detection in Cross-Concept Settings,2023,W4367000238,https://openalex.org/W4367000238,10.1145/3592572.3592846,yes,yes,3,no,no,yes,map_ready,9,3,9,Centre for Research and Technology Hellas; Czech Technical University in Prague; Information Technologies Institute,"Prague, CZ; Thessaloniki, GR","40.643610,22.930860; 50.088040,14.420760",already_mapped,no_action
Intriguing properties of synthetic images: from generative adversarial networks to diffusion models,2023,W4385815563,https://openalex.org/W4385815563,10.1109/cvprw59228.2023.00104,yes,yes,1,no,no,yes,map_ready,5,1,4,Federico II University Hospital,"Naples, IT","40.852160,14.268110",already_mapped,no_action
Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection,2023,W4386075954,https://openalex.org/W4386075954,10.1109/cvpr52729.2023.01165,yes,yes,3,no,no,yes,map_ready,6,3,6,Beijing Jiaotong University; Signal Processing (United States); Yanshan University,"Beijing, CN; Qinhuangdao, CN; Rockville, US","39.084000,-77.152760; 39.907500,116.397230; 39.941040,119.589360",already_mapped,no_action
Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,2023,W4391306866,https://openalex.org/W4391306866,10.1109/vcip59821.2023.10402778,no,yes,1,no,no,yes,map_ready,4,2,4,Indian Institute of Technology Indore; Institute of Engineering Science,"Indore, IN; Yekaterinburg, RU","22.717920,75.833300; 56.851900,60.612200",already_mapped,no_action
Model Synthesis for Zero-Shot Model Attribution,2023,W4385473656,https://openalex.org/W4385473656,https://doi.org/10.48550/arxiv.2307.15977,yes,yes,1,no,no,yes,map_ready,4,0,0,,,,already_mapped,no_action
On The Detection of Synthetic Images Generated by Diffusion Models,2023,W4375869427,https://openalex.org/W4375869427,10.1109/icassp49357.2023.10095167,yes,yes,1,no,no,yes,map_ready,6,1,5,Federico II University Hospital,"Naples, IT","40.852160,14.268110",already_mapped,no_action
Online Detection of AI-Generated Images,2023,W4390189958,https://openalex.org/W4390189958,10.1109/iccvw60793.2023.00045,yes,yes,1,no,no,yes,map_ready,4,1,4,Adobe Systems (United States),"San Jose, US","37.339390,-121.894960",already_mapped,no_action
Open Set Classification of GAN-based Image Manipulations via a ViT-based Hybrid Architecture,2023,W4385800597,https://openalex.org/W4385800597,10.1109/cvprw59228.2023.00102,yes,yes,1,no,no,yes,map_ready,4,1,4,University of Siena,"Siena, Italy","43.318218,11.330640",already_mapped,no_action
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2023,W4388927818,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,yes,yes,1,no,no,yes,map_ready,5,0,0,,,,already_mapped,no_action
Progressive Open Space Expansion for Open-Set Model Attribution,2023,W4386075764,https://openalex.org/W4386075764,10.1109/cvpr52729.2023.01522,yes,yes,4,no,no,yes,map_ready,18,4,18,Chinese Academy of Sciences; Institute of Computing Technology; University of Chinese Academy of Sciences; Zhejiang Lab,"Beijing, China; Hangzhou, China","30.271240,119.965149; 39.907500,116.397230; 39.907501,116.397232",already_mapped,no_action
Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,2023,W4318559723,https://openalex.org/W4318559723,10.1016/j.procs.2023.01.237,no,yes,2,no,no,yes,map_ready,3,2,2,Raisoni Group of Institutions; Shivaji University,"Kolhāpur, IN; Nagpur, IN","16.695630,74.231670; 21.146310,79.084910",already_mapped,no_action
Seeing is not always believing: Benchmarking Human and Model Perception of AI-Generated Images,2023,W4367061162,https://openalex.org/W4367061162,10.48550/arxiv.2304.13023,yes,no,0,yes,no,yes,missing_affiliation,7,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,W4380551225,https://openalex.org/W4380551225,10.48550/arxiv.2306.06210,yes,yes,2,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Synthbuster: Towards Detection of Diffusion Model Generated Images,2023,W4389370799,https://openalex.org/W4389370799,10.1109/ojsp.2023.3337714,yes,yes,2,no,no,yes,map_ready,2,2,2,Centre National de la Recherche Scientifique; Université Paris-Saclay,"Gif-sur-Yvette, FR; Paris, FR","48.683330,2.133330; 48.853410,2.348800",already_mapped,no_action
Testing human ability to detect ‘deepfake’ images of human faces,2023,W4381851764,https://openalex.org/W4381851764,10.1093/cybsec/tyad011,no,yes,2,no,no,yes,map_ready,3,2,3,Tilburg University; University College London,"London, GB; Tilburg, NL","51.508530,-0.125740; 51.555510,5.091300",already_mapped,no_action
The Stable Signature: Rooting Watermarks in Latent Diffusion Models,2023,W4390872921,https://openalex.org/W4390872921,10.1109/iccv51070.2023.02053,no,yes,2,no,no,yes,map_ready,5,2,2,Institut national de recherche en sciences et technologies du numérique; Sorbonne Université,"Le Chesnay-Rocquencourt, FR; Paris, FR","48.820500,2.131100; 48.853410,2.348800",already_mapped,no_action
Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,2023,W4385767391,https://openalex.org/W4385767391,10.24963/ijcai.2023/52,no,yes,3,no,no,yes,map_ready,4,3,4,City University of Macau; The University of Sydney; University of Technology Sydney,"Macao, MO; Sydney, AU","-33.867850,151.207320; 22.200560,113.546110",already_mapped,no_action
Towards Universal Fake Image Detectors that Generalize Across Generative Models,2023,W4386071953,https://openalex.org/W4386071953,10.1109/cvpr52729.2023.02345,yes,yes,1,no,no,yes,map_ready,3,1,3,University of Wisconsin–Madison,"Madison, United States","43.073050,-89.401230",already_mapped,no_action
Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,2023,W4388656143,https://openalex.org/W4388656143,10.1007/978-3-031-45170-6_45,no,yes,1,no,no,yes,map_ready,4,1,4,"Indian Institute of Engineering Science and Technology, Shibpur","Howrah, IN","22.576880,88.318570",already_mapped,no_action
Where Did I Come From? Origin Attribution of AI-Generated Images,2023,W7133223677,https://openalex.org/W7133223677,10.52202/075280-3256,yes,yes,1,no,no,yes,map_ready,5,0,0,,,,already_mapped,no_action
A Novel Deep Learning Approach for Deepfake Image Detection,2022,W4297988790,https://openalex.org/W4297988790,10.3390/app12199820,no,yes,2,no,no,yes,map_ready,3,2,3,Khwaja Fareed University of Engineering and Information Technology; University of Hafr Al-Batin,"Rahim Yar Khan, PK; Riyadh, SA","24.687730,46.721850; 28.419870,70.303450",already_mapped,no_action
AI-enabled image fraud in scientific publications,2022,W4284974950,https://openalex.org/W4284974950,10.1016/j.patter.2022.100511,no,yes,5,no,no,yes,map_ready,9,5,9,"Chinese University of Hong Kong, Shenzhen; First Affiliated Hospital of GuangXi Medical University; Guangxi Medical University; Shenzhen Academy of Robotics; The University of Sydney","Nanning, CN; Shenzhen, CN; Sydney, AU","-33.867850,151.207320; 22.545540,114.068300; 22.816670,108.316670",already_mapped,no_action
An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,2022,W4284895444,https://openalex.org/W4284895444,10.3389/frsip.2022.918725,no,yes,1,no,no,yes,map_ready,3,1,3,University of Siena,"Siena, IT","43.318220,11.330640",already_mapped,no_action
Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,2022,W4283712107,https://openalex.org/W4283712107,10.1109/hora55278.2022.9799858,no,yes,2,no,no,yes,map_ready,4,2,4,Karabük University; Marmara University,"Istanbul, TR; Karabük, TR","41.013840,28.949660; 41.204880,32.627680",already_mapped,no_action
BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,2022,W3196551054,https://openalex.org/W3196551054,10.1109/wacv51458.2022.00293,yes,yes,3,no,no,yes,map_ready,11,3,11,Chung-Ang University; Samsung (South Korea); Samsung SDS (South Korea),"Seoul, South Korea","37.566000,126.978400; 37.566002,126.978401",already_mapped,no_action
Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,2022,W4283452332,https://openalex.org/W4283452332,10.1145/3512732.3533582,no,yes,3,no,no,yes,map_ready,9,3,9,"Consorzio Nazionale Interuniversitario per le Telecomunicazioni; Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""; National Research Council","Parma, IT; Pisa, IT; Rome, IT","41.891930,12.511330; 43.708530,10.403600; 44.799350,10.326180",already_mapped,no_action
Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,2022,W4312518338,https://openalex.org/W4312518338,10.1016/j.trpro.2022.09.012,no,yes,2,no,no,yes,map_ready,4,2,4,University of Coimbra; University of Southern Denmark,"Coimbra, PT; Odense, DK","40.206860,-8.419960; 55.395940,10.388310",already_mapped,no_action
Deepfake Network Architecture Attribution,2022,W4283811667,https://openalex.org/W4283811667,10.1609/aaai.v36i4.20391,yes,yes,1,no,no,yes,map_ready,9,3,0,Institute of Computing Technology; Renmin University of China; University of Chinese Academy of Sciences,CN,,already_mapped,no_action
Detecting Deepfake Images Using Deep Learning Techniques and Explainable AI Methods,2022,W4285791495,https://openalex.org/W4285791495,10.32604/iasc.2023.029653,no,yes,4,no,no,yes,map_ready,8,4,8,CT Group Of Institutions; North South University; Princess Nourah bint Abdulrahman University; Taif University,"Dhaka, BD; Jalandhar, IN; Riyadh, SA; Ta'if, SA","21.270280,40.415830; 23.710400,90.407440; 24.687730,46.721850; 31.325560,75.579170",already_mapped,no_action
Detecting Generated Images by Real Images,2022,W4313189772,https://openalex.org/W4313189772,10.1007/978-3-031-19781-9_6,yes,yes,1,no,no,yes,map_ready,6,1,6,Chongqing University of Posts and Telecommunications,"Chongqing, China","29.560261,106.557709",already_mapped,no_action
Did You Use My GAN to Generate Fake? Post-hoc Attribution of GAN Generated Images via Latent Recovery,2022,W4312387978,https://openalex.org/W4312387978,10.1109/ijcnn55064.2022.9892704,no,yes,1,no,no,yes,map_ready,0,0,0,,,,already_mapped,no_action
Discovering Transferable Forensic Features for CNN-Generated Images Detection,2022,W4313048095,https://openalex.org/W4313048095,10.1007/978-3-031-19784-0_39,yes,yes,3,no,no,yes,map_ready,6,4,6,Singapore Institute of Technology; Singapore University of Technology and Design; Unge aksjonærer; University of Oslo,"Oslo, NO; Singapore, SG","1.289670,103.850070; 59.912730,10.746090",already_mapped,no_action
EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2022,W4213417724,https://openalex.org/W4213417724,10.1007/978-3-030-96466-5_14,no,yes,2,no,no,yes,map_ready,4,2,4,Ollscoil na Gaillimhe – University of Galway; University of North Texas,"Denton, US; Galway, IE","33.214840,-97.133070; 53.272450,-9.050950",already_mapped,no_action
FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,W4312710588,https://openalex.org/W4312710588,10.1007/978-3-031-19781-9_5,yes,yes,5,no,no,yes,map_ready,7,5,6,Chung-Ang University; Naver (South Korea); Samsung (South Korea); Samsung Pharm (South Korea); University of Seoul,"Hwaseong-si, KR; Seongnam-si, KR; Seoul, KR","37.206820,126.816900; 37.438610,127.137780; 37.566000,126.978400",already_mapped,no_action
FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,2022,W4221149434,https://openalex.org/W4221149434,10.1609/aaai.v36i1.19990,no,yes,5,no,no,yes,map_ready,8,5,8,Chung-Ang University; Korea University; Samsung (South Korea); Samsung SDS (South Korea); University of Seoul,"Seoul, KR","37.566000,126.978400",already_mapped,no_action
Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,2022,W4308234128,https://openalex.org/W4308234128,10.1109/icip46576.2022.9897820,yes,yes,1,no,no,yes,map_ready,6,1,5,"University at Buffalo, State University of New York","Buffalo, US","42.886450,-78.878370",already_mapped,no_action
Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,2022,W4293518933,https://openalex.org/W4293518933,10.1109/icme52920.2022.9859763,no,yes,2,no,no,yes,map_ready,5,2,5,Aligarh Muslim University; Sichuan University,"Aligarh, IN; Chengdu, CN","27.881450,78.074640; 30.666670,104.066670",already_mapped,no_action
MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,2022,W4360766590,https://openalex.org/W4360766590,10.1109/cait56099.2022.10072275,no,yes,1,no,no,yes,map_ready,4,1,4,Beijing University of Posts and Telecommunications,"Beijing, CN","39.907500,116.397230",already_mapped,no_action
RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,W4284702842,https://openalex.org/W4284702842,10.1007/978-3-031-19781-9_9,yes,no,0,no,yes,yes,missing_coordinates,4,3,0,Adobe Systems (United States); Salesforce (United States); University of Surrey,GB; US,,has_affiliation_missing_coordinates,manual_coordinate_review
The Face Deepfake Detection Challenge,2022,W4297477523,https://openalex.org/W4297477523,10.3390/jimaging8100263,no,yes,6,no,no,yes,map_ready,21,6,18,"Bank of Italy; Consorzio Nazionale Interuniversitario per le Telecomunicazioni; Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""; Mercatorum University; University of Cagliari; University of Catania","Cagliari, IT; Catania, IT; Parma, IT; Pisa, IT; Rome, IT","37.492230,15.070410; 39.230540,9.119170; 41.891930,12.511330; 43.708530,10.403600; 44.799350,10.326180",already_mapped,no_action
Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,W4313042219,https://openalex.org/W4313042219,10.1109/cvpr52688.2022.00771,yes,yes,2,no,no,yes,map_ready,3,2,3,Hong Kong Polytechnic University; Zhejiang University,"Hangzhou, CN; Hong Kong, HK","22.278320,114.174690; 30.293650,120.161420",already_mapped,no_action
Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,2022,W4221166157,https://openalex.org/W4221166157,10.48550/arxiv.2203.09777,no,no,0,no,yes,yes,missing_coordinates,3,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
A Closer Look at Fourier Spectrum Discrepancies for CNN-generated Images Detection,2021,W3147384726,https://openalex.org/W3147384726,10.1109/cvpr46437.2021.00712,yes,yes,1,no,no,yes,map_ready,3,1,3,Singapore University of Technology and Design,"Singapore, Singapore","1.289670,103.850070",already_mapped,no_action
A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,W3139320333,https://openalex.org/W3139320333,10.1109/confluence51648.2021.9377150,no,yes,1,no,no,yes,map_ready,3,1,3,Amity University,"Noida, IN","28.580000,77.330000",already_mapped,no_action
Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-Of-The-Art,2021,W3149674875,https://openalex.org/W3149674875,10.1109/icme51207.2021.9428429,yes,yes,1,no,no,yes,map_ready,5,1,5,Federico II University Hospital,"Naples, Italy","40.866501,14.220750",already_mapped,no_action
Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,W3187526215,https://openalex.org/W3187526215,10.24963/ijcai.2021/349,yes,yes,2,no,no,yes,map_ready,4,2,3,Helmholtz Center for Information Security; University of Mannheim,"Mannheim, Germany; Saarbrücken, Germany","49.232620,7.009820; 49.483925,8.462201",already_mapped,no_action
Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,2021,W3138230904,https://openalex.org/W3138230904,10.3390/jimaging7030059,no,yes,1,no,no,yes,map_ready,3,1,3,Military University Nueva Granada,"Bogotá, CO","4.609710,-74.081750",already_mapped,no_action
Deepfake attribution: On the source identification of artificially generated images,2021,W4200053273,https://openalex.org/W4200053273,10.1002/widm.1438,yes,yes,2,no,no,yes,map_ready,4,2,4,Monash University; Monash University Malaysia,"Melbourne, AU; Subang Jaya, MY","-37.814000,144.963320; 3.043840,101.580620",already_mapped,no_action
DeepFake Detection Based on Discrepancies Between Faces and Their Context,2021,W3173581984,https://openalex.org/W3173581984,10.1109/tpami.2021.3093446,no,yes,4,no,no,yes,map_ready,5,4,5,Bar-Ilan University; Menlo School; Meta (United States); Tel Aviv University,"Atherton, US; Menlo Park, US; Ramat Gan, IL; Tel Aviv, IL","32.080880,34.780570; 32.082270,34.810650; 37.453830,-122.182190; 37.461330,-122.197740",already_mapped,no_action
Deepfake Image Detection using CNNs and Transfer Learning,2021,W4285362588,https://openalex.org/W4285362588,10.1109/ccge50943.2021.9776410,no,yes,1,no,no,yes,map_ready,4,1,4,National Institute of Technology Karnataka,"Mangaluru, IN","12.917230,74.856030",already_mapped,no_action
Deepfakes Creation and Detection Using Deep Learning,2021,W3172046373,https://openalex.org/W3172046373,10.1109/miucc52538.2021.9447642,no,yes,1,no,no,yes,map_ready,2,1,2,Ain Shams University,"Cairo, EG","30.062630,31.249670",already_mapped,no_action
Detecting fake images by identifying potential texture difference,2021,W3173631964,https://openalex.org/W3173631964,10.1016/j.future.2021.06.043,no,yes,2,no,no,yes,map_ready,5,2,5,Jacksonville University; Tianjin University,"Jacksonville, US; Tianjin, CN","30.332180,-81.655650; 39.142220,117.176670",already_mapped,no_action
Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,2021,W3135589907,https://openalex.org/W3135589907,10.1016/j.compag.2021.106064,no,yes,1,no,no,yes,map_ready,3,1,3,Northeast Agricultural University,"Harbin, CN","45.750000,126.650000",already_mapped,no_action
Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,2021,W4214857236,https://openalex.org/W4214857236,10.1109/ocit53463.2021.00039,no,yes,3,no,no,yes,map_ready,5,3,5,National University of Ireland; Ollscoil na Gaillimhe – University of Galway; University of North Texas,"Denton, US; Dublin, IE; Galway, IE","33.214840,-97.133070; 53.272450,-9.050950; 53.333060,-6.248890",already_mapped,no_action
Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,W3128257465,https://openalex.org/W3128257465,10.1007/978-3-030-49500-8_3,no,yes,1,no,no,yes,map_ready,3,1,3,APJ Abdul Kalam Technological University,"Thiruvananthapuram, IN","8.485500,76.949240",already_mapped,no_action
Detection of GAN-Generated Images by Estimating Artifact Similarity,2021,W3217278836,https://openalex.org/W3217278836,10.1109/lsp.2021.3130525,yes,no,0,no,yes,yes,missing_coordinates,5,2,0,City University of Hong Kong; Sichuan University,CN; HK,,has_affiliation_missing_coordinates,manual_coordinate_review
Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,2021,W3166640306,https://openalex.org/W3166640306,10.1155/2021/5511435,no,yes,1,no,no,yes,map_ready,6,1,6,PLA Information Engineering University,"Zhengzhou, CN","34.757780,113.648610",already_mapped,no_action
"Detection, Attribution and Localization of GAN Generated Images",2021,W3179128750,https://openalex.org/W3179128750,10.2352/issn.2470-1173.2021.4.mwsf-276,yes,yes,3,no,no,yes,map_ready,12,2,12,"Mayachitra (United States); University of California, Santa Barbara","Santa Barbara, US","34.420830,-119.698190",already_mapped,no_action
Does a GAN leave distinct model-specific fingerprints?,2021,W4411245244,https://openalex.org/W4411245244,10.5244/c.35.53,yes,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
Image Tampering Localization Using a Dense Fully Convolutional Network,2021,W3140970613,https://openalex.org/W3140970613,10.1109/tifs.2021.3070444,no,yes,2,no,no,yes,map_ready,10,2,10,Shenzhen Academy of Robotics; Shenzhen University,"Shenzhen, CN","22.545540,114.068300",already_mapped,no_action
Learning to Disentangle GAN Fingerprint for Fake Image Attribution,2021,W3169220064,https://openalex.org/W3169220064,10.48550/arxiv.2106.08749,yes,yes,1,no,no,yes,map_ready,7,0,0,,,,already_mapped,no_action
