title,year,expected_task,source_doc,section,notes,checklist_row,doi,arxiv_id,openalex_url,in_openalex_candidate_papers,in_candidate_map,in_public_preview,in_public_preview_paper_list,covered_as_map_marker,map_record_count,missing_affiliation,missing_coordinates,marker_diagnostics,missing_stage,coverage_status,recommended_action,match_method,matched_public_title,matched_public_paper_id,manual_review,identity_review,exclusion_evidence,reconciliation_classification,reconciliation_evidence,reconciliation_reason,resolved_title,resolved_year,best_openalex_title_match,best_openalex_title_score,best_public_preview_title_match,best_public_preview_title_score,best_public_preview_paper_title_match,best_public_preview_paper_title_score
LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",165,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,LEGION: Learning to Ground and Explain for Synthetic Image Detection,curated:14272073fa5bc0e301b5,no,,,,,,LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,,0.000,,0.000,,0.000
Semantic Discrepancy-aware Detector for Image Forgery Identification,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",166,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Semantic Discrepancy-Aware Detector for Image Forgery Identification,curated:64a8313baef7cf1657c5,no,,,,,,Semantic Discrepancy-aware Detector for Image Forgery Identification,2025,,0.000,,0.000,,0.000
ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV, 2025",167,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,curated:7a95c7ca9cc95727e1b9,no,,,,,,ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,,0.000,,0.000,,0.000
Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025",168,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,curated:c6bfe8f5199d1d8beb29,no,,,,,,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICCV-W, 2025",169,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,curated:95b3298d7dafadbed65d,no,,,,,,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,,0.000,,0.000,,0.000
SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=TIFS, 2025",170,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,curated:2938e895376a45baceec,no,,,,,,SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,,0.000,,0.000,,0.000
Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",171,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,curated:7693a9c0107feaf90e10,no,,,,,,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,0.000,,0.000,,0.000
Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",172,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Few-Shot Learner Generalizes Across AI-Generated Image Detection,curated:4d91354cd919a64a2259,no,,,,,,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",173,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,curated:95953a73a0e2e1f14ccb,no,,,,,,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,0.000,,0.000,,0.000
Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",174,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,curated:1f9d168cc6c4c445a231,no,,,,,,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICML, 2025",175,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,curated:d040be3d1fb83a51311e,no,,,,,,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,,0.000,,0.000,,0.000
ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,2025,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ACM MM, 2025",176,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,curated:87bc93471ce8bb561091,no,,,,,,ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,2025,,0.000,,0.000,,0.000
"Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency. ICMR, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,177,10.1145/3731715.3733429,,,no,no,no,no,no,0,no,no,,possible_title_match_failure,possible_title_match_failure,manual_title_match_review,,,,yes,"Crossref confirms ICMR 2025 DOI/title and six authors. Publisher full text could not be retrieved; title suggests temporal multimodal synchronization, but direct evidence of an image-only evaluation is missing. Leave scope review-only; do not add or create an exclusion from title alone.",,AMBIGUOUS,https://api.crossref.org/works/10.1145/3731715.3733429,"Crossref confirms ICMR 2025 DOI/title and six authors. Publisher full text could not be retrieved; title suggests temporal multimodal synchronization, but direct evidence of an image-only evaluation is missing. Leave scope review-only; do not add or create an exclusion from title alone.","Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency. ICMR, 2025",2025,,0.000,,0.000,,0.000
"LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains. PST, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,178,10.1109/pst65910.2025.11268874,,https://openalex.org/W4416961862,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,curated:e688194977fa7bbf7db3,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1109/pst65910.2025.11268874,"Crossref DOI, Chivaran and Ni, PST 2025 confirm title plus appended citation.",LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,2025,,0.000,,0.000,,0.000
Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICASSP, 2025",179,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Spatial-Temporal Reconstruction Error for AIGC-Based Forgery Image Detection,curated:a76d568cfe5c26b07933,no,,,,,,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,,0.000,,0.000,,0.000
FairAdapter: Detecting AI-generated Images with Improved Fairness,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ICASSP, 2025",180,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,FairAdapter: Detecting AI-generated Images with Improved Fairness,,no,,,,,,FairAdapter: Detecting AI-generated Images with Improved Fairness,2025,,0.000,,0.000,,0.000
Reducing the Content Bias for AI-generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=WACV, 2025; auxiliary; dataset",181,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Reducing the Content Bias for AI-generated Image Detection,,no,,,,,,Reducing the Content Bias for AI-generated Image Detection,2025,,0.000,,0.000,,0.000
Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"title_normalized=venue_suffix_removed; source_suffix=ECAI, 2025",182,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,curated:22c0f35b356c01cbd122,no,,,,,,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=KBS, 2025",183,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,GCS-Net: A Universal AI-Generated Visual Content Detection Method Based on CLIP,,no,,,,,,GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,,0.000,,0.000,,0.000
Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"title_normalized=venue_suffix_removed; source_suffix=WDC, 2025",184,10.1145/3709022.3736541,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World,curated:cba231098f84685520e8,no,,,,,,Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World,2025,,0.000,,0.000,,0.000
"Art or Artifact? Segmenting AI-Generated Images for Deeper Detection. WDC, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,185,10.1145/3709022.3736544,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,,no,,,,,,"Art or Artifact? Segmenting AI-Generated Images for Deeper Detection. WDC, 2025",2025,,0.000,,0.000,,0.000
"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,186,10.1145/3746265.3759667,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,curated:6ca781a0d606a5d5db64,no,,,,,,"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,,0.000,,0.000,,0.000
Bi‐ <scp>LORA</scp> : A Vision‐Language Approach for Synthetic Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,title_normalized=canonical_openalex_markup_title; display_cleanup_needed,187,10.1111/exsy.13829,,,yes,yes,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Bi‐LORA: A Vision‐Language Approach for Synthetic Image Detection,curated:3ec6b6d00f72f8b450e6,no,,,,,,Bi‐ <scp>LORA</scp> : A Vision‐Language Approach for Synthetic Image Detection,2025,,0.000,,0.000,,0.000
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Multimedia Systems, 2025",188,10.1007/s00530-024-01626-z,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,High-Resolution Network-Based Multi-Feature Fusion for Generalized Forgery Detection,,no,,,,,,High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,,0.000,,0.000,,0.000
Optimized frequency collaborative strategy drives AI image detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Internet of Things Journal, 2025",189,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Optimized Frequency Collaborative Strategy Drives AI Image Detection,,no,,,,,,Optimized frequency collaborative strategy drives AI image detection,2025,,0.000,,0.000,,0.000
"FLODA: Harnessing Vision-Language Models for Deepfake Assessment. ICCE, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,190,10.1109/icce63647.2025.10929816,,https://openalex.org/W4408861326,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,curated:1332f5c35b9ac943f349,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1109/icce63647.2025.10929816,"Crossref DOI, Park/Bae/Han/Olson and ICCE 2025 confirm appended citation variant.",FLODA: Harnessing Vision-Language Models for Deepfake Assessment,2025,,0.000,,0.000,,0.000
"Simple Detection of AI-Generated Images based on Noise Correlation. AMLDS, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Detection,,191,10.1109/amlds63918.2025.11159445,,https://openalex.org/W4414231579,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Simple Detection of AI-Generated Images Based on Noise Correlation,curated:fe98b5f37967f5a51b86,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1109/amlds63918.2025.11159445,"Crossref DOI, five authors and AMLDS 2025 confirm appended citation variant.",Simple Detection of AI-Generated Images Based on Noise Correlation,2025,,0.000,,0.000,,0.000
A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Electronics, 2025",192,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,curated:53154d830e337fce1fad,no,,,,,,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,,0.000,,0.000,,0.000
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250110",193,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,curated:507b9cb16991da1629f8,no,,,,,,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,,0.000,,0.000,,0.000
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250116",194,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,curated:56e9e085bbe0342dab35,no,,,,,,TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,,0.000,,0.000,,0.000
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250123",195,10.48550/arxiv.2501.13475,2501.13475,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""created_at"": ""2026-07-13T20:26:53Z"", ""created_by"": ""local_admin"", ""doi"": ""https://doi.org/10.48550/arxiv.2501.13475"", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-62995faa977446d181fe90cfcd01fb67"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": ""https://openalex.org/W4406786190"", ""paper_id"": """", ""reason"": ""other"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""preprint"", ""source_database"": ""OpenAlex"", ""title"": ""LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation"", ""year"": ""2025""}]",EXCLUDE,https://arxiv.org/abs/2501.13475; https://github.com/humiaomiaohaha/FALCON-Net,Recognize and preserve existing active maintainer exclusion exclusion-62995faa977446d181fe90cfcd01fb67 (reason: other; review note: preprint). Resolved arXiv DOI makes this decision visible to the audit. Relationship to the later related publication remains unverified; do not merge or restore.,LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,,0.000,,0.000,,0.000
Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250125",196,10.1109/tifs.2026.3664000,2501.15253,https://openalex.org/W7128716584,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Dual Frequency Branch Framework with Reconstructed Sliding Windows Attention for AI-Generated Image Detection,curated:ab6b43e21ae47dadafe0,no,,,EXISTING_CURRENT,https://arxiv.org/abs/2501.15253,Same arXiv 2501.15253 identifies the existing Dual Frequency Branch Framework publication; retain published metadata.,Dual Frequency Branch Framework with Reconstructed Sliding Windows Attention for AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250215",197,10.48550/arxiv.2502.10803,2502.10803,https://openalex.org/W4407684102,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-Hoc Distribution Alignment,curated:8bdbf72555619e7893d3,no,,,EXISTING_CURRENT,https://arxiv.org/abs/2502.10803,Same arXiv 2502.10803 identifies Beyond Known Fakes; retain canonical existing publication metadata.,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-Hoc Distribution Alignment,2025,,0.000,,0.000,,0.000
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250225",198,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,HRR: Hierarchical Retrospection Refinement for Generated Image Detection,,no,,,,,,HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,,0.000,,0.000,,0.000
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250311,199,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,,no,,,,,,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,,0.000,,0.000,,0.000
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250314",200,,2503.11195,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""arxiv_id"": ""2503.11195"", ""created_at"": ""2026-07-13T20:14:33Z"", ""created_by"": ""local_admin"", ""doi"": """", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-afa362e960d2495eb5c5b44c1431736e"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": ""https://openalex.org/W4417284156"", ""paper_id"": ""curated:2334b1774b5f65217e7b"", ""reason"": ""other"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""preprint"", ""source_database"": ""OpenAlex"", ""title"": ""Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models"", ""year"": ""2025""}]",MISSING_ADD,https://arxiv.org/abs/2503.11195,"Primary arXiv abstract describes generated-image provenance verification using hashing, encryption and detection models. In scope; no duplicate among current or curated identities.","Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,,0.000,,0.000,,0.000
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250331,201,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,,no,,,,,,FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,,0.000,,0.000,,0.000
Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250402",202,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,curated:71ff0674850f84bf8df7,no,,,,,,Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,,0.000,,0.000,,0.000
Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250416,203,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Can GPT Tell Us Why These Images Are Synthesized? Empowering Multimodal Large Language Models for Forensics,,no,,,,,,Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,,0.000,,0.000,,0.000
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250418",204,10.52202/085713-2321,2504.13726,https://openalex.org/W4415320094,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,curated:828a87e68db4c3541e80,no,,,SAME_PAPER_TITLE_VARIANT,https://github.com/fkeufss/MLEP/; https://arxiv.org/abs/2504.13726,Official MLEP repository and Crossref connect Universal preprint title/arXiv 2504.13726 to Generalized NeurIPS title with the same six authors.,MLEP: Multi-Granularity Local Entropy Patterns for Generalized AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250419,205,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,curated:911d693997183535a4ac,no,,,,,,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,,0.000,,0.000,,0.000
DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250428",206,,,,yes,yes,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,curated:239572598dfae08d563b,no,,,,,,DeeCLIP: A Robust and Generalizable Transformer-Based Framework for Detecting AI-Generated Images,2025,,0.000,,0.000,,0.000
Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250613",207,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,curated:425eb6ebf5e06a7836a8,no,,,,,,Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,,0.000,,0.000,,0.000
Task-aligned prompting improves zero-shot detection of AI-generated images by Vision-Language Models,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250616",208,,2506.11031,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,arxiv,Prefilled Responses Enhance Zero-Shot Detection of AI-Generated Images,curated:168e13e349336a266783,no,,,MISSING_ADD,https://arxiv.org/abs/2506.11031,arXiv 2506.11031 connects earlier Task-aligned prompting to current Prefill-Guided Thinking title. Image authenticity detection remains in scope; use latest source metadata.,Prefill-Guided Thinking for Zero-Shot Detection of AI-Generated Images,2025,,0.000,,0.000,,0.000
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250625",209,,2506.20548,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""arxiv_id"": ""2506.20548"", ""created_at"": ""2026-07-13T20:15:50Z"", ""created_by"": ""local_admin"", ""doi"": """", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-bb870f305db948d18fb473d072844c48"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": ""https://openalex.org/W4414989730"", ""paper_id"": ""curated:509324a7a8bc94c3eb78"", ""reason"": ""other"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""preprint"", ""source_database"": ""OpenAlex"", ""title"": ""Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks"", ""year"": ""2025""}]",MISSING_ADD,https://arxiv.org/abs/2506.20548,"PLADA detects compressed generated still images. Related existing ODDN has a different arXiv ID (2410.18687), ODA+CGC method and 17-dataset evaluation; PLADA uses B2E+ODA and 26 datasets. Shared lab/topic is not identity.",Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,,0.000,,0.000,,0.000
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250703",210,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,,no,,,,,,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,,0.000,,0.000,,0.000
Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250728",211,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Explainable Synthetic Image Detection Through Diffusion Timestep Ensembling,,no,,,,,,Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,,0.000,,0.000,,0.000
