priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
426,complete,,complete,No mapping action needed,none,confirmed,Zhejiang University | Zhejiang University of Technology,Yuxing Wang; Zunlei Feng; Yi-Xiang Wang; Hengrui Lou; Binjia Zhou; Mingli Song; Yijun Bei | Jie Lei,,"Zhejiang University,State Key Laboratory of Blockchain and Data Security | College of Computer Science, Zhejiang University of Technology",curated:37949b937d2159b47e73,Spatial-Temporal Forgery Trace Based Forgery Image Identification,2025,IEEE/CVF International Conference on Computer Vision,false,true,8,8,0,,2,10.1109/iccv51701.2025.01585,,W7160181767,https://doi.org/10.1109/iccv51701.2025.01585
427,complete,,complete,No mapping action needed,none,confirmed,"University of South Carolina | Manipal University Jaipur | BITS Pilani, Hyderabad | Xpectrum AI | International Institute of Information Technology, Naya Raipur | Texas A&M University | Carnegie Mellon University | Vishwakarma Institute of Information Technology | IIIT Delhi | National Institute of Technology Silchar | Amazon AI | Stanford University | Amazon GenAI | Shenzhen University of Advanced Technology | BITS Pilani, Goa",Nasrin Imanpour; Amit Sheth | Abhilekh Borah | Shashwat Bajpai | Subhankar Ghosh | Sainath Reddy Sankepally | Hasnat Abdullah | Nishoak Kosaraju | Shreyas Dixit | Ashhar Aziz | Shwetangshu Biswas | Vinija Jain | Aman Chadha | Song Wang | Amitava Das,,"University of South Carolina | Manipal University Jaipur | BITS Pilani, Hyderabad | Xpectrum AI, USA | International Institute of Information Technology, India IIIT-Naya Raipur inferred from the LinkedIn profile of the author | Texas A&M University, USA | Carnegie Mellon University, USA | Vishwakarma Institute of Information Technology, India | IIIT Delhi, India | National Institute of Technology, Silchar, India | Amazon AI, USA | Stanford University, USA | Amazon GenAI, USA | 4Shenzhen University of Advanced Technology, China | 5BITS Pilani, Goa, India",curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,International Joint Conference on Natural Language Processing and the Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics,false,true,15,15,0,,15,10.18653/v1/2025.ijcnlp-long.100,2411.16754,W4404988034,https://doi.org/10.18653/v1/2025.ijcnlp-long.100
428,complete,,complete,No mapping action needed,none,confirmed,Sichuan University | City University of Hong Kong | Beijing Jiaotong University | Shanghai Jiao Tong University,Shuai Tang; Peisong He | Haoliang Li | Wei Wang; Yao Zhao | Xinghao Jiang,,"School of Cyber Science and Engineering, Sichuan University, Chengdu, China | Department of Electrical Engineering, City University of Hong Kong, Hong Kong, China | School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China | School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China",curated:6cd82b939e5653a2c7ab,Towards Extensible Detection of AI-Generated Images via Content-Agnostic Adapter-Based Category-Aware Incremental Learning,2025,IEEE Transactions on Information Forensics and Security,false,true,6,6,0,,4,10.1109/tifs.2025.3546845,,W4408048856,https://doi.org/10.1109/tifs.2025.3546845
429,complete,,complete,No mapping action needed,none,confirmed,"University of Chinese Academy of Sciences | Institute of Automation, Chinese Academy of Sciences | HKISI, Chinese Academy of Sciences | Sangfor Technologies Inc. | Macau University of Science and Technology",Yiheng Li; Guoqing Xu; Zhen Lei; Yang Yang | Zhen Lei | Zichang Tan; Xu Zhou,,"School of Artificial Intelligence, University of Chinese Academy of Sciences | MAIS, Institute of Automation, Chinese Academy of Sciences | CAIR, HKISI, Chinese Academy of Sciences Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences | Sangfor Technologies Inc. | SCSE, FIE, M.U.S.T.",curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,2025,Computer Vision and Pattern Recognition,false,true,6,6,0,,5,10.48550/arxiv.2508.01603,2508.01603,W4415330533,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Generalizable_AI-Generated_Image_Detection_via_Image-Adaptive_Prompt_Learning_CVPR_2026_paper.pdf
430,complete,,complete,No mapping action needed,none,confirmed,"University of Science and Technology of China | Zhejiang University | The Hong Kong University of Science and Technology | Harbin Institute of Technology, Shenzhen | Hebei Institute of Communications",Qianshu Cai; Xinmei Tian | Chao Wu | Yonggang Zhang | Jun Yu,,"University of Science and Technology of China | Zhejiang University | The Hong Kong University of Science and Technology | The School of Intelligence Science and Engineering, Harbin Institute of Technology, Shenzhen | School of Artificial Intelligence, Hebei Institute of Communications",curated:0b5e852ad2faa5d89eb5,Towards Generalizable Detector for Generated Image,2025,Advances in Neural Information Processing Systems,false,true,5,5,0,,5,10.52202/085713-3168,,W7197024658,https://doi.org/10.52202/085713-3168
431,complete,,complete,No mapping action needed,none,confirmed,University of Siena | IMT School for Advanced Studies Lucca,Pietro Bongini; Valentina Molinari; Andrea Costanzo; Benedetta Tondi; Mauro Barni | Valentina Molinari,,"University of Siena, Department of Information Engineering and Mathematics, Italy | IMT School, Lucca, Italy",curated:ee47e898ad64ec14b709,Training-Free Source Attribution of AI-Generated Images via Resynthesis,2025,IEEE International Workshop on Information Forensics and Security,false,true,5,5,0,,2,10.1109/wifs66636.2025.00028,,W7148430317,https://doi.org/10.1109/wifs66636.2025.00028
432,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7125513809,TriFusionNet: Multi-Branch Architecture for AI-Generated Image Detection,2025,"2025 International Conference on Cognitive, Green and Ubiquitous Computing (IC-CGU)",false,false,7,7,0,,1,10.1109/ic-cgu67042.2025.11338102,,W7125513809,https://doi.org/10.1109/ic-cgu67042.2025.11338102
433,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4412810251,Unmasking AI-created visual content: a review of generated images and deepfake detection technologies,2025,Journal of King Saud University - Computer and Information Sciences,false,false,5,5,0,,4,10.1007/s44443-025-00154-8,,W4412810251,https://doi.org/10.1007/s44443-025-00154-8
434,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4409032835,Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,2025,Informatica,false,false,1,1,0,,1,10.31449/inf.v49i16.7979,,W4409032835,https://doi.org/10.31449/inf.v49i16.7979
435,complete,,complete,No mapping action needed,none,pending,"Jilin Vocational College of Industry and Technology | Birla Institute of Technology, Mesra",Jiayue Yu | Sudip Kumar Sahana,,Jilin Engineering Vocational College Siping China | Department of Computer Science &amp; Engineering Birla Institute of Technology Mesra India,curated:efceafb2be2246aa120b,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,2025,Transactions on Emerging Telecommunications Technologies,false,true,2,2,0,,0,10.1002/ett.70335,,W7117628628,https://doi.org/10.1002/ett.70335
436,complete,,complete,No mapping action needed,none,confirmed,Ant Group | Shanghai Jiao Tong University,Yan Hong; Jianming Feng; Haoxing Chen; Jun Lan; Huijia Zhu; Weiqiang Wang | Jianfu Zhang,,Ant Group | Shanghai Jiaotong University,curated:61211bdca508937e8a4f,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,2025,AAAI Conference on Artificial Intelligence,false,true,7,7,0,,2,10.1609/aaai.v39i4.32363,2402.11843,W4409368310,https://doi.org/10.1609/aaai.v39i4.32363
437,complete,,complete,No mapping action needed,none,confirmed,Lamar University,Anjuman Ara; Md Sajadul Alam; Kamrujjaman; Afia Farjana Mifa,,"College of Business, Beaumont, Texas, USA.",curated:cb237bfcbc395a031757,A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,2024,"Global Mainstream Journal of Innovation, Engineering & Emerging Technology",false,true,4,4,0,,1,10.62304/jieet.v3i01.77,,W4393021531,https://doi.org/10.62304/jieet.v3i01.77
438,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4395673009,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,2024,Electronics,false,false,2,2,0,,2,10.3390/electronics13091662,,W4395673009,https://doi.org/10.3390/electronics13091662
439,complete,,complete,No mapping action needed,none,missing,,,,,curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,International Conference on Cyber Intelligence and Information Retrieval,false,true,5,5,0,,3,10.1007/978-981-97-3594-5_3,,W4400793389,https://doi.org/10.1007/978-981-97-3594-5_3
440,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4392457694,AI Generated Image Detection Using Neural Networks,2024,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,false,false,1,1,0,,1,10.55041/ijsrem29037,,W4392457694,https://doi.org/10.55041/ijsrem29037
441,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402264364,An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape,2024,2024 IEEE Symposium on Security and Privacy (SP),false,false,7,7,0,,1,10.1109/sp54263.2024.00194,2404.16212,W4402264364,https://doi.org/10.1109/sp54263.2024.00194
442,complete,,complete,No mapping action needed,none,confirmed,Fudan University | University of Agder,Jialiang Li; Haoyue Wang; Sheng Li; Zhenxing Qian; Xinpeng Zhang | Athanasios V. Vasilakos,,"Fudan University, Shanghai, China | University of Adger, Grimstad, Norway",curated:1d944c47839b3890a623,Are Handcrafted Filters Helpful for Attributing AI-Generated Images?,2024,ACM International Conference on Multimedia,false,true,6,6,0,,2,10.1145/3664647.3680945,2407.14570,W4403791664,https://doi.org/10.1145/3664647.3680945
443,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4406611495,CNN-LSTM Model for Deepfake Image Detection,2024,"2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIEI)",false,false,2,2,0,,2,10.1109/idicaiei61867.2024.10842840,,W4406611495,https://doi.org/10.1109/idicaiei61867.2024.10842840
444,complete,,complete,No mapping action needed,none,missing,,,,,curated:988373de555945528142,"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",2024,Journal of Advanced Research in Applied Sciences and Engineering Technology,false,true,1,1,0,,1,10.37934/araset.47.1.1628,,W4399978626,https://doi.org/10.37934/araset.47.1.1628
445,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394009764,DeepFake Image Detection,2024,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,false,false,1,1,0,,1,10.55041/ijsrem30215,,W4394009764,https://doi.org/10.55041/ijsrem30215
446,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402130168,Deepfake Image Detection Using Vision Transformer Models,2024,IEEE International Black Sea Conference on Communications and Networking,false,false,5,5,0,,4,10.1109/blackseacom61746.2024.10646310,,W4402130168,https://doi.org/10.1109/blackseacom61746.2024.10646310
447,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4408018363,Deepfake Image Detection Using Yolov8,2024,2024 IEEE Pune Section International Conference (PuneCon),false,false,7,7,0,,1,10.1109/punecon63413.2024.10895706,,W4408018363,https://doi.org/10.1109/punecon63413.2024.10895706
448,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402353496,DeepSight: Enhancing Deepfake Image Detection and Classification through Ensemble and Deep Learning Techniques,2024,2024 5th International Conference on Image Processing and Capsule Networks (ICIPCN),false,false,2,2,0,,2,10.1109/icipcn63822.2024.00014,,W4402353496,https://doi.org/10.1109/icipcn63822.2024.00014
449,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402170813,Detecting AI-generated images with CNN and Interpretation using Explainable AI,2024,2024 IEEE International Conference on Contemporary Computing and Communications (InC4),false,false,6,6,0,,1,10.1109/inc460750.2024.10649158,,W4402170813,https://doi.org/10.1109/inc460750.2024.10649158
450,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4400616829,Detecting Artificial Intelligence-Generated Images via Deep Trace Representations and Interactive Feature Fusion,2024,Information Fusion,false,false,6,6,0,,3,10.1016/j.inffus.2024.102578,,W4400616829,https://doi.org/10.1016/j.inffus.2024.102578
451,complete,,complete,No mapping action needed,none,confirmed,Barisal Information Technology College | American International University-Bangladesh,Taharim Rahman Anon | Jakaria Islam Emon,,"Barisal Information Technology College (BITC), Barisal, Bangladesh | American International University Bangladesh (AIUB), Dhaka, Bangladesh",openalex:W4402524935,Detecting the Undetectable: Combining Kolmogorov-Arnold Networks and MLP for AI-Generated Image Detection,2024,arXiv,false,false,2,2,0,,2,10.48550/arxiv.2408.09371,2408.09371,W4402524935,https://openalex.org/W4402524935
452,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402240806,Detection of AI-Generated Synthetic Images with a Lightweight CNN,2024,AI,false,false,4,4,0,,2,10.3390/ai5030076,,W4402240806,https://doi.org/10.3390/ai5030076
453,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402013517,Detection of real-time deep fakes and face forgery in video conferencing employing generative adversarial networks,2024,Heliyon,false,false,5,5,0,,4,10.1016/j.heliyon.2024.e37163,,W4402013517,https://doi.org/10.1016/j.heliyon.2024.e37163
454,complete,,complete,No mapping action needed,none,confirmed,Computer Research Institute of Montreal (CRIM),Rajjeshwar Ganguly; Mamadou Dian Bah; Mohamed Dahmane,,"Computer Research Institute of Montreal (CRIM), Montreal, Canada",curated:6a0913decc4e81abddb3,Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,International Conference on Pattern Recognition,false,true,3,3,0,,1,10.1007/978-3-031-78305-0_15,,W4404943058,https://doi.org/10.1007/978-3-031-78305-0_15
455,complete,,complete,No mapping action needed,none,confirmed,Drexel University,Aref Azizpour; Tai D. Nguyen; Manil Shrestha; Kaidi Xu; Edward Kim; Matthew C. Stamm,,"Drexel University,Philadelphia,PA,USA",curated:8cb907bc9003c61325f8,E3: Ensemble of Expert Embedders for Adapting Synthetic Image Detectors to New Generators Using Limited Data,2024,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,true,6,6,0,,1,10.1109/cvprw63382.2024.00437,2404.08814,W4402916163,https://doi.org/10.1109/cvprw63382.2024.00437
456,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4407467920,Enhancing AI-Generated Image Detection with a Novel Approach and Comparative Analysis,2024,International Conference on Security of Information and Networks,false,false,4,4,0,,2,10.1109/sin63213.2024.10871900,,W4407467920,https://doi.org/10.1109/sin63213.2024.10871900
457,complete,,complete,No mapping action needed,none,pending,University of Campinas | Politecnico di Milano | Loyola University Chicago | Purdue University West Lafayette,João Phillipe Cardenuto; Anderson Rocha | Sara Mandelli; Paolo Bestagini | Daniel Moreira | Edward J. Delp,,"Recod.ai, Institute of Computing, Universidade Estadual de Campinas (UNICAMP),Artificial Intelligence Lab.,Campinas,SP,Brazil | Politecnico di Milano,Dipartimento di Elettronica, Informazione e Bioingegneria,Milan,Italy,20133 | Loyola University Chicago,Department of Computer Science,Chicago,IL,USA | Purdue University,School of Electrical and Computer Engineering,West Lafayette,IN,USA",curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,2024,IEEE International Workshop on Information Forensics and Security,false,true,6,6,0,,0,10.1109/wifs61860.2024.10810680,2409.18881,W4405845437,https://doi.org/10.1109/wifs61860.2024.10810680
458,complete,,complete,No mapping action needed,none,confirmed,Beijing Jiaotong University | Yanshan University | A*STAR,Chuangchuang Tan; Yao Zhao; Shikui Wei; Yunchao Wei | Guanghua Gu | Ping Liu,,"Institute of Information Science, Beijing Jiaotong University, China; Beijing Key Laboratory of Advanced Information Science and Network Technology | School of Information Science and Engineering, Yanshan University, China; Hebei Key Laboratory of Information Transmission and Signal Processing | Center for Frontier AI Research, Institute of High Performance Computing (IHPC), A*STAR, Singapore",curated:f7cba2387b8a4131cc7b,Frequency-Aware Deepfake Detection: Improving Generalizability Through Frequency Space Domain Learning,2024,AAAI Conference on Artificial Intelligence,false,true,6,6,0,,3,10.1609/aaai.v38i5.28310,,W4393154086,https://doi.org/10.1609/aaai.v38i5.28310
459,complete,,complete,No mapping action needed,none,confirmed,Vishwakarma Institute of Technology,Swati Shilaskar; Mayur Talewar; Soham Tak; Sidhesh Goud,,"Department of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India",openalex:W4392981221,GAN Generated Fake Human Face Image Detection,2024,"2024 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",false,false,4,4,0,,1,10.1109/iitcee59897.2024.10467257,,W4392981221,https://doi.org/10.1109/iitcee59897.2024.10467257
460,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394935852,Generalized and robust model for GAN-generated image detection,2024,Pattern Recognition Letters,false,false,3,3,0,,1,10.1016/j.patrec.2024.04.018,,W4394935852,https://doi.org/10.1016/j.patrec.2024.04.018
461,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394571198,"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",2024,Digital Journalism,false,false,3,3,0,,3,10.1080/21670811.2024.2331769,,W4394571198,https://doi.org/10.1080/21670811.2024.2331769
462,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4401607051,How spammers and scammers leverage AI-generated images on Facebook for audience growth,2024,Harvard Kennedy School Misinformation Review,false,false,2,2,0,,3,10.37016/mr-2020-151,2403.12838,W4401607051,https://doi.org/10.37016/mr-2020-151
463,complete,,complete,No mapping action needed,none,confirmed,"INSAIT, Sofia University ""St. Kliment Ohridski"" | Stanford University",Delyan Boychev | Radostin Cholakov,,"INSAIT, Sofia University ""St. Kliment Ohridski"" | Stanford University",curated:f76424b401abe0c0fd0c,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,arXiv,false,true,2,2,0,,2,10.48550/arxiv.2407.20020,2407.20020,W4402963808,https://openalex.org/W4402963808
464,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402727598,LaRE<sup>2</sup>: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,false,4,4,0,,1,10.1109/cvpr52733.2024.01609,2403.17465,W4402727598,https://doi.org/10.1109/cvpr52733.2024.01609
465,complete,,complete,No mapping action needed,none,confirmed,University of Catania | Bank of Italy,Luca Guarnera; Sebastiano Battiato | Oliver Giudice,,"Department of Mathematics and Computer Science, University of Catania, Catania, Italy | Banca D’Italia, Applied Research Team, IT Department, Rome, Italy",curated:56afa39191eba5bf8797,Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,2024,Intelligent Systems Conference,false,true,3,3,0,,3,10.1007/978-3-031-66431-1_43,2303.00608,W4401108337,https://doi.org/10.1007/978-3-031-66431-1_43
466,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4400828592,Local frequency analysis for diffusion-generated image detection,2024,International Conference on Image Processing and Artificial Intelligence (ICIPAl 2024),false,false,1,1,0,,1,10.1117/12.3035198,,W4400828592,https://doi.org/10.1117/12.3035198
467,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4391110866,Multiclass AI-Generated Deepfake Face Detection Using Patch-Wise Deep Learning Model,2024,Computers,false,false,6,6,0,,4,10.3390/computers13010031,,W4391110866,https://doi.org/10.3390/computers13010031
468,complete,,complete,No mapping action needed,none,confirmed,University of Siena,Jun Wang; Benedetta Tondi; Mauro Barni,,"University of Siena,Siena,Italy",curated:56cb44d373ab183b7df9,On the Use of Mixup Augmentation for Synthetic Image Attribution in the Wild,2024,IEEE International Workshop on Information Forensics and Security,false,true,3,3,0,,1,10.1109/wifs61860.2024.10810696,,W4405846649,https://doi.org/10.1109/wifs61860.2024.10810696
469,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402594796,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,IEEE International Conference on Advanced Video and Signal Based Surveillance,false,false,5,5,0,,4,10.1109/avss61716.2024.10672612,,W4402594796,https://doi.org/10.1109/avss61716.2024.10672612
470,complete,,complete,No mapping action needed,none,confirmed,Georgia Institute of Technology | Stanford University,Anisha Pal; Julia Kruk; Mansi Phute; Manognya Bhattaram; Duen Horng Chau; Judy Hoffman | Diyi Yang,,,curated:b75682820c5af85396c1,Semi-Truths: A Large-Scale Dataset of AI-Augmented Images for Evaluating Robustness of AI-Generated Image Detectors,2024,Advances in Neural Information Processing Systems,false,true,7,7,0,,2,10.52202/079017-3748,,W4415795498,https://doi.org/10.52202/079017-3748
471,complete,,complete,No mapping action needed,none,missing,,,,,curated:8c85a92b00aa321fbe8c,Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,2024,Asia Pacific Signal and Information Processing Association Annual Summit and Conference,false,true,2,2,0,,1,10.1109/apsipaasc63619.2025.10849098,,W4406858668,https://doi.org/10.1109/apsipaasc63619.2025.10849098
472,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394862914,Towards Generated Image Provenance Analysis via Conceptual-Similar-Guided-SLIP Retrieval,2024,IEEE Signal Processing Letters,false,false,4,4,0,,2,10.1109/lsp.2024.3388958,,W4394862914,https://doi.org/10.1109/lsp.2024.3388958
473,complete,,complete,No mapping action needed,none,confirmed,Ruhr University Bochum | CISPA Helmholtz Center for Information Security,Jonas Ricker; Simon Damm; Asja Fischer | Thorsten Holz,,"Ruhr University Bochum, Bochum, Germany | CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",curated:b1977dc0fcca329719f0,Towards the Detection of Diffusion Model Deepfakes,2024,International Conference on Computer Vision Theory and Applications,false,true,4,4,0,,2,10.5220/0012422000003660,,W4392402304,https://doi.org/10.5220/0012422000003660
474,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4396886753,Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,2024,"2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",false,false,3,3,0,,1,10.1109/icrito61523.2024.10522113,,W4396886753,https://doi.org/10.1109/icrito61523.2024.10522113
475,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4386214843,A GAN-based Approach to Detect AI-Generated Images,2023,"2023 26th ACIS International Winter Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD-Winter)",false,false,3,3,0,,2,10.1109/snpd-winter57765.2023.10223798,,W4386214843,https://doi.org/10.1109/snpd-winter57765.2023.10223798
476,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4387377174,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,Applied Sciences,false,false,6,6,0,,6,10.3390/app131910980,,W4387377174,https://doi.org/10.3390/app131910980
477,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4392209962,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,2023,2023 26th International Conference on Computer and Information Technology (ICCIT),false,false,3,3,0,,2,10.1109/iccit60459.2023.10440990,,W4392209962,https://doi.org/10.1109/iccit60459.2023.10440990
478,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,IEEE Transactions on Cognitive and Developmental Systems,false,false,7,7,0,,5,10.1109/tcds.2023.3274450,,W4376461282,https://doi.org/10.1109/tcds.2023.3274450
479,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4375955734,Deep fake detection and classification using error-level analysis and deep learning,2023,Scientific Reports,false,false,6,6,0,,7,10.1038/s41598-023-34629-3,,W4375955734,https://doi.org/10.1038/s41598-023-34629-3
480,complete,,complete,No mapping action needed,none,confirmed,Informatics Institute for Postgraduate Studies | University of Baghdad,Mohammed Thajeel Abdullah | Nada Hussein M. Ali,,"Informatics Institute for Postgraduate Studies, Iraqi Commission for Computer and Informatics, Baghdad, Iraq | Department of Computer Science, University of Baghdad, Baghdad, Iraq",openalex:W4367554082,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,International journal of intelligent engineering and systems,false,false,2,2,0,,2,10.22266/ijies2023.0630.07,,W4367554082,https://doi.org/10.22266/ijies2023.0630.07
481,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4388851105,Deepfake detection using deep learning methods: A systematic and comprehensive review,2023,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,false,false,4,4,0,,4,10.1002/widm.1520,,W4388851105,https://doi.org/10.1002/widm.1520
482,complete,,complete,No mapping action needed,none,confirmed,Drexel University,Danial Samadi Vahdati; Matthew C. Stamm,,"Drexel University, USA",openalex:W4362684513,Detecting GAN-generated synthetic images using semantic inconsistencies,2023,Electronic Imaging,false,false,2,2,0,,1,10.2352/ei.2023.35.4.mwsf-380,,W4362684513,https://doi.org/10.2352/ei.2023.35.4.mwsf-380
483,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4381620941,Detection of GAN generated image using color gradient representation,2023,Journal of Visual Communication and Image Representation,false,false,6,6,0,,3,10.1016/j.jvcir.2023.103876,,W4381620941,https://doi.org/10.1016/j.jvcir.2023.103876
484,complete,,complete,No mapping action needed,none,confirmed,Georgia Institute of Technology,Zijie J. Wang; Evan Montoya; David Munechika; Haoyang Yang; Benjamin Hoover; Duen Horng Chau,,"College of Computing, Georgia Tech",curated:763f1f0571f4bc4c6459,DiffusionDB: A Large-Scale Prompt Gallery Dataset for Text-to-Image Generative Models,2023,Annual Meeting of the Association for Computational Linguistics,false,true,6,6,0,,1,10.18653/v1/2023.acl-long.51,2210.14896,W4385570204,https://doi.org/10.18653/v1/2023.acl-long.51
485,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4385656076,Digital Image Forensic Analyzer to Detect AI-generated Fake Images,2023,"2023 8th International Conference on Automation, Control and Robotics Engineering (CACRE)",false,false,2,2,0,,1,10.1109/cacre58689.2023.10208613,,W4385656076,https://doi.org/10.1109/cacre58689.2023.10208613
486,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4384297285,Does an emotional connection to art really require a human artist? Emotion and intentionality responses to AI- versus human-created art and impact on aesthetic experience,2023,Computers in Human Behavior,false,false,4,4,0,,2,10.1016/j.chb.2023.107875,,W4384297285,https://doi.org/10.1016/j.chb.2023.107875
487,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4385801341,EKILA: Synthetic Media Provenance and Attribution for Generative Art,2023,IEEE/CVF Conference on Computer Vision and Pattern Recognition,false,false,6,6,0,,2,10.1109/cvprw59228.2023.00098,2304.04639,W4385801341,https://doi.org/10.1109/cvprw59228.2023.00098
488,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4391557868,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,2023,2023 IEEE International Conference on Data Mining Workshops (ICDMW),false,false,3,3,0,,2,10.1109/icdmw60847.2023.00053,,W4391557868,https://doi.org/10.1109/icdmw60847.2023.00053
489,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4388858443,Evading Watermark based Detection of AI-Generated Content,2023,ACM SIGSAC Conference on Computer and Communications Security,false,false,3,3,0,,1,10.1145/3576915.3623189,2305.03807,W4388858443,https://doi.org/10.1145/3576915.3623189
490,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4388666300,Generating Synthetic Training Images to Detect Split Defects in Stamped Components,2023,IEEE Transactions on Industrial Informatics,false,false,4,4,0,,1,10.1109/tii.2023.3329711,,W4388666300,https://doi.org/10.1109/tii.2023.3329711
