title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes,openalex_link_status,openalex_link_reason,search_strategy_used,candidate_source_query,title_similarity,candidate_title,candidate_year,candidate_openalex_url,candidate_doi,candidate_paper_url,enriched_openalex_url,enriched_doi,enriched_paper_url
Bridging the Gap Between Ideal and Real-world Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,"Chunxiao Li, Xiaoxiao Wang, Meiling Li, Boming Miao, Peng Sun, Yunjian Zhang, Xiangyang Ji, Yao Zhu 北京师范大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ICCV, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Bridging the Gap Between Ideal and Real-world Evaluation Benchmarking AI-Generated Image Detection in Challenging Scenarios,1.000,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,https://openalex.org/W4417071442,10.1109/iccv51701.2025.01895,https://doi.org/10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,10.1109/iccv51701.2025.01895,https://doi.org/10.1109/iccv51701.2025.01895
No Detector to Rule Them All,2025,"Alan Perotti, Marco Nurisso, Mirko Zaffaroni",10.1145/3746265.3759659,,,https://dl.acm.org/doi/pdf/10.1145/3746265.3759659,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search.title,No Detector to Rule Them All,1.000,No Detector to Rule Them All,2025,https://openalex.org/W4414945373,10.1145/3746265.3759659,https://doi.org/10.1145/3746265.3759659,https://openalex.org/W4414945373,10.1145/3746265.3759659,https://doi.org/10.1145/3746265.3759659
DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,"Jiarui Wang, Huiyu Duan, Juntong Wang, Ziheng Jia, Woo Yi Yang, Xiaorong Zhu, Yu Zhao, Jiaying Qian , Yuke Xing, Guangtao Zhai1, Xiongkuo Min 上交",10.1145/3746027.3758204,,,https://dl.acm.org/doi/pdf/10.1145/3746027.3758204,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,DFBench Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,1.000,DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,https://openalex.org/W4415539098,10.1145/3746027.3758204,https://doi.org/10.1145/3746027.3758204,https://openalex.org/W4415539098,10.1145/3746027.3758204,https://doi.org/10.1145/3746027.3758204
ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,2025,"Bo Du, Xuekang Zhu, Xiaochen Ma, Chenfan Qu, Kaiwen Feng, Zhe Yang, Chi-Man Pun, Jian Liu, Ji-Zhe Zhou 四川大学&蚂蚁&HKUST&南方工业大学&澳门大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=NeurIPS. 2025,linked_to_openalex,"strong normalized-title similarity; similarity 0.979; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,ForensicHub A Unified Benchmark Codebase for All-Domain Fake Image Detection and Localization,0.979,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,https://openalex.org/W4417093490,10.48550/arxiv.2505.11003,http://arxiv.org/abs/2505.11003,https://openalex.org/W4417093490,10.48550/arxiv.2505.11003,http://arxiv.org/abs/2505.11003
UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,Huixuan Zhang & Xiaojun Wan 北京大学,,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=arXiv 20251027,not_found_in_openalex,No plausible title match; best similarity was 0.270.,search,UniAIDet A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,0.270,TGIF2: Extended Text-Guided Inpainting Forgery Dataset & Benchmark,2026,https://openalex.org/W7148177806,,http://arxiv.org/abs/2603.28613,,,
DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?,2025,"Yanlin Wu, Xiaogang Yuan, Dezhi An 甘肃政法大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=arXiv, 20251112",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos,1.000,DBINDS -- Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?,2025,https://openalex.org/W4416223703,10.48550/arxiv.2511.09184,http://arxiv.org/abs/2511.09184,https://openalex.org/W4416223703,10.48550/arxiv.2511.09184,http://arxiv.org/abs/2511.09184
Artifact: A large-scale dataset with artificial and factual images for generalizable and robust synthetic image detection,2023,Md Awsafur Rahman; Bishmoy Paul; Najibul Haque Sarker; Zaber Ibn Abdul Hakim; Shaikh Anowarul Fattah.,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10222083,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICIP, 2023",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Artifact A large-scale dataset with artificial and factual images for generalizable and robust synthetic image detection,1.000,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,2023,https://openalex.org/W4386590429,10.1109/icip49359.2023.10222083,https://doi.org/10.1109/icip49359.2023.10222083,https://openalex.org/W4386590429,10.1109/icip49359.2023.10222083,https://doi.org/10.1109/icip49359.2023.10222083
Synthbuster: Towards Detection of Diffusion Model Generated Images,2025,"Quentin Bammey. IEEE Open Journal of Signal Processing, 2023.",,,,https://ieeexplore.ieee.org/document/10334046/,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,possible_openalex_match,Best candidate is plausible but below automatic acceptance rules; similarity 1.000; year difference 2.,search,Synthbuster Towards Detection of Diffusion Model Generated Images,1.000,Synthbuster: Towards Detection of Diffusion Model Generated Images,2023,https://openalex.org/W4389370799,10.1109/ojsp.2023.3337714,https://doi.org/10.1109/ojsp.2023.3337714,,,
Benchmarking Deepart Detection,2023,"Yabin Wang, Zhiwu Huang, Xiaopeng Hong.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset; source_suffix=arXiv 2023,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Benchmarking Deepart Detection,1.000,Benchmarking Deepart Detection,2023,https://openalex.org/W4322760013,10.48550/arxiv.2302.14475,http://arxiv.org/abs/2302.14475,https://openalex.org/W4322760013,10.48550/arxiv.2302.14475,http://arxiv.org/abs/2302.14475
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,"Wentao Wang, Xuanyao Huang, Tianyang Wang, Swalpa Kumar Roy. 重庆邮电",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20231224",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,DeepArt A Benchmark to Advance Fidelity Research in AI-Generated Content,1.000,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,https://openalex.org/W4389983109,10.48550/arxiv.2312.10407,http://arxiv.org/abs/2312.10407,https://openalex.org/W4389983109,10.48550/arxiv.2312.10407,http://arxiv.org/abs/2312.10407
Genimage: A million-scale benchmark for detecting ai-generated image,2023,"M. Zhu, H. Chen, Q. Yan, X. Huang, G. Lin, W. Li, Z. Tu, H. Hu, J. Hu, and Y. Wang.",,,,https://proceedings.neurips.cc/paper_files/paper/2023/file/f4d4a021f9051a6c18183b059117e8b5-Paper-Datasets_and_Benchmarks.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2023",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Genimage A million-scale benchmark for detecting ai-generated image,1.000,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,2023,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,http://arxiv.org/abs/2306.08571,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,http://arxiv.org/abs/2306.08571
Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,"Lu, Z., et al. Fake2M数据集",,,,https://proceedings.nips.cc/paper_files/paper/2023/file/505df5ea30f630661074145149274af0-Paper-Datasets_and_Benchmarks.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 1. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Seeing is not always believing benchmarking human and model perception of AI-generated images,1.000,Seeing is not always believing: Benchmarking Human and Model Perception of AI-Generated Images,2023,https://openalex.org/W4367061162,10.48550/arxiv.2304.13023,http://arxiv.org/abs/2304.13023,https://openalex.org/W4367061162,10.48550/arxiv.2304.13023,http://arxiv.org/abs/2304.13023
TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,"Yiqun T. Chen, James, Zou. Stanford University.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 4 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,TWIGMA A dataset of AI-Generated Images with Metadata From Twitter,1.000,TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,https://openalex.org/W4393610334,10.5281/zenodo.8031784,https://doi.org/10.5281/zenodo.8031784,https://openalex.org/W4393610334,10.5281/zenodo.8031784,https://doi.org/10.5281/zenodo.8031784
Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2025,"Dimitrios Karageorgiou, Quentin Bammey, Valentin Porcellini, Bertrand Goupil, Denis Teyssou, Symeon Papadopoulos",,2408.11541,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,1.000,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2025,https://openalex.org/W4410888267,10.1007/978-3-031-92648-8_24,https://doi.org/10.1007/978-3-031-92648-8_24,https://openalex.org/W4410888267,10.1007/978-3-031-92648-8_24,https://doi.org/10.1007/978-3-031-92648-8_24
ImagiNet: A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,2024,Delyan Boychev and Radostin Cholakov,,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=arXiv 20240729,not_found_in_openalex,No plausible title match; best similarity was 0.679.,search,ImagiNet A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,0.679,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,https://openalex.org/W4402963808,10.48550/arxiv.2407.20020,http://arxiv.org/abs/2407.20020,,,
AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2025,"You-Ming Chang, Chen Yeh, Wei-Chen Chiu, Ning Yu. arXiv 20240821.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,possible_openalex_match,Best candidate is plausible but below automatic acceptance rules; similarity 1.000; year difference 2.,search,AntifakePrompt Prompt-Tuned Vision-Language Models are Fake Image Detectors,1.000,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,https://openalex.org/W4387994353,10.48550/arxiv.2310.17419,http://arxiv.org/abs/2310.17419,,,
FakeBench: Probing Explainable fake image detection via large multimodal models,2024,"Yixuan Li, Xuelin Liu, Xiaoyang Wang, Bu Sung Lee, Shiqi Wang, Anderson Rocha, Weisi Lin",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20240908. 港城",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,FakeBench Probing Explainable fake image detection via large multimodal models,1.000,FakeBench: Probing Explainable Fake Image Detection via Large Multimodal Models,2024,https://openalex.org/W4395064829,10.48550/arxiv.2404.13306,http://arxiv.org/abs/2404.13306,https://openalex.org/W4395064829,10.48550/arxiv.2404.13306,http://arxiv.org/abs/2404.13306
"Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts. GenAIDetect, 2025",2025,"Philipp Moeßner, Heike Adel.",,,,https://aclanthology.org/2025.genaidetect-1.2.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset,not_found_in_openalex,No plausible title match; best similarity was 0.374.,search,Human vs AI A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts GenAIDetect 2025,0.374,GenAI Content Detection Task 3: Cross-Domain Machine-Generated Text Detection Challenge,2025,https://openalex.org/W4406486042,10.48550/arxiv.2501.08913,http://arxiv.org/abs/2501.08913,,,
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,"Yan Hong, Jianming Feng, Haoxing Chen, Jun Lan, Huijia Zhu, Weiqiang Wang, Jianfu Zhang 蚂蚁&上交",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=AAAI 2025,linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,WildFake A Large-scale Challenging Dataset for AI-Generated Images Detection,1.000,WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2024,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,http://arxiv.org/abs/2402.11843,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,http://arxiv.org/abs/2402.11843
Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2024,"Patrick Grommelt, Louis Weiss, Franz-Josef Pfreundt, Janis Keuper. Fraunhofer ITWM & Offenburg University & University of Mannheim, Germany",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ECCV Workshops, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Fake or JPEG Revealing Common Biases in Generated Image Detection Datasets,1.000,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2024,https://openalex.org/W4393334832,10.48550/arxiv.2403.17608,http://arxiv.org/abs/2403.17608,https://openalex.org/W4393334832,10.48550/arxiv.2403.17608,http://arxiv.org/abs/2403.17608
Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,"Anirudh Sundara Rajan, Utkarsh Ojha, Jedidiah Schloesser, Yong Jae Lee University of Wisconsin-Madiso, USA",,,,https://proceedings.iclr.cc/paper_files/paper/2025/file/9ead108421b202494d01b5060d12aa34-Paper-Conference.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICLR, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search.title,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,1.000,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2024,https://openalex.org/W4403575374,10.48550/arxiv.2410.11835,http://arxiv.org/abs/2410.11835,https://openalex.org/W4403575374,10.48550/arxiv.2410.11835,http://arxiv.org/abs/2410.11835
Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,Jeongsoo Park · Andrew Owens University of Michigan,,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=CVPR, 2025",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Community Forensics Using Thousands of Generators to Train Fake Image Detectors,1.000,Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,https://openalex.org/W4413155783,10.1109/cvpr52734.2025.00772,https://doi.org/10.1109/cvpr52734.2025.00772,https://openalex.org/W4413155783,10.1109/cvpr52734.2025.00772,https://doi.org/10.1109/cvpr52734.2025.00772
AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,"Lorenzo Pellegrini, Davide Cozzolino, Serafino Pandolfini, Davide Maltoni, Matteo Ferrara, Luisa Verdoliva, Marco Prati, Marco Ramilli",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20250429",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,AI-GenBench A New Ongoing Benchmark for AI-Generated Image Detection,1.000,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,https://openalex.org/W4416252067,10.1109/ijcnn64981.2025.11228377,https://doi.org/10.1109/ijcnn64981.2025.11228377,https://openalex.org/W4416252067,10.1109/ijcnn64981.2025.11228377,https://doi.org/10.1109/ijcnn64981.2025.11228377
Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,"Giovanna Maria Dimitri, Benedetta Tondi, Mauro Barni University of Siena",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=WACV Workshop, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,1.000,Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,https://openalex.org/W4409917780,10.1109/wacvw65960.2025.00087,https://doi.org/10.1109/wacvw65960.2025.00087,https://openalex.org/W4409917780,10.1109/wacvw65960.2025.00087,https://doi.org/10.1109/wacvw65960.2025.00087
FragFake: A Dataset for Fine-Grained Detection of Edited Images with Vision Language Models. 20250x0x,2025,"Zhen Sun, Ziyi Zhang, Zeren Luo, Zeyang Sha, Tianshuo Cong, Zheng Li, Shiwen Cui, Weiqiang Wang, Jiaheng Wei, Xinlei He, Qi Li, Qian Wang. 港中文，",,2505.15644,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,not_found_in_openalex,OpenAlex returned no usable title candidates.,,,,,,,,,,,
RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,"Hicham Eddoubi, Jonas Ricker, Federico Cocchi, Lorenzo Baraldi, Angelo Sotgiu, Maura Pintor, Marcella Cornia, Lorenzo Baraldi, Asja Fischer, Rita Cucchiara, Battista Biggio Italy",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20250605",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,RAID A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,1.000,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,https://openalex.org/W4417114708,10.48550/arxiv.2506.03988,http://arxiv.org/abs/2506.03988,https://openalex.org/W4417114708,10.48550/arxiv.2506.03988,http://arxiv.org/abs/2506.03988
Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,"Pranav Sharma, Shivank Garg, Durga Toshniwal Indian Institute of Technology",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20251004",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Mirage Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,1.000,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,https://openalex.org/W4414970554,10.48550/arxiv.2510.03840,http://arxiv.org/abs/2510.03840,https://openalex.org/W4414970554,10.48550/arxiv.2510.03840,http://arxiv.org/abs/2510.03840
RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,"Yanran Zhang, Bingyao Yu, Yu Zheng, Wenzhao Zheng, Yueqi Duan, Lei Chen, Jie Zhou, Jiwen Lu",10.1145/3746027.3755207,,,https://dl.acm.org/doi/pdf/10.1145/3746027.3755207,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ACM MM, 2025",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,RealHD A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,1.000,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,https://openalex.org/W4415539466,10.1145/3746027.3755207,https://doi.org/10.1145/3746027.3755207,https://openalex.org/W4415539466,10.1145/3746027.3755207,https://doi.org/10.1145/3746027.3755207
Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,"Ziqiang Li, Jiazhen Yan, Ziwen He, Kai Zeng, Weiwei Jiang, Lizhi Xiong Zhangjie Fu 南信大",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search.title,Is Artificial Intelligence Generated Image Detection a Solved Problem,1.000,Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,https://openalex.org/W4417300571,10.48550/arxiv.2505.12335,http://arxiv.org/abs/2505.12335,https://openalex.org/W4417300571,10.48550/arxiv.2505.12335,http://arxiv.org/abs/2505.12335
Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10492675&tag=1,detection,Z_Update_SID-2018-2025.docx,Survey,"auxiliary; survey; source_suffix=IEEE Security & Privacy, 2024. 意",not_found_in_openalex,No plausible title match; best similarity was 0.460.,search,Synthetic Image Verification in the Era of Generative Artificial Intelligence What Works and What Isn’t There yet,0.460,"Artificial Intelligence, Deepfakes, and Disinformation: A Primer",2022,https://openalex.org/W4285201825,10.7249/pea1043-1,https://doi.org/10.7249/pea1043-1,,,
Detecting Multimedia Generated by Large AI Models: A Survey,2024,,,,,,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey; source_suffix=arXiv 20240207. 美/意,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Detecting Multimedia Generated by Large AI Models A Survey,1.000,Detecting Multimedia Generated by Large AI Models: A Survey,2024,https://openalex.org/W4391563741,10.36227/techrxiv.170723324.44685515/v1,https://doi.org/10.36227/techrxiv.170723324.44685515/v1,https://openalex.org/W4391563741,10.36227/techrxiv.170723324.44685515/v1,https://doi.org/10.36227/techrxiv.170723324.44685515/v1
"A Survey of Defenses against AI-generated Visual Media- Detection, Disruption, and Authentication",2024,,,,,,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey; source_suffix=arXiv 20240715 西交/武大,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,A Survey of Defenses against AI-generated Visual Media- Detection Disruption and Authentication,1.000,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,https://openalex.org/W4400716502,10.48550/arxiv.2407.10575,http://arxiv.org/abs/2407.10575,https://openalex.org/W4400716502,10.48550/arxiv.2407.10575,http://arxiv.org/abs/2407.10575
AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,"Juncong XU, Han FANG, Yang YANG, Kejiang CHEN, Zhaoyun CHEN, Menghan DOU, Lei QU, Weiming ZHANG, Guoping GUO. 中科大",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Science China, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search.title,AI-generated image detection algorithm based on classical-quantum hybrid neural network,1.000,AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,https://openalex.org/W7123358516,10.1007/s11432-024-4475-4,https://doi.org/10.1007/s11432-024-4475-4,https://openalex.org/W7123358516,10.1007/s11432-024-4475-4,https://doi.org/10.1007/s11432-024-4475-4
Light2Lie: Detecting Deepfake Images Using Physical Reflectance Law,2026,"Kavita Kumari, Sasha Behrouzi, Alessandro Pegoraro, Ahmad-Reza Sadeghi. TU Darmstadt",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=NDSS, 2026",linked_to_openalex,strong normalized-title similarity; similarity 0.992; year difference 0.,search,Light2Lie Detecting Deepfake Images Using Physical Reflectance Law,0.992,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,2026,https://openalex.org/W7160998329,10.14722/ndss.2026.230923,https://doi.org/10.14722/ndss.2026.230923,https://openalex.org/W7160998329,10.14722/ndss.2026.230923,https://doi.org/10.14722/ndss.2026.230923
"""That’s another doom I haven’t thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation. CHI, 2026",2026,,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,,linked_to_openalex,strong normalized-title similarity; similarity 0.964; year difference 0.,search,That’s another doom I haven’t thought about A User Study on AI Labels as a Safeguard Against Image-Based Misinformation CHI 2026,0.964,"""That's another doom I haven't thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",2026,https://openalex.org/W4416604008,10.1145/3772318.3791006,https://doi.org/10.1145/3772318.3791006,https://openalex.org/W4416604008,10.1145/3772318.3791006,https://doi.org/10.1145/3772318.3791006
"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,Zheng Yang · Ruoxin Chen · Zhiyuan Yan · Ke-Yue Zhang · Xinghe Fu · Shuang Wu · Xiujun Shu · Taiping Yao · Shouhong Ding · Zequn Qin · Xi Li 浙大&腾讯&北大&浙大,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=ICLR, 2026",not_found_in_openalex,No plausible title match; best similarity was 0.479.,search,All Patches Matter More Patches Better Enhance AI-Generated Image Detection via Panoptic Patch Learning,0.479,Zooming In on Fakes: A Novel Dataset for Localized AI-Generated Image Detection with Forgery Amplification Approach,2026,https://openalex.org/W7138473655,10.1609/aaai.v40i4.37240,https://doi.org/10.1609/aaai.v40i4.37240,,,
FakeReasoning: Towards Generalizable Forgery Detection and Reasoning,2026,"Yueying Gao, Dongliang Chang, Bingyao Yu, Haotian Qin, Lei Chen, Kongming Liang, Zhanyu Ma 北邮&清华",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIP, 2026",not_found_in_openalex,No plausible title match; best similarity was 0.874.,search,FakeReasoning Towards Generalizable Forgery Detection and Reasoning,0.874,Toward Generalizable Forgery Detection and Reasoning,2026,https://openalex.org/W7140634248,10.1109/tip.2026.3673967,https://doi.org/10.1109/tip.2026.3673967,,,
