title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes
DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?,2025,"Yanlin Wu, Xiaogang Yuan, Dezhi An 甘肃政法大学",,,,,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=arXiv, 20251112"
Artifact: A large-scale dataset with artificial and factual images for generalizable and robust synthetic image detection,2023,Md Awsafur Rahman; Bishmoy Paul; Najibul Haque Sarker; Zaber Ibn Abdul Hakim; Shaikh Anowarul Fattah.,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10222083,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICIP, 2023"
Synthbuster: Towards Detection of Diffusion Model Generated Images,2025,"Quentin Bammey. IEEE Open Journal of Signal Processing, 2023.",,,,https://ieeexplore.ieee.org/document/10334046/,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset
Benchmarking Deepart Detection,2023,"Yabin Wang, Zhiwu Huang, Xiaopeng Hong.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset; source_suffix=arXiv 2023
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,"Wentao Wang, Xuanyao Huang, Tianyang Wang, Swalpa Kumar Roy. 重庆邮电",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20231224"
Genimage: A million-scale benchmark for detecting ai-generated image,2023,"M. Zhu, H. Chen, Q. Yan, X. Huang, G. Lin, W. Li, Z. Tu, H. Hu, J. Hu, and Y. Wang.",,,,https://proceedings.neurips.cc/paper_files/paper/2023/file/f4d4a021f9051a6c18183b059117e8b5-Paper-Datasets_and_Benchmarks.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2023"
Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,"Lu, Z., et al. Fake2M数据集",,,,https://proceedings.nips.cc/paper_files/paper/2023/file/505df5ea30f630661074145149274af0-Paper-Datasets_and_Benchmarks.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2024"
TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,"Yiqun T. Chen, James, Zou. Stanford University.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2024"
Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2025,"Dimitrios Karageorgiou, Quentin Bammey, Valentin Porcellini, Bertrand Goupil, Denis Teyssou, Symeon Papadopoulos",,2408.11541,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset
ImagiNet: A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,2024,Delyan Boychev and Radostin Cholakov,,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=arXiv 20240729
AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2025,"You-Ming Chang, Chen Yeh, Wei-Chen Chiu, Ning Yu. arXiv 20240821.",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset
"FakeBench: Probing Explainable fake image detection via large multimodal models. arXiv, 20240908. 港城",2024,"Yixuan Li, Xuelin Liu, Xiaoyang Wang, Bu Sung Lee, Shiqi Wang, Anderson Rocha, Weisi Lin",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset
"Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts. GenAIDetect, 2025",2025,"Philipp Moeßner, Heike Adel.",,,,https://aclanthology.org/2025.genaidetect-1.2.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,"Yan Hong, Jianming Feng, Haoxing Chen, Jun Lan, Huijia Zhu, Weiqiang Wang, Jianfu Zhang 蚂蚁&上交",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=AAAI 2025
Fake or JPEG? Revealing Common Biases in,2024,"Patrick Grommelt, Louis Weiss, Franz-Josef Pfreundt, Janis Keuper. Fraunhofer ITWM & Offenburg University & University of Mannheim, Germany",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=Generated Image Detection Datasets ECCV Workshops, 2024"
Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,"Anirudh Sundara Rajan, Utkarsh Ojha, Jedidiah Schloesser, Yong Jae Lee University of Wisconsin-Madiso, USA",,,,https://proceedings.iclr.cc/paper_files/paper/2025/file/9ead108421b202494d01b5060d12aa34-Paper-Conference.pdf,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICLR, 2025"
Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,Jeongsoo Park · Andrew Owens University of Michigan,,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=CVPR, 2025"
CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by AI,2025,"Siyuan Cheng, Lingjuan Lyu, Zhenting Wang, Xiangyu Zhang, Vikash Sehwag 普渡大学",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=CVPR, 2025"
AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,"Lorenzo Pellegrini, Davide Cozzolino, Serafino Pandolfini, Davide Maltoni, Matteo Ferrara, Luisa Verdoliva, Marco Prati, Marco Ramilli",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20250429"
Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,"Giovanna Maria Dimitri, Benedetta Tondi, Mauro Barni University of Siena",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=WACV Workshop, 2025"
FragFake: A Dataset for Fine-Grained Detection of Edited Images with Vision Language Models. 20250x0x,2025,"Zhen Sun, Ziyi Zhang, Zeren Luo, Zeyang Sha, Tianshuo Cong, Zheng Li, Shiwen Cui, Weiqiang Wang, Jiaheng Wei, Xinlei He, Qi Li, Qian Wang. 港中文，",,2505.15644,,,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset
RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,"Hicham Eddoubi, Jonas Ricker, Federico Cocchi, Lorenzo Baraldi, Angelo Sotgiu, Maura Pintor, Marcella Cornia, Lorenzo Baraldi, Asja Fischer, Rita Cucchiara, Battista Biggio Italy",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20250605"
Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,"Pranav Sharma, Shivank Garg, Durga Toshniwal Indian Institute of Technology",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20251004"
RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,"Yanran Zhang, Bingyao Yu, Yu Zheng, Wenzhao Zheng, Yueqi Duan, Lei Chen, Jie Zhou, Jiwen Lu",10.1145/3746027.3755207,,,https://dl.acm.org/doi/pdf/10.1145/3746027.3755207,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ACM MM, 2025"
Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,"Ziqiang Li, Jiazhen Yan, Ziwen He, Kai Zeng, Weiwei Jiang, Lizhi Xiong Zhangjie Fu 南信大",,,,,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2025"
"Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet. IEEE Security & Privacy, 2024. 意",2024,,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10492675&tag=1,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey
Detecting Multimedia Generated by Large AI Models: A Survey. arXiv 20240207. 美/意,2024,,,,,,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey
"A Survey of Defenses against AI-generated Visual Media- Detection, Disruption, and Authentication",2024,,,,,,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey; source_suffix=arXiv 20240715 西交/武大
AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,"Juncong XU, Han FANG, Yang YANG, Kejiang CHEN, Zhaoyun CHEN, Menghan DOU, Lei QU, Weiming ZHANG, Guoping GUO. 中科大",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Science China, 2026"
Light2Lie: Detecting Deepfake Images Using Physical Reflectance Law,2026,"Kavita Kumari, Sasha Behrouzi, Alessandro Pegoraro, Ahmad-Reza Sadeghi. TU Darmstadt",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=NDSS, 2026"
"""That’s another doom I haven’t thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",2026,,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=CHI, 2026"
"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,Zheng Yang · Ruoxin Chen · Zhiyuan Yan · Ke-Yue Zhang · Xinghe Fu · Shuang Wu · Xiujun Shu · Taiping Yao · Shouhong Ding · Zequn Qin · Xi Li 浙大&腾讯&北大&浙大,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=ICLR, 2026"
FakeReasoning: Towards Generalizable Forgery Detection and Reasoning,2026,"Yueying Gao, Dongliang Chang, Bingyao Yu, Haotian Qin, Lei Chen, Kongming Liang, Zhanyu Ma 北邮&清华",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIP, 2026"
SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,"Shuaibo Li, Yijun Yang, Zhaohu Xing, Hongqiu Wang, Pengfei Hao, Xingyu Li, Zekai Liu, Qing Zhang, Lei Zhu 香港科技大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=AAAI, 2026"
Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,"Nan Zhong, Mian Zou, Yiran Xu, Zhenxing Qian, Xinpeng Zhang, Baoyuan Wu 香港城市大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026"
Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,"Yabin Wang, Zhiwu Huang, Su Zhou, Adam Prugel-Bennett, and Xiaopeng Hong. 哈工大& University of Southampton &西交",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026"
DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,"Yuxuan Shi, Shaowei Weng, Lifang Yu and Rongrong Ni 福建理工大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TCSVT, 2026"
Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,"Jiehua Zhang, Liang Li, Chenggang Yan, Wei Ke, Yihong Gong. 西交",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TMM, 2026"
Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,"Haoyue Wang , Sheng Li , Zhenxing Qian, and Xinpeng Zhang",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIFS, 2026"
"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,"Nusrat Tasnim, Kutub Uddin, Khalid Malik Korea Aerospace University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; benchmark; source_suffix=Research Square, 2026"
Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,"Weiheng Zhu, Gang Cao, Jing Liu, Lifang Yu, and Shaowei Weng 中国传媒大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=SPL, 2026"
General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,"Roy Betser, Omer Hofman, Roman Vainshtein, Guy Gilboa Technion - Israel Institute of Technology& Fujitsu Research of Europe",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026"
Training-free Detection of Text-to-video Generations via Over-coherence,2026,"Jonathan Brokman, Oren Rachmil, Omer Hofman, Roy Betser, Amit Giloni, Roman Vainshtein, Hisashi Kojima. Fujitsu Research of Europe",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026"
The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,2026,"Tai Nguyen, Matthew Stamm, Jill Crisman, Jesse Hostetler, Laura Cassano, Michael Davinroy, Peter Bautista. Drexel University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshop, 2026"
Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,"Arpan Mahara, Naphtali Rishe, Malek Adjouadi. Florida International University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshops, 2026"
CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,"Yiheng Li, Zichang Tan, Guoqing Xu, Yijun Ye, Yang Yang, Zhen Lei 中科院",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; dataset; source_suffix=arXiv, 20260302"
"Prompt-Engineered Detection of AI-Generated Images. New Trends in Intelligent Software Methodologies, Tools and Techniques, 2026",2026,"Rita FERRARA, Leonardo GALTERI  Pegaso Telematic University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,
Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,Zijin Yin 北邮,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026"
Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,"Qiaoyue Man, Young-Im Cho Gachon University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026"
What is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery,2026,"Andrew McDonald, Ahmad Al. Doulat, Mohammad Khan, Chelsie Dubay, Jeff Roach. East Tennessee State University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=CCWC, 2026"
FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,2026,"Jiacai Guo, Zili Xu, Jianjie Luo, Lap-Kei Lee, Fu Lee Wang, and Zhenguo Yang",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,source_suffix=MMM 2026
Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,"Liting Zhang, Peng Xiong, Jintao Wang 皖江工学院",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026"
Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2026,"Jiaqi Xu, Yanhui Du, Liangwei Lyu, Chenrui Yang 中国人民公安大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026"
E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2026,"Jian Zoua, Jun Wang, Kezhong Lua, Yingxin Lai, Kaiwen Luo, Zitong Yu 大湾区大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=PRL, 2026"
Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,2026,Patricie Petrilakova and Jan Cech Czech Technical University in Prague,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Computer Vision Winter Workshop, 2026"
IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,"Nimra Nasir, Syeda Sitara Waseem, Muhammad Bilal, Syed Rizwan Hassan. The Govt. Sadiq College Women University Pakistan",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Sensors, 2026"
"Interpol review of detection of AI-generated image and video deepfakes, 2022-2025",2026,"Stijn van Lierop, Ivona Najdenkoska, Marcel Worring, Zeno Geradts. Netherlands Forensic Institute & University of Amsterdam. Netherlands",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; survey; source_suffix=Forensic Science International: Synergy, 2026"
Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford’s Law and Topological Analysis with Machine Learning Ensembles,2026,"Md Abu Sayeb Rayhan, Ajoy Shutradhar, Hustagna Hiya. Comilla University, Bangladesh",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=QPAIN, 2026"
Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,2026,"Yawen Yang, Feng Li, Shuqi Kong, Yunfeng Diao, Xinjian Gao, Zenglin Shi, Meng Wang 合肥工业大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260311"
Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,"Jiazhen Yang, Junjun Zheng, Kejia Chen, Xiangheng Kong, Jie Lei, Zunlei Feng, Bingde Hu, Yang Gao 浙江大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260422"
