title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
Moving target detection in foliage using along track monopulse synthetic aperture radar imaging,1997,10.1109/83.605412,https://openalex.org/W2167467478,IEEE Transactions on Image Processing,M. Soumekh,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Bi‐ <scp>LORA</scp> : A Vision‐Language Approach for Synthetic Image Detection,2025,10.1111/exsy.13829,https://openalex.org/W4406160881,Expert Systems,Mamadou Keïta; Wassim Hamidouche; Hessen Bougueffa Eutamene; Abdelmalik Taleb‐Ahmed; David Camacho; Abdenour Hadid,2404.01959,https://arxiv.org/abs/2404.01959,2024,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,key_paper_enrichment,true
Radiomics: the bridge between medical imaging and personalized medicine,2017,10.1038/nrclinonc.2017.141,https://openalex.org/W2763355946,Nature Reviews Clinical Oncology,Philippe Lambin; Ralph T. H. Leijenaar; Timo M. Deist; Jurgen Peerlings; Evelyn E.C. de Jong; Janita E. van Timmeren; Sebastian Sanduleanu; Ruben T. H. M. Larue; Aniek J.G. Even; Arthur Jochems; Yvonka van Wijk; Henry C. Woodruff; Johan van Soest; Tim Lustberg; Erik Roelofs; Wouter van Elmpt; André Dekker; Felix M. Mottaghy; Joachim E. Wildberger; Seán Walsh,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A Bayesian approach to unsupervised multiscale change detection in synthetic aperture radar images,2009,10.1016/j.sigpro.2009.10.018,https://openalex.org/W2091231747,Signal Processing,Turgay Çelik,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,2025,10.1145/3690624.3709392,https://openalex.org/W4409149749,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,Ouxiang Li; Jiayin Cai; Yanbin Hao; X.H. Jiang; Yao Hu; Fuli Feng,2408.06741v2,https://arxiv.org/abs/2408.06741v2,2024,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2024 is diagnostic only.,arxiv_api,true
VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,2021,10.3390/jimaging7030050,https://openalex.org/W3134971133,Journal of Imaging,Anselmo Ferreira; Ehsan Nowroozi; Mauro Barni,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
CFAR Ship Detection in Polarimetric Synthetic Aperture Radar Images Based on Whitening Filter,2019,10.1109/tgrs.2019.2931353,https://openalex.org/W2975079793,IEEE Transactions on Geoscience and Remote Sensing,Tao Liu; Jiafeng Zhang; Gui Gao; Jian Yang; Armando Marino,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Deep Learning for Generic Object Detection: A Survey,2019,10.1007/s11263-019-01247-4,https://openalex.org/W2988916019,International Journal of Computer Vision,Li Liu; Wanli Ouyang; Xiaogang Wang; Paul Fieguth; Jie Chen; Xinwang Liu; Matti Pietikäinen,1809.02165v4,https://arxiv.org/abs/1809.02165v4,2018,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2018 is diagnostic only.,arxiv_api,true
Machine Learning for the Detection of Oil Spills in Satellite Radar Images,1998,10.1023/a:1007452223027,https://openalex.org/W1588282782,Machine Learning,Miroslav Kubát; Robert C. Holte; Stan Matwin,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A Spatial-Temporal Attention-Based Method and a New Dataset for Remote Sensing Image Change Detection,2020,10.3390/rs12101662,https://openalex.org/W3027225766,Remote Sensing,Hao Chen; Zhenwei Shi,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Change Detection in Synthetic Aperture Radar Images Using a Multiscale-Driven Approach,2016,10.3390/rs8060482,https://openalex.org/W2415872553,Remote Sensing,Olaniyi A. Ajadi; Franz J. Meyer; P. W. Webley,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Transferred Deep Learning for Sea Ice Change Detection From Synthetic-Aperture Radar Images,2019,10.1109/lgrs.2019.2906279,https://openalex.org/W2975521505,IEEE Geoscience and Remote Sensing Letters,Yunhao Gao; Feng Gao; Junyu Dong; Shengke Wang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic Image Dataset Development for Vision-Based Construction Equipment Detection,2022,10.1061/(asce)cp.1943-5487.0001035,https://openalex.org/W4283449461,Journal of Computing in Civil Engineering,Jin Gang Lee; Jeongbin Hwang; Seokho Chi; JoonOh Seo,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Imaging with terahertz radiation,2007,10.1088/0034-4885/70/8/r02,https://openalex.org/W2013865857,Reports on Progress in Physics,Wai Lam Chan; Jason A. Deibel; Daniel M. Mittleman,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
CovidGAN: Data Augmentation Using Auxiliary Classifier GAN for Improved Covid-19 Detection,2020,10.1109/access.2020.2994762,https://openalex.org/W3024801014,IEEE Access,Abdul Waheed; Muskan Goyal; Deepak Gupta; Ashish Khanna; Fadi Al-Turjman; Plácido Rogério Pinheiro,2103.05094,https://arxiv.org/abs/2103.05094,2021,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Nanogap-engineerable Raman-active nanodumbbells for single-molecule detection,2009,10.1038/nmat2596,https://openalex.org/W2023822005,Nature Materials,Dong‐Kwon Lim; Ki Seok Jeon; Hyung Min Kim; Jwa‐Min Nam; Yung Doug Suh,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
An unsupervised approach based on the generalized Gaussian model to automatic change detection in multitemporal SAR images,2005,10.1109/tgrs.2004.842441,https://openalex.org/W2110519070,IEEE Transactions on Geoscience and Remote Sensing,Yakoub Bazi; Lorenzo Bruzzone; Farid Melgani,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Cascaded Collaborative Regression for Robust Facial Landmark Detection Trained Using a Mixture of Synthetic and Real Images With Dynamic Weighting,2015,10.1109/tip.2015.2446944,https://openalex.org/W1832881114,IEEE Transactions on Image Processing,Zhenhua Feng; Guosheng Hu; Josef Kittler; William Christmas; Xiao‐Jun Wu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A framework for synthetic image generation and augmentation for improving automatic sewer pipe defect detection,2022,10.1016/j.autcon.2022.104213,https://openalex.org/W4220782104,Automation in Construction,ChunFai Siu; Mingzhu Wang; Jack C.P. Cheng,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
FaultSeg3D: Using synthetic data sets to train an end-to-end convolutional neural network for 3D seismic fault segmentation,2019,10.1190/geo2018-0646.1,https://openalex.org/W2911424749,Geophysics,Xinming Wu; Luming Liang; Yunzhi Shi; Sergey Fomel,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Multitask Learning for Ship Detection From Synthetic Aperture Radar Images,2021,10.1109/jstars.2021.3102989,https://openalex.org/W3190238140,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Xin Zhang; Chunlei Huo; Nuo Xu; Hangzhi Jiang; Yong Cao; Lei Ni; Chunhong Pan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Bistatic synthetic aperture target detection and imaging with an AUV,2001,10.1109/48.972112,https://openalex.org/W2108543873,IEEE Journal of Oceanic Engineering,J.R. Edwards; Henrik Schmidt; Kevin D. LePage,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Image De-Raining Using a Conditional Generative Adversarial Network,2019,10.1109/tcsvt.2019.2920407,https://openalex.org/W2963017889,IEEE Transactions on Circuits and Systems for Video Technology,He Zhang; Vishwanath A. Sindagi; Vishal M. Patel,1701.05957v4,https://arxiv.org/abs/1701.05957v4,2017,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2017 is diagnostic only.,arxiv_api,true
A Synthetic Genetic Edge Detection Program,2009,10.1016/j.cell.2009.04.048,https://openalex.org/W2099090468,Cell,Jeffrey J. Tabor; Howard M. Salis; Zachary Booth Simpson; Aaron Chevalier; Anselm Levskaya; Edward M. Marcotte; Christopher A. Voigt; Andrew D. Ellington,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Application of Deep Networks to Oil Spill Detection Using Polarimetric Synthetic Aperture Radar Images,2017,10.3390/app7100968,https://openalex.org/W2757384881,Applied Sciences,Guandong Chen; Yu Li; Guangmin Sun; Yuanzhi Zhang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
FakeCatcher: Detection of Synthetic Portrait Videos using Biological Signals,2020,10.1109/tpami.2020.3009287,https://openalex.org/W2909336075,IEEE Transactions on Pattern Analysis and Machine Intelligence,Umur Aybars Çiftçi; İlke Demir; Lijun Yin,1901.02212,https://arxiv.org/abs/1901.02212,2019,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
A Practical Guide to Model Observers for Visual Detection in Synthetic and Natural Noisy Images,2010,10.1117/3.832716.ch10,https://openalex.org/W147570400,SPIE eBooks,Miguel P. Eckstein; Craig K. Abbey; François Bochud,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Image Quality Assessment for Fake Biometric Detection: Application to Iris, Fingerprint, and Face Recognition",2014,10.1109/tip.2013.2292332,https://openalex.org/W2004211009,IEEE Transactions on Image Processing,Javier Galbally; Sébastien Marcel; Julián Fiérrez,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
SIDBench: A Python framework for reliably assessing synthetic image detection methods,2024,10.1145/3643491.3660277,https://openalex.org/W4399261681,3rd ACM International Workshop on Multimedia AI against Disinformation,Manos Schinas; Symeon Papadopoulos,2404.18552,https://arxiv.org/abs/2404.18552,2024,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Use of synthetic images for training a deep learning model for weed detection and biomass estimation in cotton,2022,10.1038/s41598-022-23399-z,https://openalex.org/W4309191446,Scientific Reports,Bishwa Sapkota; Sorin Popescu; Nithya Rajan; Ramón G. León; Chris Reberg‐Horton; Steven B. Mirsky; Muthukumar Bagavathiannan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Time-Frequency Transforms for Radar Imaging and Signal Analysis,2002,,https://openalex.org/W281858385,,Victor C. Chen; Hao Ling,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
SwinYOLOv7: Robust ship detection in complex synthetic aperture radar images,2024,10.1016/j.asoc.2024.111704,https://openalex.org/W4396698889,Applied Soft Computing,Muhammad Yasir; Shanwei Liu; Mingming Xu; Wan Jianhua; Shah Nazir; Qamar Ul Islam; Kinh Bac Dang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Model-Based Detection of Tubular Structures in 3D Images,2000,10.1006/cviu.2000.0866,https://openalex.org/W2005476680,Computer Vision and Image Understanding,Karl Krissian; Grégoire Malandain; Nicholas Ayache; Régis Vaillant; Yves Trousset,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Confocal Microwave Imaging for Breast Cancer Detection: Delay-Multiply-and-Sum Image Reconstruction Algorithm,2008,10.1109/tbme.2008.919716,https://openalex.org/W2165229864,IEEE Transactions on Biomedical Engineering,Hooi Been Lim; Nguyen Thi Nhung; Er‐Ping Li; Nguyen Duc Thang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
CRISPR–Cas12-based detection of SARS-CoV-2,2020,10.1038/s41587-020-0513-4,https://openalex.org/W3017334101,Nature Biotechnology,James P. Broughton; Xianding Deng; Guixia Yu; Clare L. Fasching; Venice Servellita; Jasmeet Singh; Xin Miao; Jessica Streithorst; Andrea Granados; Alicia Sotomayor-González; Kelsey C. Zorn; Allan Gopez; Elaine Hsu; Wei Gu; Steve Miller; Chao‐Yang Pan; Hugo Guevara; Debra A. Wadford; Janice S. Chen; Charles Y. Chiu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Improving the Robustness of Synthetic Images Detection by Means of Print and Scan Augmentation,2024,10.1145/3658664.3659635,https://openalex.org/W4399556754,Proceedings of the 2024 ACM Workshop on Information Hiding and Multimedia Security,Nischay Purnekar; Lydia Abady; Benedetta Tondi; Mauro Barni,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Object Detection Using Deep CNNs Trained on Synthetic Images,2017,10.48550/arxiv.1706.06782,https://openalex.org/W2628429636,arXiv (Cornell University),Param Rajpura; Hristo Bojinov; Ravi S. Hegde,1706.06782,https://arxiv.org/abs/1706.06782,2017,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
A New Synthetical Method of Feature Enhancement and Detection for SAR Image Targets,2016,10.18178/joig.4.2.73-77,https://openalex.org/W2910345484,Journal of Image and Graphics,Shiqi Huang; Yiting Wang; Su Peifeng,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,2023,10.48550/arxiv.2305.13800,https://openalex.org/W4378506811,arXiv (Cornell University),Haiwei Wu; Jiantao Zhou; Shile Zhang,2305.13800,https://arxiv.org/abs/2305.13800,2023,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
SimpleNet: A Simple Network for Image Anomaly Detection and Localization,2023,10.1109/cvpr52729.2023.01954,https://openalex.org/W4386065890,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Zhikang Liu; Yiming Zhou; Yuansheng Xu; Zilei Wang,2303.15140v2,https://arxiv.org/abs/2303.15140v2,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
Change Detection From Synthetic Aperture Radar Images Based on Channel Weighting-Based Deep Cascade Network,2019,10.1109/jstars.2019.2953128,https://openalex.org/W2990228562,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Yunhao Gao; Feng Gao; Junyu Dong; Shengke Wang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic ID Card Image Generation for Improving Presentation Attack Detection,2023,10.1109/tifs.2023.3255585,https://openalex.org/W4323896444,IEEE Transactions on Information Forensics and Security,Daniel Benalcazar; Juan Tapia; Sebastian Gonzalez; Christoph Busch,2211.00098v1,https://arxiv.org/abs/2211.00098v1,2022,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2022 is diagnostic only.,arxiv_api,true
Oil Spill Detection in Radarsat and Envisat SAR Images,2007,10.1109/tgrs.2006.887019,https://openalex.org/W2108395474,IEEE Transactions on Geoscience and Remote Sensing,Anne H. Schistad Solberg; Camilla Brekke; Per Ove Husoy,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Low-Rank Plus Sparse Decomposition and Localized Radon Transform for Ship-Wake Detection in Synthetic Aperture Radar Images,2017,10.1109/lgrs.2017.2777264,https://openalex.org/W2772666665,IEEE Geoscience and Remote Sensing Letters,Filippo Biondi,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Change Detection Techniques with Synthetic Aperture Radar Images: Experiments with Random Forests and Sentinel-1 Observations,2022,10.3390/rs14143323,https://openalex.org/W4285012201,Remote Sensing,Pietro Mastro; Guido Masiello; Carmine Serio; Antonio Pepe,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic biology: applications come of age,2010,10.1038/nrg2775,https://openalex.org/W2021099440,Nature Reviews Genetics,Ahmad S. Khalil; James J. Collins,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Dense Attention Pyramid Networks for Multi-Scale Ship Detection in SAR Images,2019,10.1109/tgrs.2019.2923988,https://openalex.org/W2961699889,IEEE Transactions on Geoscience and Remote Sensing,Zongyong Cui; Qi Li; Zongjie Cao; Nengyuan Liu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Domain Adaptation of Synthetic Images for Wheat Head Detection,2021,10.3390/plants10122633,https://openalex.org/W3214774339,Plants,Zane K. J. Hartley; Andrew P. French,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Imaging in the era of molecular oncology,2008,10.1038/nature06917,https://openalex.org/W1977871291,Nature,Ralph Weissleder; Mikaël J. Pittet,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Generation of Synthetic Chest X-ray Images and Detection of COVID-19: A Deep Learning Based Approach,2021,10.3390/diagnostics11050895,https://openalex.org/W3163598698,Diagnostics,Yash Karbhari; Arpan Basu; Zong Woo Geem; Gi-Tae Han; Ram Sarkar,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Detection of linear features in SAR images: application to road network extraction,1998,10.1109/36.662728,https://openalex.org/W2144572173,IEEE Transactions on Geoscience and Remote Sensing,Florence Tupin; Henri Maı̂tre; J.-F. Mangin; Jean‐Marie Nicolas; E. Pechersky,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
