paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
curated:6c2f591bf6fda3abecbb,openalex:W7166812826,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,10.18653/v1/2026.findings-acl.1043,2604.19172,2026,conference,Annual Meeting of the Association for Computational Linguistics,venue:acl,Annual Meeting of the Association for Computational Linguistics,ACL,conference,Findings,Findings of the Association for Computational Linguistics (ACL),False,,257c4fe2e51d1c3c8a872f26a5d9b33d1dba1b3e6fe7702c9475ae75ca302e92
,openalex:W4409262730,Reducing the Content Bias for AI-generated Image Detection,10.1109/wacv61041.2025.00049,2502.17105,2025,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Main,2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),False,,b6ee106d9b797294a873fe9722cc1d71732384ce25f21f22d41832fe6c38a068
curated:625ba11125534aedd39d,openalex:W4284702842,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,10.1007/978-3-031-19781-9_9,2207.02063v2,2022,conference,European Conference on Computer Vision,venue:eccv,European Conference on Computer Vision,ECCV,conference,Main,European Conference on Computer Vision (ECCV),False,,6f1132a746358e1e19344b3b3825fef5c82c951f68279f9f5eb77482d6c5989b
curated:c84b04cb8e921be753db,doi:10.48550/arxiv.2607.12052,Representation and Reference Selection in Training-Free Synthetic Image Attribution,10.48550/arXiv.2607.12052,2607.12052v1,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv,False,,52b62cb7aa628e3e2cb37ac75016ec0d07b5432e5352fd5b34e08edf6a4e9e3d
curated:1ec62a78a4e0372bc0d9,openalex:W4408356108,ReTD: Reconstruction-Based Traceability Detection for Generated Images,https://doi.org/10.1109/icassp49660.2025.10890492,,2025,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,b5c39f10cd80eed62088187489152f330a86867cd37123c7456ac05aa49c457a
,openalex:W4402716164,Rethinking the Up-Sampling Operations in CNN-Based Generative Network for Generalizable Deepfake Detection,10.1109/cvpr52733.2024.02657,2312.10461,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,3a83a7cd4d6e94a74ee1fbac9affdfb69baa19612b791a45558cdec2dd97ec19
curated:6ca781a0d606a5d5db64,openalex:W4414945274,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,10.1145/3746265.3759667,,2025,conference,ACM International Conference on Multimedia,venue:acm-mm,ACM International Conference on Multimedia,ACM MM,conference,Workshop,HAL (Le Centre pour la Communication Scientifique Directe),False,,c854c6d764124f3aae97fc0538c05c0976779e96d533c40595590e5e3a039b5b
,openalex:W4318559723,Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,10.1016/j.procs.2023.01.237,,2023,journal,Procedia Computer Science,,,,,,Procedia Computer Science,True,"Procedia is a proceedings series. The deposited journal-article type does not identify the underlying conference; verify the publisher volume, event name, year and track before assigning a canonical venue.",362d09551ceb2402332a87ede50a5a6f7b5e76251e150b6ec8786fec98099ce3
curated:4b406d0cf578db643214,openalex:W4399252995,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,10.48550/arxiv.2405.20112,2405.20112,2026,journal,Transactions on Machine Learning Research,venue:transactions-on-machine-learning-research,Transactions on Machine Learning Research,TMLR,journal,,arXiv (Cornell University),False,,720301d0ca004f9cf1d6815fb6745b592e8d2bce47051af55aec4035555a1f74
curated:71ff0674850f84bf8df7,openalex:W4416260579,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,https://doi.org/10.1007/978-981-95-3001-4_12,,2025,conference,"International Conference on Knowledge Science, Engineering and Management",venue:international-conference-on-knowledge-science-engineering-and-management,"International Conference on Knowledge Science, Engineering and Management",KSEM,conference,Main,"International Conference on Knowledge Science, Engineering and Management",False,,6ab72f7221d3eb53cbfd2b6a646f71627d70df3994cf4fecd801317bfdaaf419
,openalex:W4402594796,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,10.1109/avss61716.2024.10672612,,2024,conference,IEEE International Conference on Advanced Video and Signal Based Surveillance,venue:ieee-international-conference-on-advanced-video-and-signal-based-surveillance,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,conference,Main,2024 IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS),False,,a15c58eab4454eaecc04d3d8a55af2c7fc8e943874a52a88b3a98b6528b67685
curated:c7701d799543661b8a53,openalex:W7159546930,Robust Deepfake Detection: Mitigating Spatial Attention Drift via Calibrated Complementary Ensembles,,2604.25889,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,arXiv (Cornell University),False,,ae63e80dc461526553e02c535f231f2752428817be3111a0da6e8fb2da06f885
curated:8ffdbd0ba264927d1c3a,openalex:W7118011364,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,10.1007/978-981-95-3551-4_23,,2025,conference,International Symposium on Cyberspace Safety and Security,venue:international-symposium-on-cyberspace-safety-and-security,International Symposium on Cyberspace Safety and Security,CSS,conference,Main,International Symposium on Cyberspace Safety and Security (CSS),False,,2ed04bd94e6bf80480f469931fe6a5516fb6961b63bf3844330c19d002e43b1f
curated:91645e26cfd2c499fbcc,openalex:W7171930512,Robustness of AI-Art Detectors Under Generator Shift,10.31979/etd.tyr2-z2ce,2608.11643,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv,True,"arXiv reports a formal publication/acceptance or forthcoming book chapter: To appear as a chapter in the book ""Artificial Intelligence for Cyber Defense in Emerging Threats"", to be published by Springer by early 2027. Verify the final publisher record and venue before reclassifying. The DOI identifies a dissertation, not one of the four supported publication types; review scope and publication version.",e6f8a0e608c0753188f8dc3f54ef32704f44599e19c5c09b7fe6556bf2411601
curated:2938e895376a45baceec,openalex:W4411484192,SAGNet: Decoupling Semantic-Agnostic Artifacts from Limited Training Data for Robust Generalization in Deepfake Detection,https://doi.org/10.1109/tifs.2025.3581726,,2025,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,b16382fe4ed603244e7e12f327387cc5c523d6557e7983f673549f189ed85bce
curated:82a6421311c4d39076d9,openalex:W4413213177,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,10.1109/access.2025.3597641,,2025,journal,IEEE Access,venue:ieee-access,IEEE Access,,journal,,IEEE Access,False,,33aa446551635069a0ee6c3218c2fb372df6d2efa73af71417652fce86418e5f
,openalex:W2997633607,Scalable Fine-Grained Generated Image Classification Based on Deep Metric Learning,10.48550/arxiv.1912.11082,1912.11082,2019,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,fd9844407d78e872c1cf512e10aefc4682a6058853de70fe54d5c7adaa6765a5
curated:beb92721c8ba0d0c4231,openalex:W4417453606,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,10.48550/arxiv.2512.12982,2512.12982,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,3fd148b0fda3d0ac7136a7f6c151bac054a2f31bdcaa565b59ade7fb05d6dfca
curated:b2fccf1dd66cc2d64374,openalex:W4413146372,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,https://doi.org/10.1109/cvpr52734.2025.01255,,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,IEEE/CVF Conference on Computer Vision and Pattern Recognition,False,,cdb53b8a25955849ce7458fec49196a4586f7a182ee0adcd4d6f42d20f3404d1
curated:c6bb6e1e0a4d4eb372b5,openalex:W4367061162,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,10.52202/075280-1105,2304.13023,2023,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,NeurIPS,False,,7ff32d82151368f8dc6ab01f182b28fd7877d8117b992024dd6794c593914639
curated:29878fee09624b7d105d,openalex:W7124134169,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,10.1109/tpami.2026.3654274,2512.05651,2026,journal,IEEE Transactions on Pattern Analysis and Machine Intelligence,venue:ieee-transactions-on-pattern-analysis-and-machine-intelligence,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,journal,,IEEE Transactions on Pattern Analysis and Machine Intelligence,False,,8b442bdb54494b7b79eb3bb1c3058dcef0529874e218984924e42b8509c1053e
curated:98044fc98e006607991c,openalex:W7169655029,Semantic Artifact Logit Fusion for Generalizable AI-Generated Image Detection,10.1007/978-981-92-3423-3_39,,2026,conference,International Conference on Intelligent Computing,venue:international-conference-on-intelligent-computing,International Conference on Intelligent Computing,ICIC,conference,Main,International Conference on Intelligent Computing (ICIC),False,,28acf71f4460d5d910b00e88002520ec60dd4304ffd8ff4b17b6f9d3c424acb3
curated:64a8313baef7cf1657c5,openalex:W4414487140,Semantic Discrepancy-Aware Detector for Image Forgery Identification,https://doi.org/10.1109/iccv51701.2025.01709,2508.12341,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,43661c353e87a5fdaa0cfde2d3a6cf39ba36adc70e59bed3d7f2806962319fd5
,openalex:W7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,https://doi.org/10.1109/tmm.2026.3668513,,2026,journal,IEEE Transactions on Multimedia,venue:ieee-transactions-on-multimedia,IEEE Transactions on Multimedia,TMM,journal,,IEEE Transactions on Multimedia,False,,f7954aceff12794465b3efb9ac4f2ed0a823d108c3dc2c0d253971ad984441fc
curated:368fa53bc0f254e0eb1a,curated:368fa53bc0f254e0eb1a,Semantic Visual Anomaly Detection and Reasoning in AI-Generated Images,,2510.10231,2026,conference,International Conference on Learning Representations,venue:iclr,International Conference on Learning Representations,ICLR,conference,Main,ICLR,False,,5f5daf37455991e62a72b31cd34e6c3a3f77eb1a520a6c0758dd27f45ce35c7e
,openalex:W4412112598,Semantic-Aware Lightweight AI Model for Deepfake Image Detection in Online Retail Platforms,10.4018/ijswis.384517,,2025,journal,International Journal on Semantic Web and Information Systems,venue:international-journal-on-semantic-web-and-information-systems,International Journal on Semantic Web and Information Systems,IJSWIS,journal,,International Journal on Semantic Web and Information Systems,False,,81b5b45fdadcf3c9ee3360b0ea8df191ff4115c46154852601506e727a8aa356
,openalex:W4403792090,SemGIR: Semantic-Guided Image Regeneration Based Method for AI-generated Image Detection and Attribution,10.1145/3664647.3680776,,2024,conference,ACM International Conference on Multimedia,venue:acm-mm,ACM International Conference on Multimedia,ACM MM,conference,Main,Proceedings of the 32nd ACM International Conference on Multimedia,False,,e223ab59d318fadb845996b4567eb4393caffee00423ac1021276d1ce39f9e74
curated:b75682820c5af85396c1,openalex:W4415795498,Semi-Truths: A Large-Scale Dataset of AI-Augmented Images for Evaluating Robustness of AI-Generated Image Detectors,10.52202/079017-3748,,2024,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,Advances in Neural Information Processing Systems (NeurIPS),False,,e7d57ae6eb580adb0d716710598b57945ed2206716f3df47401cd9d8a8238cc2
curated:b286f4a33839eed35258,openalex:W4402754249,Shadows Don't Lie and Lines Can't Bend! Generative Models Don't Know Projective Geometry…for Now,10.1109/cvpr52733.2024.02658,,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,IEEE/CVF Conference on Computer Vision and Pattern Recognition,False,,85f12d6f0ffc4cb762e7a75565e7dd41cdc516b23d0ce35d30855c1e46158566
,openalex:W4413144523,"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",10.1109/cvpr52734.2025.02685,2412.04292,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,67c4fce6107b7530f3099385cc54dcd86c827e7591ee6b603039071d025874cf
curated:960c6a53879767054f0c,openalex:W4399261681,SIDBench: A Python Framework for Reliably Assessing Synthetic Image Detection Methods,10.1145/3643491.3660277,2404.18552,2024,conference,ACM International Workshop on Multimedia AI against Disinformation,venue:mad,ACM International Workshop on Multimedia AI against Disinformation,MAD,conference,Workshop,3rd ACM International Workshop on Multimedia AI against Disinformation,True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",56416d870a8e62e631063cc6e09a8c4b390d8b509f8174752077c2b39721aae4
curated:0400c6b857f88ce96704,openalex:W7131476189,SimLBR: Learning to Detect Fake Images by Learning to Detect Real Images,,2602.20412,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,CVPR,False,,878594cb64474b992fe36993ac5a99d8bdf26c53294631ab75baaf71fa1a8bcd
curated:fe98b5f37967f5a51b86,openalex:W4414231579,Simple Detection of AI-Generated Images Based on Noise Correlation,10.1109/amlds63918.2025.11159445,,2025,conference,International conference on Advanced Machine Learning and Data Science,venue:international-conference-on-advanced-machine-learning-and-data-science,International conference on Advanced Machine Learning and Data Science,AMLDS,conference,Main,International conference on Advanced Machine Learning and Data Science,False,,f2e16472d13a333dc16fb4507f5c4ae13cd894ef9d7873e05d23b53e6d29f998
curated:62b0a9ae8be24d9f02e0,openalex:W4380551225,Single-Model Attribution of Generative Models Through Final-Layer Inversion,10.48550/arxiv.2306.06210,2306.06210,2023,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,Proceedings of the 41st International Conference on Machine Learning,False,,a8515cedd0deb298759f3744ad4a625a57f06ec1526e64bb2e554ea50ecf61ae
,openalex:W4408874542,SMNDNet for Multiple Types of Deepfake Image Detection,10.32604/cmc.2025.063141,,2025,journal,"Computers, Materials & Continua",venue:computers-materials-continua,"Computers, Materials & Continua",CMC,journal,,"Computers, materials & continua/Computers, materials & continua (Print)",False,,0b98b199af66c33a51dc46eb7812a2de463701bc9e69aa4511199f5285c645b7
curated:8c85a92b00aa321fbe8c,openalex:W4406858668,Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,10.1109/apsipaasc63619.2025.10849098,,2024,conference,Asia Pacific Signal and Information Processing Association Annual Summit and Conference,venue:apsipa-asc,Asia Pacific Signal and Information Processing Association Annual Summit and Conference,APSIPA ASC,conference,Main,2024 Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),False,,6fb1165af0316608cc40891e7ba6a569b7ef959ec76febd7cbb04d0f3cc3d2e6
curated:7677a61ea68774dc5023,openalex:W7169832192,Source Attribution of AI-Generated Image via Orthogonal Subspace Mixture-of-Experts,10.1109/prmvai70103.2026.11605668,,2026,conference,"IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence",venue:ieee-international-conference-on-pattern-recognition-machine-vision-and-artificial-intelligence,"IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence",PRMVAI,conference,Main,"IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)",False,,315691464b09e984435aaee81a78e65ca4b0b4e96f18cf189671d2fc5ea1a3a1
curated:a1eea412716e4d045da6,openalex:W7167258238,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,10.1109/ojsp.2026.3710125,,2026,journal,IEEE Open Journal of Signal Processing,venue:ieee-open-journal-of-signal-processing,IEEE Open Journal of Signal Processing,OJSP,journal,,IEEE Open Journal of Signal Processing,False,,d3b998b3ad987a4ce0e8866f4200f064956a2a718b1e059160ed58aa8917a818
curated:35aae1e2c9d673ab1a97,openalex:W7165659096,Source Attribution of AI-Generated Images: A Principled Survey,10.5281/zenodo.20814592,,2026,preprint,Zenodo,venue:zenodo,Zenodo,,preprint,,Zenodo (CERN European Organization for Nuclear Research),False,,a6fbc6d3bf132e7b809499d04a1ee7670850b29b74b1df9af85be091c97374f6
curated:fb05dfbc95518f6fb1db,openalex:W2971682216,Source Generator Attribution via Inversion,,1905.02259,2019,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,False,,f63b11234e63f7b03ff770f8527a366cb34eb966d0f06a7ec7d9175f068bf25a
curated:9a95c96ee1d20e56c56d,openalex:W7155528736,Spatial Flatness-Curvature Mask Driven Generalized Detection of Synthetic Images,10.1016/j.patrec.2026.04.022,,2026,journal,Pattern Recognition Letters,venue:pattern-recognition-letters,Pattern Recognition Letters,PRL,journal,,Pattern Recognition Letters,False,,e039872c7086ed5887280aab7b42057adb0eb41f3eee41ed14728c64ac778b37
curated:37949b937d2159b47e73,openalex:W7160181767,Spatial-Temporal Forgery Trace Based Forgery Image Identification,10.1109/iccv51701.2025.01585,,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,b1c9a515ff2598d6a7178e94863a880c71ca85e6a37f199a1874cf837bcac09b
curated:a76d568cfe5c26b07933,openalex:W4408355373,Spatial-Temporal Reconstruction Error for AIGC-Based Forgery Image Detection,https://doi.org/10.1109/icassp49660.2025.10890455,,2025,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"IEEE International Conference on Acoustics, Speech and Signal Processing",False,,c569ee65d29b52f31290371b5a3f3a4677bf28986f781f3948c043e148159fc4
curated:31a4d429d7c5750bd778,openalex:W4414902235,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,10.48550/arxiv.2503.14905,2503.14905,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,NeurIPS,False,,a5374758ed39146f463db26d05ea7286a7de6346e757113eccab6ab052f2ae0b
curated:d040be3d1fb83a51311e,openalex:W4407425880,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,10.48550/arxiv.2502.07778,2502.07778,2025,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,ArXiv.org,False,,442cad183f008186908010b8c3407a54f29044e8a121beb6743d4af42825eb82
curated:b7664c48f91262cfe091,openalex:W4403780693,StealthDiffusion: Towards Evading Diffusion Forensic Detection Through Diffusion Model,10.1145/3664647.3681535,,2024,conference,ACM International Conference on Multimedia,venue:acm-mm,ACM International Conference on Multimedia,ACM MM,conference,Main,ACM International Conference on Multimedia,False,,f7a26ba9e2613b047f62b901bdf3078740d4f534b31ecada5a96736c183539dd
curated:8640d27a91b903de7754,openalex:W7202305352,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,10.1109/tifs.2026.3723118,,2026,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,b40b0487e23f3aa0179141cf9d9e9cf6db49577cc7341cf26525107c61138a70
curated:ec9e2d806450150723a4,openalex:W7137976262,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,10.1609/aaai.v40i8.37568,,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,AAAI Conference on Artificial Intelligence,False,,e6f5d378dc323e46caa0bd81206c42f4b5f8cd1d3bc1e6bab8d82751e6bc0d36
curated:aaf9b7c69d384a3c3140,openalex:W4389370799,Synthbuster: Towards Detection of Diffusion Model Generated Images,10.1109/ojsp.2023.3337714,,2023,journal,IEEE Open Journal of Signal Processing,venue:ieee-open-journal-of-signal-processing,IEEE Open Journal of Signal Processing,OJSP,journal,,IEEE Open Journal of Signal Processing,False,,cbe4e7aab4e06cd0fd6c0c8db6d1b76a5552c1280b4f916edf0b26d2bcdd8a29
curated:4cabfafef8c066c51924,openalex:W7171740585,Synthetic Image Detection Method Integrating Neural Ordinary Differential Equations and Spatial Attention Transformer,10.1007/s11227-026-08734-9,,2026,journal,The Journal of Supercomputing,venue:the-journal-of-supercomputing,The Journal of Supercomputing,J Supercomput,journal,,The Journal of Supercomputing,False,,82ac18583c7269195a8239372fe33585f1d856a8fe56c414aa275cb4dcc23b48
,openalex:W4393972628,Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,10.1109/msec.2024.3376637,,2024,journal,IEEE Security & Privacy,venue:ieee-security-privacy,IEEE Security & Privacy,IEEE Secur. Privacy,journal,,IEEE Security & Privacy,False,,caaeaa9f1b68ddf5c9e3a0a3600c1f7089d47c1d5d87b4f2300ccf1d1baba815
curated:830febb52786dbaebbb5,openalex:W3034547531,T-GD: Transferable GAN-Generated Images Detection Framework,10.5555/3524938.3525379,2008.04115,2020,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,arXiv (Cornell University),False,,28608a5aaa691a1b1895bacbc19773985e99d06efb5c41246a12fe3ff76909ef
,openalex:W4405254427,Take Fake as Real: Realistic-Like Robust Black-Box Adversarial Attack to Evade AIGC Detection,10.48550/arxiv.2412.06727,2412.06727,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,e9d5340ae60c5c7f02a054ca9e90606cd769fe4d63176368df1890555f6197c6
curated:98977aa8b726ead071fe,openalex:W7158481166,TAP Into the Patch Tokens: Leveraging Vision Foundation Model Features for AI-Generated Image Detection,,2604.26772,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,arXiv,False,,69e2cb811496cc341579690cdde625e3f2de1337b0cb5f8b05ad4c846843562d
,openalex:W4381851764,Testing human ability to detect ‘deepfake’ images of human faces,10.1093/cybsec/tyad011,2212.05056,2023,journal,Journal of Cybersecurity,venue:journal-of-cybersecurity,Journal of Cybersecurity,,journal,,Journal of Cybersecurity,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",300e97499eca44419ad03c6f6e28459a1f451a949df21d57b99e8c1927035e8e
,openalex:W4399151866,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-Based DeepFake,10.48550/arxiv.2405.18071,2405.18071,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,e9d5340ae60c5c7f02a054ca9e90606cd769fe4d63176368df1890555f6197c6
curated:56e9e085bbe0342dab35,openalex:W4409917584,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,https://doi.org/10.1109/wacvw65960.2025.00160,,2025,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Workshop,IEEE/CVF Winter Conference on Applications of Computer Vision,False,,5b12a0bcf6197912a0ee993bb203beb2c90e4f04d96154c6d119b64ce469f1d8
curated:589870527983af575480,openalex:W7154539686,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,,2604.09706,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,False,,1b0447bb9d21bbda521dcd9954ec3f60049d39643c504eb9c6a36c27d88cf2b2
curated:bbe4e9e8c5b41e467a76,openalex:W4297477523,The Face Deepfake Detection Challenge,10.3390/jimaging8100263,,2022,journal,Journal of Imaging,venue:journal-of-imaging,Journal of Imaging,J. Imaging,journal,,Journal of Imaging,False,,b7c1fd7a7801ab37fc7b88e9200498b4be2c3469ef93cd5a04d2b6d132b1b73f
curated:1e9d05beedcfeea67d34,openalex:W7153135439,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,10.1109/mis.2026.3668398,,2026,journal,IEEE Intelligent Systems,venue:ieee-intelligent-systems,IEEE Intelligent Systems,IS,journal,,IEEE Intelligent Systems,False,,2176b3a78bd637c811728d7cf02b93a9d06b6abb0e3c1df56af1da55b5f75f73
curated:b31395a72552920109fa,openalex:W7163407289,The PRISM Benchmark: PhotoRealistic Image Synthesis and Manipulation to Detect Generated Images,10.1016/j.cviu.2026.104826,,2026,journal,Computer Vision and Image Understanding,venue:computer-vision-and-image-understanding,Computer Vision and Image Understanding,CVIU,journal,,Computer Vision and Image Understanding,False,,0123680826f91836e20dc8a55e688a59cd935c5ba5ca0b491230282ec7149e8d
curated:613af6288792f6ece505,openalex:W4404988034,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),10.18653/v1/2025.ijcnlp-long.100,2411.16754,2025,conference,International Joint Conference on Natural Language Processing and the Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics,venue:ijcnlp-aacl,International Joint Conference on Natural Language Processing and the Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics,IJCNLP-AACL,conference,Main,Proceedings of the 14th International Joint Conference on Natural Language Processing and the 4th Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics,False,,eb88b6eb678015bcc6be44cf9fa6cd748ea7f04fc1062dc77c5c9095a289d070
,openalex:W4313042219,Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,10.1109/cvpr52688.2022.00771,,2022,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,0b1b52fabfb1650e381d0e0ad7ea266aa24144e3dba9177735fbfe21722cbb07
curated:e058b4e851ac44180d82,openalex:W4405846636,Tiny Autoencoders Are Effective Few-Shot Generative Model Detectors,10.1109/wifs61860.2024.10810686,,2024,conference,IEEE International Workshop on Information Forensics and Security,venue:wifs,IEEE International Workshop on Information Forensics and Security,WIFS,conference,Workshop,Florence Research (University of Florence),True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",6fffda80b77dd9f4255c568b000f324611579630873f2943b0d199c9ec76209d
