audit_id,review_group_id,mapping_id,paper_id,paper_title,year,doi,openalex_url,author,current_institution,current_institution_id,raw_affiliation,suggested_canonical_institution,suggested_institution_id,provenance,severity,issue_type,classification,is_blocking,reason,recommended_action,resolution_status
institution-consistency:6d84e04fc11c615b91c4,institution-review-group:33a5fd8f972a8da5ceb3,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Manxi Lin,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:3873e667f23a24b4186a,institution-review-group:3cc5286c895b5a507a70,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Oucheng Huang,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:14997f00462c631ef531,institution-review-group:be98325c6a128e3c9929,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Xiangheng Kong,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:f8d377f7f048133a8107,institution-review-group:03b5bdac2ee007cc54ab,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Xiaoxiong Du,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:20f899a5c2f7c158c855,institution-review-group:5822287edb03f9fb99d0,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Yang Qiu,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:25927e8480e5fe48af62,institution-review-group:7c377a77cadd6841b712,mapping:41e042c226b68820e255,curated:8e9658fa727094695be8,MIRAGE: Towards AI-Generated Image Detection in the Wild,2026,10.1609/aaai.v40i7.37421,https://openalex.org/W7137943215,Yuning Jiang,Alibaba Inc,institution:6faf58b52bec4e39,Taobao & Tmall Group of Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,curated_import,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:e0d525a6663dfb370d0a,institution-review-group:c493ea09fd7fd68938be,mapping:e459aae30e6eed1f0f2d,curated:167b4dd09fa505470bce,NSFF: Noise and semantic features fusion for AI-generated image detection,2026,10.1016/j.neunet.2026.109130,https://openalex.org/W7161630969,Jien Kato,Kochi University of Technology,institution:24b3cd33acdc095d,"School of Data and Innovation, Kochi Univertisy of Technology, Kami, 782-8502, Kochi, Japan",,,unresolved,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:94521df23f0876824ff8,institution-review-group:8d0a341105ea0be05c39,mapping:a2a582fd979d9784721b,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Shouhong Ding,Tencent Youtu Lab,institution:3e78e883c14f8bb8,"Youtu Lab, Tencent, Shanghai, China",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:c4449e3209136d1cb4c1,institution-review-group:7cf9925aceb4889e6e79,mapping:a2a582fd979d9784721b,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Taiping Yao,Tencent Youtu Lab,institution:3e78e883c14f8bb8,"Youtu Lab, Tencent, Shanghai, China",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:b70c5040f535a704ec71,institution-review-group:af9c0de67a2d1c70242d,mapping:a2a582fd979d9784721b,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Yandan Zhao,Tencent Youtu Lab,institution:3e78e883c14f8bb8,"Youtu Lab, Tencent, Shanghai, China",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:a6964c2a59d858cdfd48,institution-review-group:41e6a4556a806838a543,mapping:a2a582fd979d9784721b,curated:95953a73a0e2e1f14ccb,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,,,Zhiyuan Yan,Tencent Youtu Lab,institution:3e78e883c14f8bb8,"Youtu Lab, Tencent, Shanghai, China",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:798a105bf3a5bb3fc25c,institution-review-group:61f75c5a4d9f51da205c,mapping:8d89a050d433cf6ff1b9,curated:3bb1fe2e65312512ed32,Pixels Don't Lie (but Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,2026,,https://openalex.org/W7131411544,Kartik Kuckreja,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,MBZUAI,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:292eb67342608357d3f0,institution-review-group:0a2b98246d99dd41aeb0,mapping:8d89a050d433cf6ff1b9,curated:3bb1fe2e65312512ed32,Pixels Don't Lie (but Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,2026,,https://openalex.org/W7131411544,Muhammad Haris Khan,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,MBZUAI,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:186fa3a075552ea8c3dc,institution-review-group:2680e02b4289df15d719,mapping:ed00e004e210dc212544,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,Janis Keuper,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,"IMLA, Offenburg University, Germany",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:db69992cba48ea408296,institution-review-group:728cc740467d6395f26e,mapping:c9e68e153f5004288eb4,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Efstratios Gavves,University of Amsterdam,institution:4a9a14dbf4357b38,"Informatics Institute, University van Amsterdam, 1098 XH Amsterdam, The Netherlands",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:b9e897045d690e1839cf,institution-review-group:e0d28b2043a53b85838e,mapping:c9e68e153f5004288eb4,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Haochen Wang,University of Amsterdam,institution:4a9a14dbf4357b38,"Informatics Institute, University van Amsterdam, 1098 XH Amsterdam, The Netherlands",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:a57bcb1b0ef1e79049ba,institution-review-group:c1922f145c321d9cb957,mapping:4e6c68a260626ed47be1,curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2026,10.48550/arxiv.2405.20112,https://openalex.org/W4399252995,Pin-Yu Chen,IBM Thomas J. Watson Research Center,institution:f5c8a9b792d3b901,IBM Research,,,curated_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:5fa4eb7446ff4d9b89c3,institution-review-group:5acbde826a2acc2e78b1,mapping:422d31d0592f25af829a,curated:29878fee09624b7d105d,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,10.1109/tpami.2026.3654274,https://openalex.org/W7124134169,Baoyuan Wu,"The Chinese University of Hong Kong, Shenzhen",institution:5dbb9ac6a407e079,"School of Artificial Intelligence, Chinese University of Hong Kong, Shenzhen, Guangdong, China",,,curated_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:5998e2317affb922bce9,institution-review-group:dc6028c09aeea61aaea4,mapping:ac6e729a5fcd4a78f821,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,Oliver Giudice,Bank of Italy,institution:4e0158a865182393,"Applied Research Team, IT Department, Banca d’Italia, 00044 Rome, Italy",,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:66d7ca0a648ebfc6d6ff,institution-review-group:bc541e210206a44ac59d,mapping:95192f5f75066b27b440,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,10.18653/v1/2025.ijcnlp-long.100,https://openalex.org/W4404988034,Sainath Reddy Sankepally,"International Institute of Information Technology, Naya Raipur",institution:118c2f047da4525d,"International Institute of Information Technology, India IIIT-Naya Raipur inferred from the LinkedIn profile of the author",,,manually_confirmed,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:0f2c39f01d9bd2e8ad65,institution-review-group:a317ab1cbf4ab7262d0f,mapping:a3bb578a9c5bcbf2fafd,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Ji Li,Université Grenoble Alpes,institution:ef7c68d6edbab550,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,automatic_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:66017af55b6e77958698,institution-review-group:b0e9e46dbbf83941ab7d,mapping:a3bb578a9c5bcbf2fafd,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Kai Wang,Université Grenoble Alpes,institution:ef7c68d6edbab550,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,automatic_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:8d7c9d9cac3c1af68289,institution-review-group:0a662780d701e429a4be,mapping:a3bb578a9c5bcbf2fafd,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Thai Ngoc Toan Truong,Université Grenoble Alpes,institution:ef7c68d6edbab550,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",,,automatic_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:cdd152a1926fd055c8b6,institution-review-group:a08132ae244f4062c181,mapping:76a798c347ac3725b3ab,curated:6e9b86dace6a85f4469c,Towards Explaining Classification Models in Security with Sparse Autoencoders,2026,10.1109/eurospw72509.2026.00041,https://openalex.org/W7196987600,Lorenz Linhardt,Technische Universität Berlin,institution:66101d2ca048704e,TU Berlin & BIFOLD,,,curated_import,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:bd225858295d81a1d9ed,institution-review-group:759900a1d6ad6b202c1a,mapping:ae787b01f59386a8984e,curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,2025,10.48550/arxiv.2508.01603,https://openalex.org/W4415330533,Zhen Lei,Macau University of Science and Technology,institution:d8d45546142be201,"SCSE, FIE, M.U.S.T.",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:e1d473104bf016c616fc,institution-review-group:68e39ab68b8d7cf38445,mapping:d0c529dffed7f4d4eaa1,curated:ee47e898ad64ec14b709,Training-free Source Attribution of AI-generated Images via Resynthesis,2025,10.1109/wifs66636.2025.00028,https://openalex.org/W7148430317,Valentina Molinari,IMT School for Advanced Studies Lucca,institution:9958d7ee1cfec4aa,"IMT School, Lucca, Italy",,,curated_import,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:6db6dc6391fcd836ae9a,institution-review-group:19a8b36b865eb281156c,mapping:ceebf20902d848a0e885,curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,2026,,,Akshay Dudhane,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,MBZUAI Abu Dhabi,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:1e5061cb6f0594097ee9,institution-review-group:aa7c6cba8f2dd0c20d5c,mapping:0ca693cd2fb45ae3262a,curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,2026,,,Sachin Chaudhary,University of Petroleum and Energy Studies,institution:018c503420feda75,"COE:AI, School of Computer Science, UPES Dehradun, India",,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
institution-consistency:08cadca0651e3662a0e8,institution-review-group:795fbf2522d81a250630,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Daniel Mai,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam",,,unresolved,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:584b7e1f0b95cbe8104b,institution-review-group:795fbf2522d81a250630,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Daniel Mai,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam","University of Science, Viet Nam National University Ho Chi Minh City",institution:806523d1aae41484,unresolved,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:bdb744ca38fca601b82c,institution-review-group:8e3e9082c100ca03deda,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Minh–Triet Tran,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam",,,unresolved,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:c704005f162ec2061cd9,institution-review-group:8e3e9082c100ca03deda,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Minh–Triet Tran,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam","University of Science, Viet Nam National University Ho Chi Minh City",institution:806523d1aae41484,unresolved,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:8c1d5f7b82eea96f79b0,institution-review-group:9d282cd7df2cc2a17c1b,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Thinh-Phat Vo,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam",,,unresolved,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:5b32df4b3f43382ace36,institution-review-group:9d282cd7df2cc2a17c1b,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Thinh-Phat Vo,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam","University of Science, Viet Nam National University Ho Chi Minh City",institution:806523d1aae41484,unresolved,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:720808fb1fd662542054,institution-review-group:d3372844d23e3b6bcd90,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Trong-Le Do,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam",,,unresolved,low,alias_missing,alias issue,false,Why flagged: mapping differs only by an institution-name variant; the names are semantically compatible but the alias is not registered.,Review and add alias if this wording recurs.,unresolved
institution-consistency:22ec1261ba28261435e2,institution-review-group:d3372844d23e3b6bcd90,mapping:6307736ef459cb62af5a,curated:0d918782407e05ade5bd,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,2026,10.1145/3810988.3812660,https://openalex.org/W7164758918,Trong-Le Do,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,"University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh City, Vietnam | University of Science, VNU-HCM, Ho Chi Minh, Vietnam and Viet Nam National University, Ho Chi Minh, Vietnam","University of Science, Viet Nam National University Ho Chi Minh City",institution:806523d1aae41484,unresolved,low,parent_child_inconsistency,parent-child issue,false,Why flagged: affiliation evidence names a confirmed child institution while the mapping points to its parent; the relationship is compatible and is not a conflict.,Review whether the mapping should use the more specific child institution.,unresolved
institution-consistency:a7d0afdc88d81d547436,institution-review-group:0d9c556ed0483c3e8789,mapping:f3d66c3512fcb5b0fc54,openalex:W4409368310,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,2025,10.1609/aaai.v39i4.32363,https://openalex.org/W4409368310,Jianfu Zhang,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,Shanghai Jiaotong University,,,manually_confirmed,low,author_institution_conflict,possible multiple affiliation,false,"Why flagged: current institution has weak compatibility with the preserved affiliation evidence, but no strong contradictory institution was identified.",Verify affiliation evidence and canonical institution.,unresolved
