paper_id,title,field,authoritative_source,canonical_normalization_rule,expected_public_representation,blank_allowed,intentional_display_transformation,source_value,admin_value,public_papers_value,public_map_values,classification,pipeline_layer,details
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,arxiv_id,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,task,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,paper_categories,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,source_database,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,OpenAlex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,metadata_source,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,review_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,curation_status,data/processed/openalex_candidate_papers_in_scope.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,needs_review,needs_review,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,"[{""index"":1,""name"":""Shahid Beheshti University"",""canonical_name"":""Shahid Beheshti University"",""institution_id"":""institution:2e47d59ad1e8d5a4"",""institution_type"":""university"",""country"":""Iran"",""country_code"":"""",""region"":"""",""location_display"":""Iran"",""preliminary"":true},{""index"":2,""name"":""Institute for Research in Fundamental Sciences"",""canonical_name"":""Institute for Research in Fundamental Sciences"",""institution_id"":""institution:23824a2aff1dfd72"",""institution_type"":""research_unit"",""country"":""Iran"",""country_code"":"""",""region"":"""",""location_display"":""Iran"",""preliminary"":true}]","[[""institution:2e47d59ad1e8d5a4"",""shahid beheshti university"",[""alireza javaheri"",""ahmad mahmoudi-azanveh""]],[""institution:23824a2aff1dfd72"",""institute for research in fundamental sciences"",[""hossein motamednia""]]]","[[""institution:2e47d59ad1e8d5a4"",""shahid beheshti university"",[""alireza javaheri"",""ahmad mahmoudi-azanveh""]],[""institution:23824a2aff1dfd72"",""institute for research in fundamental sciences"",[""hossein motamednia""]]]","[""[[\""institution:2e47d59ad1e8d5a4\"",\""shahid beheshti university\"",[\""alireza javaheri\"",\""ahmad mahmoudi-azanveh\""]],[\""institution:23824a2aff1dfd72\"",\""institute for research in fundamental sciences\"",[\""hossein motamednia\""]]]""]",CONSISTENT,,
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""ahmad mahmoudi-azanveh"",[""institution:2e47d59ad1e8d5a4""]],[""alireza javaheri"",[""institution:2e47d59ad1e8d5a4""]],[""hossein motamednia"",[""institution:23824a2aff1dfd72""]]]","[[""ahmad mahmoudi-azanveh"",[""institution:2e47d59ad1e8d5a4""]],[""alireza javaheri"",[""institution:2e47d59ad1e8d5a4""]],[""hossein motamednia"",[""institution:23824a2aff1dfd72""]]]","[""[[\""ahmad mahmoudi-azanveh\"",[\""institution:2e47d59ad1e8d5a4\""]],[\""alireza javaheri\"",[\""institution:2e47d59ad1e8d5a4\""]],[\""hossein motamednia\"",[\""institution:23824a2aff1dfd72\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,[],[],[],MISSING_OPTIONAL,confirmed locations→map/frontend,No map-eligible location ID is available.
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:4b042ad660312ec3b338,curated:4b042ad660312ec3b338,curated:4b042ad660312ec3b338,"[""curated:4b042ad660312ec3b338""]",CONSISTENT,,
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Evasion on General GAN-Generated Image Detection by Disentangled Representation,evasion on general gan-generated image detection by disentangled representation,evasion on general gan-generated image detection by disentangled representation,"[""evasion on general gan-generated image detection by disentangled representation""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Patrick P. K. Chan; Chuanxin Zhang; Haitao Chen; Jingwen Deng; Xiao Meng; Daniel S. Yeung,"[""patrick p. k. chan"",""chuanxin zhang"",""haitao chen"",""jingwen deng"",""xiao meng"",""daniel s. yeung""]","[""patrick p. k. chan"",""chuanxin zhang"",""haitao chen"",""jingwen deng"",""xiao meng"",""daniel s. yeung""]","[""[\""patrick p. k. chan\"",\""chuanxin zhang\"",\""haitao chen\"",\""jingwen deng\"",\""xiao meng\"",\""daniel s. yeung\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,"[""2024""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,2024-08-05,2024-08-05,"[""2024-08-05""]",DISPLAY_ONLY,public→frontend/CSV,display may omit missing date
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,,information sciences,information sciences,"[""information sciences""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,journal,journal,journal,"[""journal""]",CONSISTENT,,
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1016/j.ins.2024.121267,10.1016/j.ins.2024.121267,10.1016/j.ins.2024.121267,"[""10.1016/j.ins.2024.121267""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,confirmed,"[""confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:3e9b289ae248f660"",""south china university of technology"",[""patrick p. k. chan"",""chuanxin zhang"",""haitao chen"",""jingwen deng""]],[""institution:2f2a5a5c1021efe4"",""huya inc."",[""xiao meng""]]]","[[""institution:3e9b289ae248f660"",""south china university of technology"",[""patrick p. k. chan"",""chuanxin zhang"",""haitao chen"",""jingwen deng""]],[""institution:2f2a5a5c1021efe4"",""huya inc."",[""xiao meng""]]]","[""[[\""institution:3e9b289ae248f660\"",\""south china university of technology\"",[\""patrick p. k. chan\"",\""chuanxin zhang\"",\""haitao chen\"",\""jingwen deng\""]],[\""institution:2f2a5a5c1021efe4\"",\""huya inc.\"",[\""xiao meng\""]]]""]",CONSISTENT,,
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""chuanxin zhang"",[""institution:3e9b289ae248f660""]],[""haitao chen"",[""institution:3e9b289ae248f660""]],[""jingwen deng"",[""institution:3e9b289ae248f660""]],[""patrick p. k. chan"",[""institution:3e9b289ae248f660""]],[""xiao meng"",[""institution:2f2a5a5c1021efe4""]]]","[[""chuanxin zhang"",[""institution:3e9b289ae248f660""]],[""haitao chen"",[""institution:3e9b289ae248f660""]],[""jingwen deng"",[""institution:3e9b289ae248f660""]],[""patrick p. k. chan"",[""institution:3e9b289ae248f660""]],[""xiao meng"",[""institution:2f2a5a5c1021efe4""]]]","[""[[\""chuanxin zhang\"",[\""institution:3e9b289ae248f660\""]],[\""haitao chen\"",[\""institution:3e9b289ae248f660\""]],[\""jingwen deng\"",[\""institution:3e9b289ae248f660\""]],[\""patrick p. k. chan\"",[\""institution:3e9b289ae248f660\""]],[\""xiao meng\"",[\""institution:2f2a5a5c1021efe4\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:3e9b289ae248f6600cee"",""location:0983c64cf9d4e52c81df""]","[""location:3e9b289ae248f6600cee"",""location:0983c64cf9d4e52c81df""]","[""[\""location:3e9b289ae248f6600cee\""]"",""[\""location:0983c64cf9d4e52c81df\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:3312da81174f7d411081,curated:3312da81174f7d411081,curated:3312da81174f7d411081,"[""curated:3312da81174f7d411081""]",CONSISTENT,,
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,evolution of detection performance throughout the online lifespan of synthetic images,evolution of detection performance throughout the online lifespan of synthetic images,"[""evolution of detection performance throughout the online lifespan of synthetic images""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Dimitrios Karageogiou; Quentin Bammey; Valentin Porcellini; Bertrand Goupil; Denis Teyssou; Symeon Papadopoulos,"[""dimitrios karageogiou"",""quentin bammey"",""valentin porcellini"",""bertrand goupil"",""denis teyssou"",""symeon papadopoulos""]","[""dimitrios karageogiou"",""quentin bammey"",""valentin porcellini"",""bertrand goupil"",""denis teyssou"",""symeon papadopoulos""]","[""[\""dimitrios karageogiou\"",\""quentin bammey\"",\""valentin porcellini\"",\""bertrand goupil\"",\""denis teyssou\"",\""symeon papadopoulos\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,"[""2024""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,European Conference on Computer Vision,european conference on computer vision,european conference on computer vision,"[""european conference on computer vision""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1007/978-3-031-92648-8_24,10.1007/978-3-031-92648-8_24,10.1007/978-3-031-92648-8_24,"[""10.1007/978-3-031-92648-8_24""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""dataset""]","[""dataset""]","[""dataset""]","[""[\""dataset\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,corrected_by_admin,"[""confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:f841aa8a7a0d29aa"",""centre for research and technology hellas"",[""dimitrios karageogiou"",""symeon papadopoulos""]],[""institution:29645bb566fcd576"",""french national centre for scientific research"",[""quentin bammey""]],[""institution:0c5e25ec47ce33fe"",""paris-saclay university"",[""quentin bammey""]],[""institution:995961c53e221f07"",""centre borelli"",[""quentin bammey""]],[""institution:e24529de73ecaa2c"",""agence france-presse"",[""valentin porcellini"",""bertrand goupil"",""denis teyssou""]],[""institution:212d8dcc1a46b96e"",""ens paris-saclay"",[""quentin bammey""]]]","[[""institution:f841aa8a7a0d29aa"",""centre for research and technology hellas"",[""dimitrios karageogiou"",""symeon papadopoulos""]],[""institution:29645bb566fcd576"",""french national centre for scientific research"",[""quentin bammey""]],[""institution:0c5e25ec47ce33fe"",""paris-saclay university"",[""quentin bammey""]],[""institution:995961c53e221f07"",""centre borelli"",[""quentin bammey""]],[""institution:e24529de73ecaa2c"",""agence france-presse"",[""valentin porcellini"",""bertrand goupil"",""denis teyssou""]],[""institution:212d8dcc1a46b96e"",""ens paris-saclay"",[""quentin bammey""]]]","[""[[\""institution:f841aa8a7a0d29aa\"",\""centre for research and technology hellas\"",[\""dimitrios karageogiou\"",\""symeon papadopoulos\""]],[\""institution:29645bb566fcd576\"",\""french national centre for scientific research\"",[\""quentin bammey\""]],[\""institution:0c5e25ec47ce33fe\"",\""paris-saclay university\"",[\""quentin bammey\""]],[\""institution:995961c53e221f07\"",\""centre borelli\"",[\""quentin bammey\""]],[\""institution:e24529de73ecaa2c\"",\""agence france-presse\"",[\""valentin porcellini\"",\""bertrand goupil\"",\""denis teyssou\""]],[\""institution:212d8dcc1a46b96e\"",\""ens paris-saclay\"",[\""quentin bammey\""]]]""]",CONSISTENT,,
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""bertrand goupil"",[""institution:e24529de73ecaa2c""]],[""denis teyssou"",[""institution:e24529de73ecaa2c""]],[""dimitrios karageogiou"",[""institution:f841aa8a7a0d29aa""]],[""quentin bammey"",[""institution:0c5e25ec47ce33fe"",""institution:212d8dcc1a46b96e"",""institution:29645bb566fcd576"",""institution:995961c53e221f07""]],[""symeon papadopoulos"",[""institution:f841aa8a7a0d29aa""]],[""valentin porcellini"",[""institution:e24529de73ecaa2c""]]]","[[""bertrand goupil"",[""institution:e24529de73ecaa2c""]],[""denis teyssou"",[""institution:e24529de73ecaa2c""]],[""dimitrios karageogiou"",[""institution:f841aa8a7a0d29aa""]],[""quentin bammey"",[""institution:0c5e25ec47ce33fe"",""institution:212d8dcc1a46b96e"",""institution:29645bb566fcd576"",""institution:995961c53e221f07""]],[""symeon papadopoulos"",[""institution:f841aa8a7a0d29aa""]],[""valentin porcellini"",[""institution:e24529de73ecaa2c""]]]","[""[[\""bertrand goupil\"",[\""institution:e24529de73ecaa2c\""]],[\""denis teyssou\"",[\""institution:e24529de73ecaa2c\""]],[\""dimitrios karageogiou\"",[\""institution:f841aa8a7a0d29aa\""]],[\""quentin bammey\"",[\""institution:0c5e25ec47ce33fe\"",\""institution:212d8dcc1a46b96e\"",\""institution:29645bb566fcd576\"",\""institution:995961c53e221f07\""]],[\""symeon papadopoulos\"",[\""institution:f841aa8a7a0d29aa\""]],[\""valentin porcellini\"",[\""institution:e24529de73ecaa2c\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:29645bb566fcd57661c6"",""location:0c5e25ec47ce33feefff"",""location:a49f89dd24b6ef783b6e"",""location:c64d893ba4b9fb6519ab"",""location:8afd9ebdc11321948889"",""location:2be8edf081e0c9efdf5d""]","[""location:29645bb566fcd57661c6"",""location:0c5e25ec47ce33feefff"",""location:a49f89dd24b6ef783b6e"",""location:c64d893ba4b9fb6519ab"",""location:8afd9ebdc11321948889"",""location:2be8edf081e0c9efdf5d""]","[""[\""location:29645bb566fcd57661c6\""]"",""[\""location:0c5e25ec47ce33feefff\""]"",""[\""location:a49f89dd24b6ef783b6e\""]"",""[\""location:c64d893ba4b9fb6519ab\""]"",""[\""location:8afd9ebdc11321948889\""]"",""[\""location:2be8edf081e0c9efdf5d\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:2117831292318de4cf18,curated:2117831292318de4cf18,curated:2117831292318de4cf18,[],CONSISTENT,,
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,Explainable Artifacts for Synthetic Western Blot Source Attribution,explainable artifacts for synthetic western blot source attribution,explainable artifacts for synthetic western blot source attribution,[],DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,"João Phillipe Cardenuto, Sara Mandelli, Daniel Moreira, Paolo Bestagini, Edward J. Delp, Anderson Rocha","[""joão phillipe cardenuto, sara mandelli, daniel moreira, paolo bestagini, edward j. delp, anderson rocha""]","[""joão phillipe cardenuto"",""sara mandelli"",""daniel moreira"",""paolo bestagini"",""edward j. delp"",""anderson rocha""]",[],DISPLAY_ONLY,Admin→public author presentation,Equivalent ordered author text uses different list delimiters.
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2024,2024,2024,[],DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,IEEE International Workshop on Information Forensics and Security,ieee international workshop on information forensics and security,ieee international workshop on information forensics and security,[],DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,[],CONSISTENT,,
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1109/wifs61860.2024.10810680,10.1109/wifs61860.2024.10810680,10.1109/wifs61860.2024.10810680,[],DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,2409.18881,2409.18881,2409.18881,[],DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://arxiv.org/abs/<id>
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,source_attribution,source_attribution,source_attribution,[],DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]",[],DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:2117831292318de4cf18,Explainable Artifacts for Synthetic Western Blot Source Attribution,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,[],DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
