institution,canonical_institution_name,institution_id,detected_language,related_paper_id,title,year,doi,openalex_url,institution_authors,raw_affiliation,evidence_source,evidence_url,suggested_city,suggested_country,matched_institution,suggested_canonical_institution,match_method,similarity_score,confidence,openalex_institution_id,ror_id,wikidata_id,review_status,location_status,coordinate_status,created_at,updated_at
Data61,Data61,institution:3be1ce40ea53f6d2,,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,https://openalex.org/W4408354801,Derui Wang,"CSIRO&#x2019;s Data61,Australia",OpenAlex authorships,https://openalex.org/W4408354801,,,,,,,,,,,ignore,missing,missing,2026-08-01T13:17:30Z,2026-08-01T13:28:01Z
Xiaohongshu Inc.,Xiaohongshu Inc.,institution:d1012c88e7ee61fd,,openalex:W4409149749,Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,2025,10.1145/3690624.3709392,https://openalex.org/W4409149749,Jiayin Cai; Xiaolong Jiang; Yao Hu,"Xiaohongshu Inc., Beijing, China",PDF,https://arxiv.org/pdf/2408.06741,,,,,,,,,,,ambiguous,needs_coordinate_review,ambiguous,2026-08-07T03:50:32Z,2026-08-07T04:01:45Z
Guangdong Technion-Israel Institute of Technology,Guangdong Technion-Israel Institute of Technology,institution:cab25d5cf69f9936,,curated:983a33a1268421bbfc71,Dual-branch AIGC image detection leveraging integrated semantic and frequency-domain features,2026,10.1016/j.cviu.2026.104893,https://openalex.org/W7172206884,Lei Teng,"Technion-Israel Institute of Technology, Shantou, 515041, Guangdong, China",OpenAlex authorships,https://openalex.org/W7172206884,,,,,,,,,,,confirmed,known,known,2026-08-07T07:20:24Z,2026-08-07T07:50:56Z
Guangdong Technion-Israel Institute of Technology,Guangdong Technion-Israel Institute of Technology,institution:cab25d5cf69f9936,,curated:983a33a1268421bbfc71,Dual-branch AIGC image detection leveraging integrated semantic and frequency-domain features,2026,10.1016/j.cviu.2026.104893,https://openalex.org/W7172206884,Teng Lei,"Technion-Israel Institute of Technology, Shantou, 515041, Guangdong, China",OpenAlex authorships,https://openalex.org/W7172206884,,,,,,,,,,,confirmed,known,known,2026-08-07T07:23:07Z,2026-08-07T07:50:56Z
University of Al-Qadisiyah,University of Al-Qadisiyah,institution:ace1428e2323596a,,curated:e8b546496836adcf6c1a,Learning Generalizable Visual Representations for AI-Generated Image Detection,2026,10.71229/4kj12980,https://openalex.org/W7171777762,Roaa Ghanim; Nibras Hmaizah,"General Directorate of Education in Al- Qadisiyah Govemorate, Diwaniyah, Iraq",OpenAlex authorships,https://openalex.org/W7171777762,,IQ,,,,,,https://openalex.org/I4210126504,,,ignore,missing,missing,2026-08-07T07:24:28Z,2026-08-07T07:50:30Z
General Directorate of Education in Al-Qadisiyah Governorate,General Directorate of Education in Al-Qadisiyah Governorate,institution:584ce56aba1d421b,,curated:e8b546496836adcf6c1a,Learning Generalizable Visual Representations for AI-Generated Image Detection,2026,10.71229/4kj12980,https://openalex.org/W7171777762,Roaa Ghanim; Nibras Hmaizah,"General Directorate of Education in Al-Qadisiyah Govemorate, Diwaniyah, Iraq",OpenAlex authorships,https://openalex.org/W7171777762,,,,,,,,,,,confirmed,known,known,2026-08-07T07:28:51Z,2026-08-07T08:35:17Z
Guizhou University,Guizhou University,institution:4fb750575364983b,,curated:4cabfafef8c066c51924,Synthetic image detection method integrating neural ordinary differential equations and spatial attention transformer,2026,10.1007/s11227-026-08734-9,https://openalex.org/W7171740585,Tao Yang; Qian Zhang; Bin Hu; Haiyan Jin; Lian Zhu,"Key Laboratory of Pattern Recognition and Intelligent Systems of Guizhou, Guizhou Minzu University, Guiyang, 550025, China | School of Data Science and Information Engineering, Guizhou Minzu University, Guiyang, 550025, China | Department of Computer Science, Guizhou Police College, Guiyang, 550000, China",OpenAlex authorships,https://openalex.org/W7171740585,,CN,,,,,,https://openalex.org/I178232147,,,ignore,missing,missing,2026-08-07T07:34:25Z,2026-08-07T07:50:03Z
Guizhou Minzu University,Guizhou Minzu University,institution:905a9d3ec1d52c0b,,curated:4cabfafef8c066c51924,Synthetic image detection method integrating neural ordinary differential equations and spatial attention transformer,2026,10.1007/s11227-026-08734-9,https://openalex.org/W7171740585,Tao Yang; Qian Zhang; Bin Hu; Haiyan Jin; Lian Zhu,"Key Laboratory of Pattern Recognition and Intelligent Systems of Guizhou, Guizhou Minzu University, Guiyang, 550025, China | School of Data Science and Information Engineering, Guizhou Minzu University, Guiyang, 550025, China | Department of Computer Science, Guizhou Police College, Guiyang, 550000, China",OpenAlex authorships,https://openalex.org/W7171740585,,,,,,,,,,,confirmed,known,known,2026-08-07T07:34:25Z,2026-08-07T08:28:49Z
Guizhou Police College,Guizhou Police College,institution:24b3b4892146f8f3,,curated:4cabfafef8c066c51924,Synthetic image detection method integrating neural ordinary differential equations and spatial attention transformer,2026,10.1007/s11227-026-08734-9,https://openalex.org/W7171740585,Qian Zhang,"Department of Computer Science, Guizhou Police College, Guiyang 550000, Chin",OpenAlex authorships,https://openalex.org/W7171740585,,,,,,,,,,,confirmed,known,known,2026-08-07T07:36:19Z,2026-08-07T08:27:18Z
"Antgroup, Hangzhou, China","Antgroup, Hangzhou, China",institution:b4ddcbb2ba993b21,,curated:9ec7092e57766741468f,Generalizable and Adaptive Continual Learning Framework for AI-Generated Image Detection,2026,10.1109/tmm.2026.3651067,https://openalex.org/W7118208389,Jun Lan; Huijia Zhu; Weiqiang Wang,"Antgroup, Hangzhou, China",OpenAlex raw affiliation strings,https://openalex.org/W7118208389,,,,,,,,,,,ignore,missing,missing,2026-08-07T07:47:42Z,2026-08-07T07:50:15Z
"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur",institution:4269181ef8bd7d6e,,curated:86507b243a7d58c76b2c,Deep-synthesized image detection via multi-domain feature fusion and explainable AI guided color model selection,2026,10.1016/j.cviu.2026.104881,https://openalex.org/W7170425343,Priyaranjan Misra; Ruchira Naskar,"Department of Information Technology, Indian Instituteof Engineering Science and Technology, Shibpur, 711103, India",OpenAlex authorships,https://openalex.org/W7170425343,,,,,,,,,,,confirmed,known,known,2026-08-07T08:36:22Z,2026-08-07T09:08:05Z
HKU Shanghai Intelligent Computing Research Center,HKU Shanghai Intelligent Computing Research Center,institution:0094b55826d7cf3e,,curated:762982679d91cd198a41,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,https://doi.org/10.1109/cvpr52734.2025.00400,https://openalex.org/W4413156425,Ping Luo,,PDF,,,,,,,,,,,,confirmed,known,known,2026-08-07T08:53:00Z,2026-08-07T08:59:21Z
Zhejiang Laboratory,Zhejiang Lab,institution:2f8c9f8f9209013d,,curated:762982679d91cd198a41,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,https://doi.org/10.1109/cvpr52734.2025.00400,https://openalex.org/W4413156425,Chenghui Lv; Xian Li; Kelu Yao; Chao Li,,PDF,,,,Zhejiang Lab,,,,,,,,alias_of_confirmed,missing,missing,2026-08-07T08:54:06Z,2026-08-07T08:57:01Z
Hangzhou Institute for Advanced Study,Hangzhou Institute for Advanced Study,institution:fe6f0cc7c1924a6a,,curated:762982679d91cd198a41,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,https://doi.org/10.1109/cvpr52734.2025.00400,https://openalex.org/W4413156425,Chenghui Lv,"Hangzhou Institute for Advanced Study, University of Chinese Academy of Sciences",PDF,,,,,,,,,,,,confirmed,known,known,2026-08-07T08:54:28Z,2026-08-07T09:03:40Z
Alibaba,Alibaba Group,institution:73f449eb6a3c05d3,,curated:762982679d91cd198a41,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,https://doi.org/10.1109/cvpr52734.2025.00400,https://openalex.org/W4413156425,Shichao Dong,"Alibaba, Beijing, China",,,,,,,,,,,,,pending_review,known,known,2026-08-07T08:55:49Z,2026-08-08T10:53:35Z
MEGVII Technology,MEGVII Technology,institution:34697ffbc06b8534,,curated:762982679d91cd198a41,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,https://doi.org/10.1109/cvpr52734.2025.00400,https://openalex.org/W4413156425,Huadong Li,,PDF,,,,,,,,,,,,confirmed,known,known,2026-08-07T08:56:07Z,2026-08-07T09:06:02Z
Henan University,Henan University,institution:8b4dcb3a02140b15,,openalex:W7160017581,ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,https://doi.org/10.1109/iccv51701.2025.01510,https://openalex.org/W7160017581,Yingjian Chen; Lei Zhang; Yakun Niu,"Henan Key Laboratory of Big Data Analysis and Processing, School of Computer and Information Engineering, Henan University",,,,,,,,,,,,,confirmed,known,known,2026-08-07T17:32:59Z,2026-08-07T19:51:26Z
Polytechnic Institute of Turin,Polytechnic Institute of Turin,institution:bce986d0881eaaed,,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,https://openalex.org/W4414945373,Marco Nurisso,"Polytechnic Institute of Turin, Turin, Italy, IT",OpenAlex raw affiliation strings,https://openalex.org/W4414945373,,,,,,,,,,,confirmed,known,known,2026-08-07T17:47:09Z,2026-08-07T19:53:08Z
Center for Artificial Intelligence (CENTAI),Center for Artificial Intelligence,institution:6e9fae05d0f9bbc3,,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,https://openalex.org/W4414945373,Alan Perotti; Mirko Zaffaroni,"CENTAI Institute, Turin, Italy, IT",,,Turin,Italy,,,,,,,,,confirmed,known,known,2026-08-07T17:48:53Z,2026-08-07T20:04:16Z
WeChat AI,WeChat AI,institution:e75cc4bbe66bd6c8,,openalex:W4413146372,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,https://doi.org/10.1109/cvpr52734.2025.01255,https://openalex.org/W4413146372,Zexi Jia; Chuanwei Huang; Yeshuang Zhu; Xiaoyue Duan; Yuan Zhiqiang; Ying Deng; Jiapei Zhang; Jinchao Zhang; Jie Zhou,"WeChat AI, Tencent Inc, China",,,,,,,,,,,,,confirmed,known,known,2026-08-07T17:53:08Z,2026-08-07T20:02:28Z
Center for Artificial Intelligence (CENTAI)),Center for Artificial Intelligence,institution:6e9fae05d0f9bbc3,,curated:cda6067db322246e8195,No Detector to Rule Them All,2025,10.1145/3746265.3759659,https://openalex.org/W4414945373,Alan Perotti; Mirko Zaffaroni,"CENTAI Institute, Turin, Italy, IT",,,Turin,Italy,,,,,,,,,confirmed,known,known,2026-08-07T19:55:35Z,2026-08-07T20:04:16Z
University of Oregon,University of Oregon,institution:6527630c76c9d56a,,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Yingjiu Li,"University of Oregon, Eugene, OR, USA",OpenAlex authorships,https://openalex.org/W7140557520,,,,,,,,,,,confirmed,known,known,2026-08-07T20:16:06Z,2026-08-08T09:55:05Z
Boston University,Boston University,institution:2c846bda509d7d12,,curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,10.1109/tdsc.2026.3677794,https://openalex.org/W7140557520,Shengzhi Zhang,"Boston University MET College, Boston, MA, USA",OpenAlex authorships,https://openalex.org/W7140557520,,,,,,,,,,,confirmed,known,known,2026-08-07T20:16:52Z,2026-08-08T09:55:23Z
Comilla University,Comilla University,institution:7182b5831d4ba8a2,,openalex:W7164298589,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,2026,https://doi.org/10.1109/qpain69676.2026.11546484,https://openalex.org/W7164298589,Md Abu Sayeb Rayhan; Ajoy Shutra Dhar,"Department of Computer Science and Engineering, Comilla University, Cumilla, Bangladesh",,,,,,,,,,,,,confirmed,known,known,2026-08-09T08:29:27Z,2026-08-09T10:24:05Z
Jahangirnagar University,Jahangirnagar University,institution:b6af627e10ca7fed,,openalex:W7164298589,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,2026,https://doi.org/10.1109/qpain69676.2026.11546484,https://openalex.org/W7164298589,Hustagna Hiya,"Institute of Information Technology, Jahangirnagar University, Dhaka, Bangladesh",,,,,,,,,,,,,confirmed,known,known,2026-08-09T08:29:27Z,2026-08-09T10:25:07Z
The State Information Center,The State Information Center,institution:0c402f0a171364b7,,openalex:W2972023908,No One Can Escape: A General Approach to Detect Tampered and Generated Image,2019,10.1109/access.2019.2939812,https://openalex.org/W2972023908,Zhiqiang Wang,"The State Information Center, Beijing, China",,,Beijing,China,,,,,,,,,confirmed,known,known,2026-08-09T10:37:42Z,2026-08-22T16:46:23Z
Xiangtan University,Xiangtan University,institution:4f497a7bcb962081,,curated:ed5f779be1e71edddcee,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,2026,10.1007/978-3-032-31663-9_45,https://openalex.org/W7172125459,Xiandang Luo,"Xiangtan University, Xiangtan, 411100, China",,,,,,,,,,,,,confirmed,known,known,2026-08-10T12:32:57Z,2026-08-10T12:35:17Z
China Aerospace Science and Technology Corporation,China Aerospace Science and Technology Corporation,institution:da010bc29a5f87b0,,curated:ed5f779be1e71edddcee,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,2026,10.1007/978-3-032-31663-9_45,https://openalex.org/W7172125459,Sai Cheng,"Xiaomi Corporation, Beijing, 100871, China",,,,CN,,,,,,https://openalex.org/I2802615301,,,ignore,missing,missing,2026-08-10T12:32:57Z,2026-08-10T12:35:41Z
Xiaomi Corporation,Xiaomi Corporation,institution:a0c0138d9a974517,,curated:ed5f779be1e71edddcee,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,2026,10.1007/978-3-032-31663-9_45,https://openalex.org/W7172125459,Sai Cheng,"Xiaomi Corporation, Beijing, 100871, China",,,,,,,,,,,,,confirmed,known,known,2026-08-10T12:34:35Z,2026-08-10T12:38:36Z
Indian Institute of Technology Mandi,Indian Institute of Technology Mandi,institution:0c014e2f36e84d1b,,curated:b4940a39cbd4a3117473,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,2026,10.1007/978-3-032-31933-3_5,https://openalex.org/W7172102928,Parul Chaudhary; Arnav Bhavsar,"School of Computing and Electrical Engineering, Indian Institute of Technology Mandi, Mandi, India",,,,,,,,,,,,,confirmed,known,known,2026-08-10T12:40:00Z,2026-08-10T12:41:31Z
Google DeepMind,Google DeepMind,institution:2b6e51bec93e86c1,,openalex:W4413145917,A Bias-Free Training Paradigm for More General AI-generated Image Detection,2025,10.1109/cvpr52734.2025.01741,https://openalex.org/W4413145917,Ben Usman; Avneesh Sud,Google DeepMind,,,,,,,,,,,,,confirmed,known,known,2026-08-11T09:10:35Z,2026-08-11T09:15:41Z
Beijing Electronic Science and Technology Institute,Beijing Electronic Science and Technology Institute,institution:a8472ecf227d6190,,openalex:W2972023908,No One Can Escape: A General Approach to Detect Tampered and Generated Image,2019,10.1109/access.2019.2939812,https://openalex.org/W2972023908,Jianyi Zhang,"Beijing Electronic Science and Technology Institute, Beijing, China",,,,,,,,,,,,,confirmed,known,known,2026-08-11T09:46:58Z,2026-08-11T10:31:32Z
Bangladesh University of Engineering and Technology,Bangladesh University of Engineering and Technology,institution:a273d5856c9d065c,,openalex:W4386590429,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,2023,10.1109/icip49359.2023.10222083,https://openalex.org/W4386590429,Md Awsafur Rahman; Bishmoy Paul; Najibul Haque Sarker; Zaber Ibn Abdul Hakim; Shaikh Anowarul Fattah,"Dept. of EEE, BUET, Bangladesh",,,,,,,,,,,,,confirmed,known,known,2026-08-11T09:46:58Z,2026-08-11T10:36:37Z
Polytechnic University of Milan,Polytechnic University of Milan,institution:fed327d8187255e5,,curated:90ac5206f85eaebc7203,WILD: a new in-the-Wild Image Linkage Dataset for synthetic image attribution,2025,10.1109/ijcnn64981.2025.11227289,https://openalex.org/W4416252268,Sara Mandelli; Paolo Bestagini,"Department of Electronics, Informatics, and Bioengineering, Politecnico di Milano, Italy",,,Milan,Italy,,,,,,,,,confirmed,known,known,2026-08-11T10:07:40Z,2026-08-22T16:44:45Z
Fraunhofer Institute for Industrial Mathematics ITWM,Fraunhofer Institute for Industrial Mathematics ITWM,institution:ce832fad3d4de534,,curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2025,10.1007/978-3-031-92089-9_6,https://openalex.org/W4410706528,Patrick Grommelt; Louis Weiss; Franz-Josef Pfreundt,"Competence Center High Performance Computing, Fraunhofer ITWM, Kaiserslautern, Germany",,,,,,,,,,,,,confirmed,known,known,2026-08-11T10:13:53Z,2026-08-11T10:35:44Z
National Interuniversity Consortium for Informatics (CINI),National Interuniversity Consortium for Informatics,institution:b4e88842382d76c1,,curated:79adf19ca6991c1d85f8,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,10.48550/arxiv.2506.03988,https://openalex.org/W4417114708,Angelo Sotgiu; Maura Pintor; Battista Biggio,"CINI, Italy",,,,,,,,,,,,,confirmed,known,known,2026-08-11T10:29:19Z,2026-08-11T10:33:44Z
Swiss federal Institute of Technology in Lausanne,Swiss federal Institute of Technology in Lausanne,institution:4bbe21fee76b02a9,,curated:98bed92571e23d5df139,AI-Generated Image Detection: Challenges and Recent Advances,2026,10.1007/978-3-032-11782-3_6,https://openalex.org/W7159927480,Quentin Bammey,"Ecole Polytechnique Federale de Lausanne (EPFL), Lausanne, Switzerland",,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:04:19Z,2026-08-11T21:03:58Z
Télécom Paris,Télécom Paris,institution:53765f8a62a101ca,,curated:98bed92571e23d5df139,AI-Generated Image Detection: Challenges and Recent Advances,2026,10.1007/978-3-032-11782-3_6,https://openalex.org/W7159927480,Quentin Bammey,"LTCI, Télécom Paris, Institut Polytechnique de Paris, Palaiseau, France",,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:07:43Z,2026-08-11T17:09:07Z
McGill University,McGill University,institution:f138c3615bfbd805,,curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,2025,,https://openalex.org/W4414975347,Victor Livernoche; Zachary Yang; Reihaneh Rabbany,McGill University,,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:35:40Z,2026-08-11T21:00:05Z
Mila - Quebec Artificial Intelligence Institute,Mila - Quebec Artificial Intelligence Institute,institution:e9687e710c08b33b,,curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,2025,,https://openalex.org/W4414975347,Victor Livernoche; Akshatha Arodi; Andreea Musulan; Zachary Yang; Adam Salvail; Gaétan Marceau Caron; Jean-François Godbout; Reihaneh Rabbany,Mila - Quebec Artificial Intelligence Institute,,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:35:58Z,2026-08-11T21:02:53Z
Université de Montréal,Université de Montréal,institution:7365674b49d794c0,,curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,2025,,https://openalex.org/W4414975347,Andreea Musulan; Jean-François Godbout,Université de Montréal,,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:37:13Z,2026-08-11T20:59:30Z
IVADO,IVADO,institution:a4967ac8ddffe56e,,curated:ffa24185c2c870a44bde,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,2025,,https://openalex.org/W4414975347,Andreea Musulan,IVADO,,,,,,,,,,,,,confirmed,known,known,2026-08-11T17:37:45Z,2026-08-11T21:07:12Z
The University of Western Australia,The University of Western Australia,institution:85454e059db548bc,,curated:f3aa81928c76cd4b3903,GenSyn10: A Multi-Generative AI Dataset for Benchmarking Image Classification,2026,,https://openalex.org/W7169872909,Md Faraz Kabir Khan; Saeed Anwar; Ghulam Mubashar Hassan,"Department of Computer Science and Software Engineering The University of Western Australia Perth, WA 6009",,,,,,,,,,,,,confirmed,known,known,2026-08-11T20:04:09Z,2026-08-11T20:59:46Z
Institute of Informatics and Telematics of the National Research Council of Italy,Institute of Informatics and Telematics of the National Research Council of Italy,institution:44fbaa4433d00f61,,curated:c3041d4480f5780e7492,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,10.1145/3665497,https://openalex.org/W4398184526,Rita Cucchiara,"IIT-CNR, Pisa, Italy",,,,,,,,,,,,,confirmed,known,known,2026-08-11T20:35:49Z,2026-08-11T21:01:59Z
Reichman University,Reichman University,institution:ef0812aa48e97be6,,openalex:W4394597038,Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,2024,10.1109/wacv57701.2024.00402,https://openalex.org/W4394597038,Sergey Sinitsa; Ohad Fried,Reichman University,,,,,,,,,,,,,confirmed,known,known,2026-08-16T09:25:08Z,2026-08-16T14:47:10Z
Stuttgart Media University,Stuttgart Media University,institution:d4c79ca44c5dbbbc,,curated:5fde2c559e029508e0c3,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,2025,10.48550/arxiv.2412.09715,https://openalex.org/W4405432911,Philipp Moeßner; Heike Adel,"Hochschule der Medien Stuttgart , Germany",,,,,,,,,,,,,confirmed,known,known,2026-08-16T09:37:59Z,2026-08-16T14:41:50Z
ENS Paris-Saclay,ENS Paris-Saclay,institution:212d8dcc1a46b96e,,curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2025,10.1007/978-3-031-92648-8_24,https://openalex.org/W4410888267,Quentin Bammey,"Université Paris-Saclay, ENS Paris-Saclay, CNRS, Centre Borelli, France",,,,,,,,,,,,,confirmed,known,known,2026-08-16T10:02:09Z,2026-08-16T14:43:59Z
Centre Borelli,Centre Borelli,institution:995961c53e221f07,,curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2025,10.1007/978-3-031-92648-8_24,https://openalex.org/W4410888267,Quentin Bammey,Centre Borelli,,,,,,,,,,,,,confirmed,known,known,2026-08-16T10:04:53Z,2026-08-16T14:42:07Z
Agence France-Presse,Agence France-Presse,institution:e24529de73ecaa2c,,curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2025,10.1007/978-3-031-92648-8_24,https://openalex.org/W4410888267,Valentin Porcellini; Bertrand Goupil; Denis Teyssou,"Agence France-Presse, France",,,,,,,,,,,,,confirmed,known,known,2026-08-16T10:04:53Z,2026-08-16T14:43:40Z
University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,institution:5fc8d686887fa82a,,curated:0fb6a9c0db904eae726d,Generalizable Synthetic Image Detection via Language-Guided Contrastive Learning,2025,10.1109/tai.2025.3641104,https://openalex.org/W4378506811,Haiwei Wu,"School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",,,,,,,,,,,,,confirmed,known,known,2026-08-16T13:05:04Z,2026-08-16T14:41:26Z
NVIDIA,NVIDIA,institution:8d4321d936320802,,curated:a35e111d52c6ad788ef7,On the Detection of Synthetic Images Generated by Diffusion Models,2023,10.1109/icassp49357.2023.10095167,https://openalex.org/W4375869427,Koki Nagano,NVIDIA,,,,,,,,,,,,,confirmed,known,known,2026-08-16T13:20:27Z,2026-08-16T14:42:30Z
Bay Institute,Bay Institute,institution:042deeccb5521315,,curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3698571,https://openalex.org/W7163057035,Jun Wang; Zitong Yu; Chaomeng Chen,"School of Computing and Information Technology and the Great Bay Institute for Advanced Study (GBIAS), Great Bay University, Dongguan, China",,,,,,,,,,,,,ignore,missing,missing,2026-08-16T13:43:23Z,2026-08-16T14:43:09Z
Shandong Normal University,Shandong Normal University,institution:39263f3dbe1e47f9,,curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3698571,https://openalex.org/W7163057035,Lingchen Gu; Wenbo Wan,"School of Information Science and Engineering, Shandong Normal University, Jinan, China",,,,,,,,,,,,,confirmed,known,known,2026-08-16T13:43:39Z,2026-08-16T14:40:59Z
Shri Ramdeobaba College of Engineering & Management,Shri Ramdeobaba College of Engineering & Management,institution:9a733d8202685d10,,openalex:W4410026772,Deepfake Image Detection Using Convolutional Neural Network,2025,10.1007/978-981-96-1981-8_5,https://openalex.org/W4410026772,Gouri Morankar; Rahul Tripathi; Shaili Dhanore; Yash Tiwari,"Department of Electronics Engineering, Shri Ramdeobaba College of Engineering & Management, Nagpur, Maharashtra, India",,,,,,,,,,,,,confirmed,known,known,2026-08-16T13:51:39Z,2026-08-16T14:49:06Z
NAVER,NAVER,institution:6d5510a695d0a614,,openalex:W4312710588,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,https://openalex.org/W4312710588,Yonghyun Jeong,"Clova, NAVER, Seongnam-si, South Korea",,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:02:21Z,2026-08-16T14:51:11Z
LINE Plus,LINE Plus,institution:e803ae4c1872dfa7,,openalex:W4312710588,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,https://openalex.org/W4312710588,Doyeon Kim,"LINE Plus, Seongnam-si, South Korea",,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:02:50Z,2026-08-16T14:51:43Z
Samsung SDS,Samsung SDS,institution:c13e2f4a44bb01ed,,openalex:W4312710588,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,https://openalex.org/W4312710588,Pyounggeon Kim,"Samsung SDS, Seongnam-si, South Korea",,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:04:08Z,2026-08-16T14:52:11Z
Saintgits College of Engineering,Saintgits College of Engineering,institution:96c75ff3447d87bb,,openalex:W3128257465,Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,10.1007/978-3-030-49500-8_3,https://openalex.org/W3128257465,K. Remya Revi; K. R. Vidya; M. Wilscy,"Saintgits College of Engineering, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India",,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:24:11Z,2026-08-16T14:34:17Z
Great Bay University,Great Bay University,institution:c33f0550d2263d47,,curated:75b4ab2d95e995615ae2,Quality-Guided Forgery Adapter for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3698571,https://openalex.org/W7163057035,Jun Wang; Zitong Yu; Chaomeng Chen,"School of Computing and Information Technology and the Great Bay Institute for Advanced Study (GBIAS), Great Bay University, Dongguan, China",,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:42:59Z,2026-08-16T14:48:21Z
Scam AI,Scam AI,institution:5bca0447cd36c94e,,curated:9637c6ae3ad013926898,How Well Are Open Sourced AI-Generated Image Detection Models Out-of-the-Box: A Comprehensive Benchmark Study,2026,,https://openalex.org/W7128556178,Simiao Ren; Kidus Zewde; Hatsanai Tiangratanakul; Tsang Ng,Scam AI,,,,,,,,,,,,,confirmed,known,known,2026-08-16T14:58:24Z,2026-08-16T15:12:07Z
Washington University in St. Louis,Washington University in St. Louis,institution:97a78e53265fe882,,curated:9637c6ae3ad013926898,How Well Are Open Sourced AI-Generated Image Detection Models Out-of-the-Box: A Comprehensive Benchmark Study,2026,,https://openalex.org/W7128556178,En Wei,,,,,,,,,,,,,,confirmed,known,known,2026-08-16T15:00:04Z,2026-08-16T15:03:24Z
