taxonomy_id,paper_id,title,year,doi,arxiv_id,openalex_url,tasks,image_scopes,research_types,tasks_status,tasks_review_reason,tasks_evidence_tier,tasks_evidence_source,tasks_evidence_excerpt,image_scopes_status,image_scopes_review_reason,image_scopes_evidence_tier,image_scopes_evidence_source,image_scopes_evidence_excerpt,research_types_status,research_types_review_reason,research_types_evidence_tier,research_types_evidence_source,research_types_evidence_excerpt,taxonomy_status,audited_at
paper_id:curated:853c7e2ae5f343438dd5,curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-Hoc Attribution of GAN Generated Images via Latent Recovery,2022,10.1109/ijcnn55064.2022.9892704,,https://openalex.org/W4312387978,source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Our attribution method is designed based on the fact that latent recovery can attain better image recovery if images to be attributed are generated by the source model.,reviewed,,reused_audit+abstract,openalex,Did You Use My GAN to Generate Fake? Post-Hoc Attribution of GAN Generated Images via Latent Recovery,reviewed,,reused_audit+abstract,openalex,Our attribution method is designed based on the fact that latent recovery can attain better image recovery if images to be attributed are generated by the source model.,reviewed,2026-09-04
paper_id:curated:a415ec5cd284c6887636,curated:a415ec5cd284c6887636,Discovering Transferable Forensic Features for CNN-Generated Images Detection,2022,10.1007/978-3-031-19784-0_39,2208.11342,https://openalex.org/W4313048095,detection,fully_generated,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Discovering Transferable Forensic Features for CNN-Generated Images Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Discovering Transferable Forensic Features for CNN-Generated Images Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Discovering Transferable Forensic Features for CNN-Generated Images Detection,reviewed,2026-09-04
paper_id:curated:1b08aef98983549221b1,curated:1b08aef98983549221b1,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,,https://openalex.org/W4312710588,detection,fully_generated,method;dataset,reviewed,,reused_audit+abstract,curated,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,reviewed,,reused_audit+abstract,curated,"While recent advances in generative models benefit the society, the generated images can be abused for malicious purposes, like fraud, defamation, and false news.",reviewed,,reused_audit+abstract,curated,"To overcome this problem, we analyze the distinctive characteristic of the generated images called ‘fingerprints,’ and propose a new framework to reproduce diverse types of fingerprints generated by various generative models.",reviewed,2026-09-04
doi:10.1609/aaai.v36i1.19990,,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,2022,10.1609/aaai.v36i1.19990,2202.03347,https://openalex.org/W4221149434,detection,fully_generated;deepfake,method,reviewed,,abstract,OpenAlex local raw cache,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,reviewed,,abstract,OpenAlex local raw cache,"Such issues arise from the overfitting issue, which we discover from our own analysis and the previous studies to originate from the frequency-level artifacts in generated images.",reviewed,,abstract,OpenAlex local raw cache,Our framework generates the frequency-level perturbation maps to make the generated images indistinguishable from the real images.,reviewed,2026-09-04
paper_id:curated:f1787b6ea4e45ca58565,curated:f1787b6ea4e45ca58565,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,2022,10.1109/icip46576.2022.9897820,2203.13964,https://openalex.org/W4308234128,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"Existing detection methods have shown high performance in generated images detection, but they tend to generalize poorly in the real-world scenarios, where the synthetic images are usually generated with unseen models using unknown source data.",reviewed,,reused_audit+abstract,OpenAlex local raw cache,We collect a highly diverse dataset synthesized by 19 models with various objects and resolutions to evaluate our model.,reviewed,2026-09-04
doi:10.1109/icme52920.2022.9859763,,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,2022,10.1109/icme52920.2022.9859763,,https://openalex.org/W4293518933,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,reviewed,,abstract,OpenAlex local raw cache,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,reviewed,,abstract,OpenAlex local raw cache,"In this work, an unsuper-vised domain adaptation strategy is introduced to improve the performance in the generalization of GAN-generated image detection by using a small number of unlabeled images from the target domain.",reviewed,2026-09-04
doi:10.1109/cait56099.2022.10072275,,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,2022,10.1109/cait56099.2022.10072275,,https://openalex.org/W4360766590,detection,deepfake,method;dataset,reviewed,,abstract,OpenAlex local raw cache,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,reviewed,,abstract,OpenAlex local raw cache,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,reviewed,,abstract,OpenAlex local raw cache,"In this paper, we propose a facial fusion algorithm called MaskGAN to enable more generalized deepfake detection.",reviewed,2026-09-04
paper_id:curated:625ba11125534aedd39d,curated:625ba11125534aedd39d,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,10.1007/978-3-031-19781-9_9,2207.02063,https://openalex.org/W4284702842,detection;source_attribution,fully_generated,method;dataset,reviewed,,reused_audit+abstract,curated,We validate its capability of tracing the provenance of GAN-generated images invariant to the semantic content of the image and also robust to perturbations.,reviewed,,reused_audit+abstract,curated,We validate its capability of tracing the provenance of GAN-generated images invariant to the semantic content of the image and also robust to perturbations.,reviewed,,reused_audit+abstract,curated,We show our approach improves significantly from existing GAN fingerprinting works on both semantic generalization and robustness.,reviewed,2026-09-04
paper_id:curated:bbe4e9e8c5b41e467a76,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,,https://openalex.org/W4297477523,detection,deepfake,method,reviewed,,reused_audit+abstract,OpenAlex local raw cache,The Face Deepfake Detection Challenge,reviewed,,reused_audit+abstract,OpenAlex local raw cache,The Face Deepfake Detection Challenge,reviewed,,reused_audit+abstract,OpenAlex local raw cache,"Multimedia data manipulation and forgery has never been easier than today, thanks to the power of Artificial Intelligence (AI). AI-generated fake content, commonly called Deepfakes, have been raising new issues and concerns, but also new challenges for the research community. The Deepfake detection task has become widely addressed, but unfortunately, approaches in the literature suffer from generalization issues. In this paper, the Face Deepfake Detection and Reconstruction Challenge is describe",reviewed,2026-09-04
doi:10.1109/cvpr52688.2022.00771,,Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,10.1109/cvpr52688.2022.00771,,https://openalex.org/W4313042219,detection,fully_generated,analysis_study,reviewed,,abstract,OpenAlex local raw cache,Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,reviewed,,abstract,OpenAlex local raw cache,"Therefore, a number of highly accurate frequency domain methods to detect such GAN generated images have been proposed in the literature.",reviewed,,abstract,OpenAlex local raw cache,"We show from our experiments that the artifacts in frequency spectrum of such fake images can be mitigated by proposed methods, which leads to the sharp decrease of performance of spectrum-based detectors.",reviewed,2026-09-04
doi:10.48550/arxiv.2203.09777,,Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,2022,10.48550/arxiv.2203.09777,2203.09777,https://openalex.org/W4221166157,detection;source_attribution,fully_generated;deepfake,method;benchmark,reviewed,,abstract,OpenAlex local raw cache,Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,reviewed,,abstract,OpenAlex local raw cache,Existing techniques for the source attribution of synthetic images identify subtle intrinsic fingerprints using multiclass classification neural nets limited in functionality and scalability.,reviewed,,abstract,OpenAlex local raw cache,"Our models are determined via experimentation to be competitive with current benchmarks, and capable of decent performance on human portraits in ideal conditions.",reviewed,2026-09-04
doi:10.1109/cvpr46437.2021.00712,,A Closer Look at Fourier Spectrum Discrepancies for CNN-Generated Images Detection,2021,10.1109/cvpr46437.2021.00712,2103.17195,https://openalex.org/W3147384726,detection,fully_generated,method,reviewed,,title,https://doi.org/10.1109/cvpr46437.2021.00712,A Closer Look at Fourier Spectrum Discrepancies for CNN-Generated Images Detection,reviewed,,title,https://doi.org/10.1109/cvpr46437.2021.00712,A Closer Look at Fourier Spectrum Discrepancies for CNN-Generated Images Detection,reviewed,,title,https://doi.org/10.1109/cvpr46437.2021.00712,A Closer Look at Fourier Spectrum Discrepancies for CNN-Generated Images Detection,reviewed,2026-09-04
doi:10.1109/confluence51648.2021.9377150,,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,10.1109/confluence51648.2021.9377150,,https://openalex.org/W3139320333,detection,fully_generated,method;dataset,reviewed,,abstract,OpenAlex local raw cache,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,reviewed,,abstract,OpenAlex local raw cache,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,reviewed,,abstract,OpenAlex local raw cache,"In this paper, we propose a novel method to detect GAN generated fake images by using a combination of frequency spectrum of image and deep learning.",reviewed,2026-09-04
doi:10.1109/icme51207.2021.9428429,,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,2021,10.1109/icme51207.2021.9428429,2104.02617,https://openalex.org/W3149674875,detection,fully_generated,analysis_study,reviewed,,title,https://doi.org/10.1109/icme51207.2021.9428429,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,reviewed,,title,https://doi.org/10.1109/icme51207.2021.9428429,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,reviewed,,title,https://doi.org/10.1109/icme51207.2021.9428429,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,reviewed,2026-09-04
paper_id:curated:551ca154b757ec651c0e,curated:551ca154b757ec651c0e,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,10.24963/ijcai.2021/349,,https://openalex.org/W3187526215,detection,deepfake,method,reviewed,,reused_audit+title,https://doi.org/10.24963/ijcai.2021/349,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,reviewed,,reused_audit+title,https://doi.org/10.24963/ijcai.2021/349,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,reviewed,,reused_audit+title,https://doi.org/10.24963/ijcai.2021/349,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,reviewed,2026-09-04
doi:10.3390/jimaging7030059,,Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,2021,10.3390/jimaging7030059,,https://openalex.org/W3138230904,detection,traditional_manipulation,method,reviewed,,abstract,OpenAlex local raw cache,Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,reviewed,,abstract,OpenAlex local raw cache,Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,reviewed,,abstract,OpenAlex local raw cache,"To overcome this, we propose two approaches that use deep learning, a model by a custom architecture and a model by transfer learning.",reviewed,2026-09-04
doi:10.1002/widm.1438,,Deepfake attribution: On the source identification of artificially generated images,2021,10.1002/widm.1438,,https://openalex.org/W4200053273,detection;source_attribution,fully_generated;deepfake,survey,reviewed,,abstract,OpenAlex local raw cache,Deepfake attribution: On the source identification of artificially generated images,reviewed,,abstract,OpenAlex local raw cache,"Additionally, we describe the limitations of synthetic image recognition methods in practice, the counter‐forensic attacks devised to exploit these limitations, and directions for new research to assure the long‐term relevance of deepfake forensics.",reviewed,,abstract,OpenAlex local raw cache,"This article provides an overview of the major innovations in synthetic forgery detection as of 2020, while highlighting the recent shift in research towards ways to attribute AI‐generated images to their generative sources with evidence.",reviewed,2026-09-04
doi:10.1109/tpami.2021.3093446,,DeepFake Detection Based on Discrepancies Between Faces and Their Context,2021,10.1109/tpami.2021.3093446,,https://openalex.org/W3173581984,detection,deepfake,method;benchmark;analysis_study,reviewed,,abstract,OpenAlex local raw cache,DeepFake Detection Based on Discrepancies Between Faces and Their Context,reviewed,,abstract,OpenAlex local raw cache,DeepFake Detection Based on Discrepancies Between Faces and Their Context,reviewed,,abstract,OpenAlex local raw cache,We propose a method for detecting face swapping and other identity manipulations in single images.,reviewed,2026-09-04
doi:10.1109/ccge50943.2021.9776410,,Deepfake Image Detection using CNNs and Transfer Learning,2021,10.1109/ccge50943.2021.9776410,,https://openalex.org/W4285362588,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,Deepfake Image Detection using CNNs and Transfer Learning,reviewed,,abstract,OpenAlex local raw cache,Deepfake Image Detection using CNNs and Transfer Learning,reviewed,,abstract,OpenAlex local raw cache,"We follow two approaches for deepfake image detection, and the first is to build a custom CNN based deep learning network to detect deepfake images, and the second is to use the concept of transfer learning.",reviewed,2026-09-04
doi:10.1109/miucc52538.2021.9447642,,Deepfakes Creation and Detection Using Deep Learning,2021,10.1109/miucc52538.2021.9447642,,https://openalex.org/W3172046373,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,Deepfakes Creation and Detection Using Deep Learning,reviewed,,abstract,OpenAlex local raw cache,Deepfakes Creation and Detection Using Deep Learning,reviewed,,abstract,OpenAlex local raw cache,"The advancement in deep learning algorithms in image detection and manipulation has led to the creation of deepfakes, deepfakes use deep learning algorithms to create fake images that are at times very hard to distinguish from real images.",reviewed,2026-09-04
doi:10.1016/j.future.2021.06.043,,Detecting fake images by identifying potential texture difference,2021,10.1016/j.future.2021.06.043,,https://openalex.org/W3173631964,detection,deepfake,method,reviewed,,title,https://doi.org/10.1016/j.future.2021.06.043,Detecting fake images by identifying potential texture difference,reviewed,,paper_methodology_evaluation,https://doi.org/10.1016/j.future.2021.06.043,"The publisher abstract explicitly evaluates GAN-based face replacement Deepfakes, not fully generated general imagery or traditional splicing.",reviewed,,paper_methodology_evaluation,https://doi.org/10.1016/j.future.2021.06.043,"The paper proposes a saliency, guided-filter, and ResNet18 texture-difference detection method.",reviewed,2026-09-04
doi:10.1016/j.compag.2021.106064,,Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,2021,10.1016/j.compag.2021.106064,,https://openalex.org/W3135589907,detection,fully_generated,method,reviewed,,title,https://doi.org/10.1016/j.compag.2021.106064,Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,reviewed,,title,https://doi.org/10.1016/j.compag.2021.106064,Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,reviewed,,title,https://doi.org/10.1016/j.compag.2021.106064,Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,reviewed,2026-09-04
doi:10.1109/ocit53463.2021.00039,,Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,2021,10.1109/ocit53463.2021.00039,,https://openalex.org/W4214857236,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,reviewed,,abstract,OpenAlex local raw cache,Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,reviewed,,abstract,OpenAlex local raw cache,"In this paper, we propose a novel Convolutional Neural Network based detection method of deep morphed deepfake images which is suitable for IoT environments in smart cities.",reviewed,2026-09-04
paper_id:curated:ae869fc6a6dea782923d,curated:ae869fc6a6dea782923d,Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,10.1007/978-3-030-49500-8_3,,https://openalex.org/W3128257465,detection,fully_generated;deepfake;traditional_manipulation,survey,reviewed,,reused_audit+abstract,curated,Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,reviewed,,reused_audit+abstract,curated,"So in this paper, we review various methods to detect deepfake images generated by GANs.",reviewed,,reused_audit+abstract,curated,"So in this paper, we review various methods to detect deepfake images generated by GANs.",reviewed,2026-09-04
doi:10.1109/lsp.2021.3130525,,Detection of GAN-Generated Images by Estimating Artifact Similarity,2021,10.1109/lsp.2021.3130525,,https://openalex.org/W3217278836,detection;source_attribution,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,"For representation comparison, Category and Domain-Aware loss function (CDA loss) is designed by leveraging both category and domain information efficiently, which can enlarge inter-class discrepancy of different categories (GAN-generated or pristine images) and improve intra-class compactness from different domains (source attributions) in the same category.",reviewed,,abstract,OpenAlex local raw cache,Detection of GAN-Generated Images by Estimating Artifact Similarity,reviewed,,abstract,OpenAlex local raw cache,"To overcome this limitation, we propose a novel GAN-generated image detection framework by estimating artifact similarity, which is inspired by relation network.",reviewed,2026-09-04
doi:10.1155/2021/5511435,,Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,2021,10.1155/2021/5511435,,https://openalex.org/W3166640306,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,reviewed,,abstract,OpenAlex local raw cache,Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,reviewed,,abstract,OpenAlex local raw cache,"In this study, a method named fake images discriminator (FID) is proposed, which detects that GAN-synthesized fake images use the strong spectral correlation in the imaging process of natural color images.",reviewed,2026-09-04
doi:10.2352/issn.2470-1173.2021.4.mwsf-276,,"Detection, Attribution and Localization of GAN Generated Images",2021,10.2352/issn.2470-1173.2021.4.mwsf-276,2007.10466,https://openalex.org/W3179128750,detection;source_attribution,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,"Recent advances in Generative Adversarial Networks (GANs) have led to the creation of realistic-looking digital images that pose a major challenge to their detection by humans or computers.GANs are used in a wide range of tasks, from modifying small attributes of an image (StarGAN [14]), transferring attributes between image pairs (CycleGAN [91]), as well as generating entirely new images (ProGAN [36], StyleGAN [37], SPADE/GauGAN [64]).In this paper, we propose a novel approach to detect, attrib",reviewed,,abstract,OpenAlex local raw cache,"Detection, Attribution and Localization of GAN Generated Images",reviewed,,abstract,OpenAlex local raw cache,"Recent advances in Generative Adversarial Networks (GANs) have led to the creation of realistic-looking digital images that pose a major challenge to their detection by humans or computers.GANs are used in a wide range of tasks, from modifying small attributes of an image (StarGAN [14]), transferring attributes between image pairs (CycleGAN [91]), as well as generating entirely new images (ProGAN [36], StyleGAN [37], SPADE/GauGAN [64]).In this paper, we propose a novel approach to detect, attrib",reviewed,2026-09-04
paper_id:curated:07ee620b8169b67b900f,curated:07ee620b8169b67b900f,Does a GAN Leave Distinct Model-Specific Fingerprints?,2021,10.5244/c.35.53,,https://openalex.org/W4411245244,detection;source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,"Generative Adversarial Networks (GANs) have been breaking their own records in terms of the quality of the synthesized images, which could be so high as to make it impossible to distinguish generated images from real ones by human eyes.",reviewed,,reused_audit+abstract,openalex,"Generative Adversarial Networks (GANs) have been breaking their own records in terms of the quality of the synthesized images, which could be so high as to make it impossible to distinguish generated images from real ones by human eyes.",reviewed,,reused_audit+abstract,openalex,We propose a model to extract fingerprints that can be viewed largely as GAN-specific.,reviewed,2026-09-04
paper_id:curated:29dd14e7af2f68df1b1e,curated:29dd14e7af2f68df1b1e,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2021,10.1007/978-3-030-96466-5_14,,https://openalex.org/W4213417724,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,curated,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,reviewed,,reused_audit+abstract,curated,"A comparative study is also made by performing a three-fold textural analysis - computation of Shannon’s entropy, measurement of some of Haralick’s texture features (like contrast, dissimilarity, homogeneity, correlation) and study of the histograms of the generated images.",reviewed,,reused_audit+abstract,curated,"We propose a novel, memory-efficient lightweight machine learning based deepfake detection method which is successfully deployed in the IoT platform.",reviewed,2026-09-04
doi:10.1109/tifs.2021.3070444,,Image Tampering Localization Using a Dense Fully Convolutional Network,2021,10.1109/tifs.2021.3070444,,https://openalex.org/W3140970613,detection;localization,fully_generated;traditional_manipulation,method,reviewed,,abstract,OpenAlex local raw cache,Image Tampering Localization Using a Dense Fully Convolutional Network,reviewed,,abstract,OpenAlex local raw cache,Extensive experimental results show that the proposed approach outperforms state-of-the-art competitors when the model is trained with only generated images or fine-tuned with a small amount of realistic tampered images.,reviewed,,abstract,OpenAlex local raw cache,"In order to well capture tampering traces, a fully convolutional encoder-decoder architecture is designed, where dense connections and dilated convolutions are adopted for achieving better localization performance.",reviewed,2026-09-04
doi:10.48550/arxiv.2106.08749,,Learning to Disentangle GAN Fingerprint for Fake Image Attribution,2021,10.48550/arxiv.2106.08749,2106.08749,https://openalex.org/W3169220064,detection;source_attribution,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,Learning to Disentangle GAN Fingerprint for Fake Image Attribution,reviewed,,abstract,OpenAlex local raw cache,"Adopting a multi-task framework, we propose a GAN Fingerprint Disentangling Network (GFD-Net) to simultaneously disentangle the fingerprint from GAN-generated images and produce a content-irrelevant representation for fake image attribution.",reviewed,,abstract,OpenAlex local raw cache,"Adopting a multi-task framework, we propose a GAN Fingerprint Disentangling Network (GFD-Net) to simultaneously disentangle the fingerprint from GAN-generated images and produce a content-irrelevant representation for fake image attribution.",reviewed,2026-09-04
doi:10.1109/iccv48922.2021.01383,,Towards Discovery and Attribution of Open-world GAN Generated Images,2021,10.1109/iccv48922.2021.01383,2105.04580,https://openalex.org/W3161417217,detection;source_attribution,fully_generated,method;analysis_study,reviewed,,abstract,OpenAlex local raw cache,Existing works have shown to attribute images to their corresponding GAN sources with high accuracy.,reviewed,,abstract,OpenAlex local raw cache,Towards Discovery and Attribution of Open-world GAN Generated Images,reviewed,,abstract,OpenAlex local raw cache,We present an iterative algorithm for discovering images generated from previously unseen GANs by exploiting the fact that all GANs leave distinct fingerprints on their generated images.,reviewed,2026-09-04
doi:10.1109/vcip53242.2021.9675329,,Towards Universal GAN Image Detection,2021,10.1109/vcip53242.2021.9675329,2112.12606,https://openalex.org/W4206030296,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,Towards Universal GAN Image Detection,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/2112.12606,The experiments distinguish real images from GAN-generated images across seen and unseen architectures.,reviewed,,abstract,OpenAlex local raw cache,We investigate these problems and propose a new GAN image detector based on a limited sub-sampling architecture and a suitable contrastive learning paradigm.,reviewed,2026-09-04
doi:10.3390/jimaging7030050,,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,2021,10.3390/jimaging7030050,,https://openalex.org/W3134971133,detection,fully_generated,method;dataset;benchmark,reviewed,,abstract,OpenAlex local raw cache,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,reviewed,,abstract,OpenAlex local raw cache,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,reviewed,,abstract,OpenAlex local raw cache,"Motivated by this issue, we present a new dataset composed of a large number of synthetic and natural printed face images.",reviewed,2026-09-04
doi:10.3390/jimaging6030009,,A Survey of Deep Learning-Based Source Image Forensics,2020,10.3390/jimaging6030009,,https://openalex.org/W3010352349,detection,fully_generated,survey,reviewed,,abstract,OpenAlex local raw cache,"To make order in this vast field, we have divided the area in five sub-topics: source camera identification, recaptured image forensic, computer graphics (CG) image forensic, GAN-generated image detection, and source social network identification.",reviewed,,abstract,OpenAlex local raw cache,"To make order in this vast field, we have divided the area in five sub-topics: source camera identification, recaptured image forensic, computer graphics (CG) image forensic, GAN-generated image detection, and source social network identification.",reviewed,,abstract,OpenAlex local raw cache,A Survey of Deep Learning-Based Source Image Forensics,reviewed,2026-09-04
paper_id:curated:af47c4b83dfd43175a4a,curated:af47c4b83dfd43175a4a,Attributing and Detecting Fake Images Generated by Known GANs,2020,10.1109/spw50608.2020.00019,,https://openalex.org/W3117441857,detection;source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,"In this paper, we analyze the frequency domain to attribute and detect fake images generated by a known GAN model.",reviewed,,reused_audit+abstract,openalex,"The quality of GAN-generated fake images has improved significantly, and recent GAN approaches, such as StyleGAN, achieve near indistinguishability from real images for the naked eye.",reviewed,,reused_audit+abstract,openalex,We derive a similarity metric on the frequency domain and develop a new approach for GAN image attribution.,reviewed,2026-09-04
doi:10.1109/wifs49906.2020.9360905,,CNN Detection of GAN-Generated Face Images based on Cross-Band Co-occurrences Analysis,2020,10.1109/wifs49906.2020.9360905,2007.12909,https://openalex.org/W3044151627,detection,fully_generated,method,reviewed,,abstract,OpenAlex local raw cache,CNN Detection of GAN-Generated Face Images based on Cross-Band Co-occurrences Analysis,reviewed,,abstract,OpenAlex local raw cache,"Last-generation GAN models allow to generate synthetic images which are visually indistinguishable from natural ones, raising the need to develop tools to distinguish fake and natural images thus contributing to preserve the trustworthiness of digital images.",reviewed,,abstract,OpenAlex local raw cache,"In this paper, we propose a method for distinguishing GAN-generated from natural images by exploiting inconsistencies among spectral bands, with specific focus on the generation of synthetic face images.",reviewed,2026-09-04
paper_id:curated:14ed0d4ac86e7938e5cb,curated:14ed0d4ac86e7938e5cb,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,10.1109/cvpr42600.2020.00872,,https://openalex.org/W3034577585,detection,fully_generated;deepfake,method;dataset,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr42600.2020.00872,"In this work we ask whether it is possible to create a ""universal"" detector for telling apart real images from these generated by a CNN, regardless of architecture or dataset used.",reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr42600.2020.00872,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,reviewed,,reused_audit+abstract,https://doi.org/10.1109/cvpr42600.2020.00872,"We demonstrate that, with careful pre- and post-processing and data augmentation, a standard image classifier trained on only one specific CNN generator (ProGAN) is able to generalize surprisingly well to unseen architectures, datasets, and training methods (including the just released StyleGAN2).",reviewed,2026-09-04
doi:10.3390/app10010370,,Deep Fake Image Detection Based on Pairwise Learning,2020,10.3390/app10010370,,https://openalex.org/W2970868842,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,Deep Fake Image Detection Based on Pairwise Learning,reviewed,,abstract,OpenAlex local raw cache,Deep Fake Image Detection Based on Pairwise Learning,reviewed,,abstract,OpenAlex local raw cache,"Therefore, in this paper, we propose a deep learning-based approach for detecting the fake images by using the contrastive loss.",reviewed,2026-09-04
doi:10.23919/ccc50068.2020.9189596,,DeepFake Face Image Detection based on Improved VGG Convolutional Neural Network,2020,10.23919/ccc50068.2020.9189596,,https://openalex.org/W3084142230,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,DeepFake Face Image Detection based on Improved VGG Convolutional Neural Network,reviewed,,abstract,OpenAlex local raw cache,DeepFake Face Image Detection based on Improved VGG Convolutional Neural Network,reviewed,,abstract,OpenAlex local raw cache,"In this paper we presents an improved VGG network named NA-VGG to detect DeepFake face image, which was based on image noise and image augmentation.",reviewed,2026-09-04
doi:10.1109/cvpr42600.2020.00505,,Face X-Ray for More General Face Forgery Detection,2020,10.1109/cvpr42600.2020.00505,1912.13458,https://openalex.org/W3034196597,detection,deepfake,method,reviewed,,abstract,OpenAlex local raw cache,Face X-Ray for More General Face Forgery Detection,reviewed,,abstract,OpenAlex local raw cache,"Extensive experiments show that face X-ray remains effective when applied to forgery generated by unseen face manipulation techniques, while most existing face forgery detection or deepfake detection algorithms experience a significant performance drop.",reviewed,,abstract,OpenAlex local raw cache,In this paper we propose a novel image representation called face X-ray for detecting forgery in face images.,reviewed,2026-09-04
doi:10.48550/arxiv.1911.06465,,Fourier Spectrum Discrepancies in Deep Network Generated Images,2020,10.48550/arxiv.1911.06465,1911.06465,https://openalex.org/W2985484909,detection,fully_generated,method;analysis_study,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/1911.06465,"The paper explicitly evaluates real-versus-generated image classification, reporting detection accuracy up to 99.2%.",reviewed,,title,https://arxiv.org/abs/1911.06465,Fourier Spectrum Discrepancies in Deep Network Generated Images,reviewed,,paper_methodology_evaluation,https://arxiv.org/abs/1911.06465,The paper analyzes Fourier discrepancies and proposes and evaluates a frequency-spectrum detection method.,reviewed,2026-09-04
