mapping_id,paper_id,title,year,doi,openalex_url,institution,institution_id,location_id,institution_authors,author_order,affiliation_order,raw_affiliation,openalex_institution_id,institution_city,institution_country,institution_latitude,institution_longitude,provenance_source,mapping_status,created_at,updated_at
mapping:0ca693cd2fb45ae3262a,curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,2026,,,University of Petroleum and Energy Studies,institution:018c503420feda75,,Sachin Chaudhary,,3,"COE:AI, School of Computer Science, UPES Dehradun, India",,,,,,manually_confirmed,active,2026-08-25T05:50:41Z,2026-08-25T05:50:41Z
mapping:ceebf20902d848a0e885,curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,2026,,,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,location:f04b96a9716ab2f49ddf,Akshay Dudhane,,4,MBZUAI Abu Dhabi,,Abu Dhabi,United Arab Emirates,24.4329,54.6178,manually_confirmed,active,2026-08-25T05:51:11Z,2026-08-25T05:51:11Z
mapping:f134355428958df759fd,curated:c7701d799543661b8a53,Robust Deepfake Detection: Mitigating Spatial Attention Drift via Calibrated Complementary Ensembles,2026,,https://openalex.org/W7159546930,"University of Science, Viet Nam National University Ho Chi Minh City",institution:806523d1aae41484,location:806523d1aae41484a05a,Minh-Khoa Le-Phan; Minh-Hoang Le; Trong-Le Do; Minh-Triet Tran,,1,"University of Science , VNU-HCM , Ho Chi Minh City , Vietnam Vietnam",,Ho Chi Minh City,Vietnam,10.76262,106.68218,manually_confirmed,active,2026-08-25T06:08:54Z,2026-08-25T06:12:12Z
mapping:6a50f42fb90e87cb84f1,curated:c7701d799543661b8a53,Robust Deepfake Detection: Mitigating Spatial Attention Drift via Calibrated Complementary Ensembles,2026,,https://openalex.org/W7159546930,Vietnam National University Ho Chi Minh City,institution:19d2ee8d44bfb9f0,,Minh-Khoa Le-Phan; Minh-Hoang Le; Trong-Le Do; Minh-Triet Tran,,2,"Vietnam National University, Ho Chi Minh City, Vietnam",,,,,,manually_confirmed,active,2026-08-25T06:08:54Z,2026-08-25T06:14:35Z
mapping:a89063afa207e58c13cf,openalex:W7125828141,Adversarial Diffusion Model: Generating High-Quality and Undetectable Images from Scratch,2026,https://doi.org/10.1109/tifs.2026.3657841,https://openalex.org/W7125828141,Fudan University,institution:baa1df7c4adddbda,location:baa1df7c4adddbda8d0b,Haoyue Wang; Sheng Li; Zhenxing Qian; Xinpeng Zhang,,1,Fudan University,,Shanghai,China,31.2989,121.5018,manually_confirmed,active,2026-08-26T10:54:08Z,2026-08-26T10:54:08Z
mapping:0116d58f49baa1bbaa0e,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,Indiana University,institution:4c6b8eaa9cee97d7,,Aishwarya Budhkar,,1,Indiana University,,,,,,official CVPR paper PDF,active,2026-08-26T11:11:34Z,2026-08-26T11:11:34Z
mapping:af6ebff4918bb5223443,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,"Upper Hand, Inc.",institution:bcff30a7f8b18e0a,,Trishita Dhara,,2,Upper Hand,,,,,,official CVPR paper PDF,active,2026-08-26T11:11:34Z,2026-08-26T11:11:34Z
mapping:87c6054c82e6ec9e3420,curated:589870527983af575480,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,2026,,https://openalex.org/W7154539686,"ACE Rent A Car Reservations, Inc.",institution:e3c54da54efe6e7e,,Siddhesh Sheth,,3,Ace Rent a Car,,,,,,official CVPR paper PDF,active,2026-08-26T11:11:34Z,2026-08-26T11:11:34Z
mapping:4f997f54cfcf57d93c2b,curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,10.1609/aaai.v40i8.37568,https://openalex.org/W7137976262,The Hong Kong University of Science and Technology (Guangzhou),institution:942667142da716c5,location:23b97c859d988b076183,Shuaibo Li; Yijun Yang; Zhaohu Xing; Hongqiu Wang; Pengfei Hao; Xingyu Li; Zekai Liu; Lei Zhu,1; 2; 3; 4; 5; 6; 7; 9,1,The Hong Kong University of Science and Technology (Guangzhou),,,,,,Visually verified paper PDF: https://ojs.aaai.org/index.php/AAAI/article/view/37568,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:fe86d9d0ab2d6c18b105,curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,10.1609/aaai.v40i8.37568,https://openalex.org/W7137976262,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,location:fa80d3c071c298e1116a,Lei Zhu,9,2,The Hong Kong University of Science and Technology,,,,,,Visually verified paper PDF: https://ojs.aaai.org/index.php/AAAI/article/view/37568,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:16fa18711afc5fe30816,curated:ec9e2d806450150723a4,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,10.1609/aaai.v40i8.37568,https://openalex.org/W7137976262,Sun Yat-sen University,institution:5c85faa51cc57a24,location:5c85faa51cc57a24f560,Qing Zhang,8,3,Sun Yat-sen University,,,,,,Visually verified paper PDF: https://ojs.aaai.org/index.php/AAAI/article/view/37568,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:e52721d76b4e36468169,curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,2022,10.1016/j.cviu.2022.103525,https://openalex.org/W3045755384,Deakin University,institution:30e93da233b7eeef,location:c33d30d49f30b6f50b13,Thanh Thi Nguyen; Dung Tien Nguyen; Duc Thanh Nguyen,1; 3; 4,1,"School of Information Technology, Deakin University, Victoria, Australia",,Burwood,Australia,-37.8475136,145.1149474,Visually verified formal publication: https://research-repository.griffith.edu.au/server/api/core/bitstreams/9047c38e-4092-41fe-a8e7-e73d74b6d891/content,active,2026-08-27T00:30:00Z,2026-08-27T18:55:26.193738Z
mapping:c9e68e153f5004288eb4,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,University of Amsterdam,institution:4a9a14dbf4357b38,location:4a9a14dbf4357b3807c3,Haochen Wang; Efstratios Gavves,1; 7,1,"Informatics Institute, University van Amsterdam, 1098 XH Amsterdam, The Netherlands",,,,,,Visually verified paper PDF: https://pure.uva.nl/ws/files/309086291/RADAR.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:a7d4448bd19d467fd668,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Beihang University,institution:f336b3005794930b,location:f336b3005794930bb660,Xuhui Liu; Cilin Yan,2; 4,2,"School of Automation Science and Electrical Engineering, Beihang University, Beijing 100191, China",,,,,,Visually verified paper PDF: https://pure.uva.nl/ws/files/309086291/RADAR.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:ccd7e42635d2660e4c24,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Zhejiang Sci-Tech University,institution:fa59f7ae15be03cb,location:41afbef0e4c1c64cd45f,Ziqian Lu,3,3,"School of Computer Science and Technology (School of Artificial Intelligence), Zhejiang Sci-Tech University, Hangzhou 310018, China",,Hangzhou,China,30.3154546,120.3486958,Visually verified paper PDF: https://pure.uva.nl/ws/files/309086291/RADAR.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:e825c23039ad09dabea2,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Xiaohongshu Inc.,institution:d1012c88e7ee61fd,location:3b46f8ed6f87860347da,Xiaolong Jiang,5,4,"Xiaohongshu Inc., Beijing 100029, China",,,,,,Visually verified paper PDF: https://pure.uva.nl/ws/files/309086291/RADAR.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:2775e12a037ab2854154,curated:0bbace72b7a0991bc2b2,RADAR: Reasoning AI-Generated Image Detection for Semantic Fakes,2025,10.3390/technologies13070280,https://openalex.org/W4411960917,Beijing Jiaotong University,institution:bf6195b78f6dc951,location:bf6195b78f6dc9516f3e,Runqi Wang,6,5,"School of Computer Science & Technology, Beijing Jiaotong University, Beijing 100091, China",,,,,,Visually verified paper PDF: https://pure.uva.nl/ws/files/309086291/RADAR.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:66244773267b0b27f577,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,University of Catania,institution:fd8ba2b56bf5212d,location:fd8ba2b56bf5212da236,Luca Guarnera; Francesco Guarnera; Alessandro Ortis; Sebastiano Battiato,1; 3; 4; 20,1,"Department of Mathematics and Computer Science, University of Catania, 95125 Catania, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:ac6e729a5fcd4a78f821,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,Bank of Italy,institution:4e0158a865182393,location:9cf1e343c90c4f74c4ff,Oliver Giudice,2,2,"Applied Research Team, IT Department, Banca d’Italia, 00044 Rome, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:8adbcc73dafb5570a09d,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,University of Cagliari,institution:17e63acd624ced9b,location:92de3a20bb2cd0036250,Giovanni Puglisi; Gianpaolo Perelli; Sara Concas; Carlo Cuccu; Giulia Orrù; Gian Luca Marcialis,5; 15; 16; 17; 18; 19,3,"Affiliation 3: Department of Mathematics and Computer Science, University of Cagliari, 09124 Cagliari, Italy; Affiliation 9: Department of Electrical and Electronic Engineering (DIEE), University of Cagliari, 09123 Cagliari, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:987448097cf88ef6af77,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,iCTLab s.r.l.,institution:f13bfb2d3e774fb3,location:1b60c4bdbda074486d61,Antonino Paratore,6,4,"iCTLab s.r.l., 95125 Catania, Italy",,Catania,Italy,37.5256898,15.0730615,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:000b2e5a2b1807c345ff,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,Amped Software,institution:ff687d6367c7c51d,location:a5b0422287ed9080fcc7,Linh M. Q. Bui; Marco Fontani,7; 8,5,"Amped Software, 34149 Trieste, Italy",,Trieste,Italy,45.6573731,13.82967,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:a95df715b0cd0b66e1b0,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,"Institute of Information Science and Technologies ""Alessandro Faedo"", National Research Council of Italy",institution:541450f1f663948c,location:541450f1f663948c1bd8,Davide Alessandro Coccomini; Fabrizio Falchi; Claudio Gennaro; Nicola Messina; Giuseppe Amato,9; 11; 12; 13; 14,6,"ISTI-CNR, via G. Moruzzi 1, 56124 Pisa, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:b6329950d98a9ef95f71,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,National Inter-University Consortium for Telecommunications,institution:721b1fe645c5b099,location:721b1fe645c5b099b647,Roberto Caldelli,10,7,"National Inter-University Consortium for Telecommunications (CNIT), 43124 Parma, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:7203c6dff48a4b50b79b,curated:bbe4e9e8c5b41e467a76,The Face Deepfake Detection Challenge,2022,10.3390/jimaging8100263,https://openalex.org/W4297477523,Universitas Mercatorum,institution:1afce89cd4f3571f,location:1afce89cd4f3571fdaf4,Roberto Caldelli,10,8,"Faculty of Economics, Universitas Mercatorum, 00186 Rome, Italy",,,,,,Visually verified paper PDF: https://www.dmi.unict.it/ortis/articoli/85140647182.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:b2dfbca89d216899e9c8,curated:60066ef08c2226131085,Detecting GAN Generated Fake Images Using Co-Occurrence Matrices,2019,10.2352/issn.2470-1173.2019.5.mwsf-532,https://openalex.org/W2975558816,Mayachitra Inc.,institution:bcd3d53e57c31275,location:8d2e5d5a4a1875da46d9,Lakshmanan Nataraj; Tajuddin Manhar Mohammed; B. S. Manjunath; Shivkumar Chandrasekaran,1; 2; 3; 4,1,"Mayachitra Inc., Santa Barbara, California, USA",,Santa Barbara,United States,34.4357895,-119.807088,Visually verified formal publication: https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/ei/31/5/art00008,active,2026-08-27T00:30:00Z,2026-08-27T18:50:55.389181Z
mapping:0f51254f7cd4fb7fa8d1,curated:60066ef08c2226131085,Detecting GAN Generated Fake Images Using Co-Occurrence Matrices,2019,10.2352/issn.2470-1173.2019.5.mwsf-532,https://openalex.org/W2975558816,Naval Air Warfare Center Weapons Division,institution:e07792f5cf49ebda,,Arjuna Flenner,5,2,"Naval Air Warfare Center Weapons Division, China Lake, California, USA",,,,,,Visually verified formal publication: https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/ei/31/5/art00008,active,2026-08-27T00:30:00Z,2026-08-27T18:50:55.389191Z
mapping:b6e8a4865abd1e59e3fd,curated:60066ef08c2226131085,Detecting GAN Generated Fake Images Using Co-Occurrence Matrices,2019,10.2352/issn.2470-1173.2019.5.mwsf-532,https://openalex.org/W2975558816,JD.com,institution:44469d661cb0034c,,Jawadul H. Bappy,6,3,JD.com,,,,,,Visually verified formal publication: https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/ei/31/5/art00008,active,2026-08-27T00:30:00Z,2026-08-27T18:50:55.389194Z
mapping:37edafe30f9ae94c3121,curated:60066ef08c2226131085,Detecting GAN Generated Fake Images Using Co-Occurrence Matrices,2019,10.2352/issn.2470-1173.2019.5.mwsf-532,https://openalex.org/W2975558816,"University of California, Riverside",institution:ca4ec8b3c028069a,location:bbd07895a6576faba729,Amit K. Roy-Chowdhury,7,4,"University of California, Riverside, California, USA",,Riverside,United States,33.9702033,-117.3320289,Visually verified formal publication: https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/ei/31/5/art00008,active,2026-08-27T00:30:00Z,2026-08-27T18:50:55.389196Z
mapping:6334bd4fbef37e65a099,curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,2024,10.1016/j.ins.2024.121267,https://openalex.org/W4401325047,South China University of Technology,institution:3e9b289ae248f660,location:3e9b289ae248f6600cee,Patrick P. K. Chan; Chuanxin Zhang; Haitao Chen; Jingwen Deng,1; 2; 3; 4,1,"a: Shien-Ming Wu School of Intelligent Engineering; b: School of Computer Science and Engineering; c: School of Future Technology; South China University of Technology, Guangzhou, China",,,,,,Visually verified paper PDF: https://tas-lab.org/publication/2024-evasion-on-general-gan-generated-image-detection-by-disentangled-representation/index.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:9121743520db34334d78,curated:4b042ad660312ec3b338,Evasion on General GAN-Generated Image Detection by Disentangled Representation,2024,10.1016/j.ins.2024.121267,https://openalex.org/W4401325047,Huya Inc.,institution:2f2a5a5c1021efe4,,Xiao Meng,5,2,"Huya Inc, Guangzhou, 510006, China",,,,,,Visually verified paper PDF: https://tas-lab.org/publication/2024-evasion-on-general-gan-generated-image-detection-by-disentangled-representation/index.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:81be361b0991ea9e8a75,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,Nirma University,institution:af28dc8d805f8918,location:e90d30e3482b2158a2c7,Yogesh Patel; Sudeep Tanwar; Rajesh Gupta,1; 2; 3,1,"Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat 382481, India",,Ahmedabad,India,23.1283839,72.544473,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:02f22fc2e6e5b5eb962f,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,Amity University,institution:f7126dbda09b4f9a,location:09b6c14fe356ea7bb956,Pronaya Bhattacharya,4,2,"Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Kolkata 700135, India",,New Town,India,22.5959131,88.4878653,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:8d1b00858d3963810df3,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,Cape Peninsula University of Technology,institution:d04d3d98b14dcbc7,location:4940f5e68477ff1781c1,Innocent Ewean Davidson; Royi Nyameko,5; 6,3,"Affiliations 3 and 4: African Space Innovation Center and French South African Institute of Technology, Department of Electrical, Electronic and Computer Engineering, Cape Peninsula University of Technology, Bellville 7535, South Africa",,Bellville,South Africa,-33.9318380,18.6421452,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:0fa7a422688f307ab3d9,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,SR University,institution:4fa8181033939648,location:fe9bb1bad0b966527492,Srinivas Aluvala,7,4,"Department of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana 506371, India",,Warangal,India,18.0899939,79.468534,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:0fba6c0306f4e54e9497,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,Graphic Era Hill University,institution:803f64e5aa26f523,location:0bfa248fbdf713fe6406,Vrince Vimal,8,5,"Department of Computer Science and Engineering, Graphic Era Hill University, Dehradun 248002, India",,Dehradun,India,30.2726626,78.0003415,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:fc90d85db3b1950d8c6b,curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,2023,10.1109/access.2023.3342107,https://openalex.org/W4389633690,Graphic Era University,institution:128d207ba007d9d7,location:bc6ae6d65494c6e29d67,Vrince Vimal,8,6,"Department of Computer Science and Engineering, Graphic Era Deemed to be University, Dehradun, Uttarakhand 248002, India",,Dehradun,India,30.2680182,77.9961185,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9706/1/Deepfake_Generation_and_Detection.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:28Z
mapping:3dc93ac84e0629c31ba1,curated:de711d9d87b55d210bd6,Exposing the Fake: Effective Diffusion-Generated Images Detection,2023,10.48550/arxiv.2307.06272,https://openalex.org/W4384268537,University of Electronic Science and Technology of China,institution:5fc8d686887fa82a,location:7942988127caeaef5f36,Ruipeng Ma; Fei Kong; Xiaoshuang Shi,1; 3; 4,1,"Department of Computer Science and Engineering, University of Electronic Science and Technology of China",,,,,,Visually verified paper PDF: https://arxiv.org/pdf/2307.06272,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:13e244fe10cc1e51a307,curated:de711d9d87b55d210bd6,Exposing the Fake: Effective Diffusion-Generated Images Detection,2023,10.48550/arxiv.2307.06272,https://openalex.org/W4384268537,Drexel University,institution:e0fc2ffb269489e7,location:e0fc2ffb269489e70cd7,Jinhao Duan; Kaidi Xu,2; 5,2,Drexel University,,,,,,Visually verified paper PDF: https://arxiv.org/pdf/2307.06272,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:030fc931db1abec22a6f,curated:f1787b6ea4e45ca58565,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,2022,10.1109/icip46576.2022.9897820,https://openalex.org/W4308234128,University at Buffalo,institution:612630c2527bff83,location:ad81b7fe4ed998909c6e,Yan Ju; Shan Jia; Lipeng Ke; Hongfei Xue; Siwei Lyu,1; 2; 3; 4; 6,1,"University at Buffalo, State University of New York",,,,,,Visually verified paper PDF: https://havocfixer.github.io/resource/22_ICIP.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:79e1f7397aa665a06028,curated:f1787b6ea4e45ca58565,Fusing Global and Local Features for Generalized AI-Synthesized Image Detection,2022,10.1109/icip46576.2022.9897820,https://openalex.org/W4308234128,NVIDIA,institution:8d4321d936320802,location:e26ebc2442f89b474be3,Koki Nagano,5,2,NVIDIA,,,,,,Visually verified paper PDF: https://havocfixer.github.io/resource/22_ICIP.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:55878f4b63616c2289b1,curated:551ca154b757ec651c0e,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,10.24963/ijcai.2021/349,https://openalex.org/W3187526215,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,location:aea376936c88135ba947,Yang He; Mario Fritz,1; 4,1,"CISPA Helmholtz Center for Information Security, Saarbrucken, Germany",,,,,,Visually verified paper PDF: https://www.ijcai.org/proceedings/2021/0349.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:c59eff3b936244ec2009,curated:551ca154b757ec651c0e,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,10.24963/ijcai.2021/349,https://openalex.org/W3187526215,Max Planck Institute for Informatics,institution:bef37c90751e824e,location:bef37c90751e824ed6c4,Ning Yu,2,2,"Max Planck Institute for Informatics, Saarbrucken, Germany",,,,,,Visually verified paper PDF: https://www.ijcai.org/proceedings/2021/0349.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:92e1af7765e13e68b631,curated:551ca154b757ec651c0e,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,10.24963/ijcai.2021/349,https://openalex.org/W3187526215,University of Maryland,institution:13f7c73ae8019e75,location:13f7c73ae8019e756ce4,Ning Yu,2,3,"University of Maryland, College Park, United States",,,,,,Visually verified paper PDF: https://www.ijcai.org/proceedings/2021/0349.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:320c6ff716a2f7f3a2f7,curated:551ca154b757ec651c0e,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,10.24963/ijcai.2021/349,https://openalex.org/W3187526215,University of Mannheim,institution:957fef132942e033,location:957fef132942e033867e,Margret Keuper,3,4,"University of Mannheim, Mannheim, Germany",,,,,,Visually verified paper PDF: https://www.ijcai.org/proceedings/2021/0349.pdf,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:659545cd2e2e6e4cd7f5,curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2026,10.48550/arxiv.2405.20112,https://openalex.org/W4399252995,Chinese University of Hong Kong,institution:ff4b6fb0e7e3f155,,Zhiyuan He; Tsung-Yi Ho,1; 3,1,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",,,,,,Visually verified paper PDF: https://arxiv.org/pdf/2405.20112v1,active,2026-08-27T00:30:00Z,2026-08-27T10:59:02Z
mapping:4e6c68a260626ed47be1,curated:4b406d0cf578db643214,RIGID: A Training-Free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2026,10.48550/arxiv.2405.20112,https://openalex.org/W4399252995,IBM Thomas J. Watson Research Center,institution:f5c8a9b792d3b901,location:f5c8a9b792d3b90145b4,Pin-Yu Chen,2,2,IBM Research,,,,,,Visually verified paper PDF: https://arxiv.org/pdf/2405.20112v1,active,2026-08-27T00:30:00Z,2026-08-27T00:30:00Z
mapping:3501ee2131873289376f,curated:cd18fc45f8a86a30aaf6,Complement Face Forensic Detection and Localization with FacialLandmarks,2019,10.48550/arxiv.1910.05455,https://openalex.org/W2979433881,Imperial College London,institution:1ba4ddc6758a80c0,location:c0414dc14140882593a8,Kritaphat Songsri-in; Stefanos Zafeiriou,1; 2,1,"Department of Computing, Imperial College London, UK",,London,United Kingdom,51.4989595,-0.1756407,Visually verified paper PDF: https://arxiv.org/pdf/1910.05455v1,active,2026-08-27T00:30:00Z,2026-08-27T15:08:29Z
mapping:71d4fcceed1fdb841305,curated:cd18fc45f8a86a30aaf6,Complement Face Forensic Detection and Localization with FacialLandmarks,2019,10.48550/arxiv.1910.05455,https://openalex.org/W2979433881,University of Oulu,institution:c3061238f228884c,location:05357a64684a69fed04f,Stefanos Zafeiriou,2,2,"Center for Machine Vision and Signal Analysis, University of Oulu, Finland",,Oulu,Finland,65.0593277,25.4673577,Visually verified paper PDF: https://arxiv.org/pdf/1910.05455v1,active,2026-08-27T00:30:00Z,2026-08-27T15:08:29Z
mapping:7b5d0f836aa1fa476a20,curated:80e6fc4ce64c001a2b3d,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://openalex.org/W4323022407,Nirma University,institution:af28dc8d805f8918,location:e90d30e3482b2158a2c7,Yogesh Patel; Sudeep Tanwar; Rajesh Gupta,1; 2; 4,1,"Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat 382481, India",,Ahmedabad,India,23.1283839,72.544473,Visually verified paper PDF: https://digitalknowledge.cput.ac.za/bitstream/11189/9712/1/Improved_Dense_CNN_Architecture.pdf,active,2026-08-27T00:30:00Z,2026-08-27T15:08:29Z
