paper_id,title,normalized_title,year,publication_status,venue,tasks,image_scopes,research_types,doi,arxiv_id,openalex_id,method_name_candidate,method_name_evidence
curated:56afa39191eba5bf8797,Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,level up the deepfake detection a method to effectively discriminate images generated by gan architectures and diffusion models,2024,published,Intelligent Systems Conference (IntelliSys),detection,fully_generated;deepfake,method,10.1007/978-3-031-66431-1_43,2303.00608,w4401108337,Level Up the Deepfake Detection,title prefix heuristic; discovery only
curated:f4dc0d6926d1f0237453,Leveraging Representations from Intermediate Encoder-Blocks for Synthetic Image Detection,leveraging representations from intermediate encoder blocks for synthetic image detection,2024,published,European Conference on Computer Vision (ECCV),detection,fully_generated,method,10.1007/978-3-031-73220-1_23,2402.19091,w4404002774,,
,Local frequency analysis for diffusion-generated image detection,local frequency analysis for diffusion generated image detection,2024,published,International Conference on Image Processing and Artificial Intelligence (ICIPAl2024),detection,fully_generated;deepfake,method,10.1117/12.3035198,,w4400828592,,
,LoRAX: LoRA eXpandable Networks for Continual Synthetic Image Attribution,lorax lora expandable networks for continual synthetic image attribution,2024,published,British Machine Vision Conference (BMVC) · Workshop,source_attribution,fully_generated,method,10.48550/arxiv.2504.08149,2504.08149,w4414827699,LoRAX,title prefix heuristic; discovery only
curated:34fdf09ae334914a2723,ManiFPT: Defining and Analyzing Fingerprints of Generative Models,manifpt defining and analyzing fingerprints of generative models,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection;source_attribution,fully_generated,method,10.1109/cvpr52733.2024.01026,2402.10401,w4402702998,ManiFPT,title prefix heuristic; discovery only
curated:f523af1f7fe7b16fda75,MaskSim: Detection of Synthetic Images by Masked Spectrum Similarity Analysis,masksim detection of synthetic images by masked spectrum similarity analysis,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated,method,10.1109/cvprw63382.2024.00390,,w4402916521,MaskSim,title prefix heuristic; discovery only
,Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,mastering deepfake detection a cutting edge approach to distinguish gan and diffusion model images,2024,published,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",detection,fully_generated;deepfake,method;dataset,10.1145/3652027,,w4392623241,Mastering Deepfake Detection,title prefix heuristic; discovery only
,MDTL-NET: Computer-Generated Image Detection Based on Multi-Scale Deep Texture Learning,mdtl net computer generated image detection based on multi scale deep texture learning,2024,published,Expert Systems with Applications (ESWA),detection,fully_generated,method,10.1016/j.eswa.2024.123368,,w4391433395,MDTL-NET,title prefix heuristic; discovery only
curated:9a84f4f666bcdda92186,Mixture of Low-Rank Experts for Transferable AI-Generated Image Detection,mixture of low rank experts for transferable ai generated image detection,2024,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2404.04883,2404.04883,w4394664218,,
,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,mmganguard a robust approach for detecting fake images generated by gans using multi model techniques,2024,published,IEEE Access,detection,fully_generated,method,10.1109/access.2024.3393842,,w4395447483,MMGANGuard,title prefix heuristic; discovery only
,Multiclass AI-Generated Deepfake Face Detection Using Patch-Wise Deep Learning Model,multiclass ai generated deepfake face detection using patch wise deep learning model,2024,published,Computers,detection,deepfake,method,10.3390/computers13010031,,w4391110866,,
curated:8603d8942c241dd876ed,On the Exploitation of DCT-Traces in the Generative-AI Domain,on the exploitation of dct traces in the generative ai domain,2024,published,IEEE International Conference on Image Processing (ICIP),detection,deepfake,method,10.1109/icip51287.2024.10648013,,w4402915445,,
curated:56cb44d373ab183b7df9,On the Use of Mixup Augmentation for Synthetic Image Attribution in the Wild,on the use of mixup augmentation for synthetic image attribution in the wild,2024,published,IEEE International Workshop on Information Forensics and Security (WIFS),source_attribution,fully_generated,method,10.1109/wifs61860.2024.10810696,,w4405846649,,
curated:0b2081f70faaf81278dc,Organic or Diffused: Can We Distinguish Human Art from AI-Generated Images?,organic or diffused can we distinguish human art from ai generated images,2024,published,ACM SIGSAC Conference on Computer and Communications Security (CCS),detection,fully_generated,method,10.1145/3658644.3670306,,w4405181141,Organic or Diffused,title prefix heuristic; discovery only
curated:c3041d4480f5780e7492,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,parents and children distinguishing multimodal deepfakes from natural images,2024,published,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",detection,fully_generated;deepfake,method;dataset,10.1145/3665497,,w4398184526,Parents and Children,title prefix heuristic; discovery only
,Raising the Bar of AI-generated Image Detection with CLIP,raising the bar of ai generated image detection with clip,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,detection,fully_generated,method;dataset,10.1109/cvprw63382.2024.00439,2312.00195,w4402915983,,
curated:7e4d63017f1419256211,Real-Time Deepfake Detection in the Real-World,real time deepfake detection in the real world,2024,preprint_or_other,arXiv,detection,deepfake,method;dataset,10.48550/arxiv.2406.09398,2406.09398,w4399695946,,
,Rethinking the Up-Sampling Operations in CNN-Based Generative Network for Generalizable Deepfake Detection,rethinking the up sampling operations in cnn based generative network for generalizable deepfake detection,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated;deepfake,method,10.1109/cvpr52733.2024.02657,2312.10461,w4402716164,,
,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,robust clip based detector for exposing diffusion model generated images,2024,published,IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS),detection,fully_generated,method,10.1109/avss61716.2024.10672612,2404.12908,w4402594796,,
,SemGIR: Semantic-Guided Image Regeneration Based Method for AI-generated Image Detection and Attribution,semgir semantic guided image regeneration based method for ai generated image detection and attribution,2024,published,ACM International Conference on Multimedia (ACM MM),detection;source_attribution,fully_generated,method,10.1145/3664647.3680776,,w4403792090,SemGIR,title prefix heuristic; discovery only
curated:b75682820c5af85396c1,Semi-Truths: A Large-Scale Dataset of AI-Augmented Images for Evaluating Robustness of AI-Generated Image Detectors,semi truths a large scale dataset of ai augmented images for evaluating robustness of ai generated image detectors,2024,published,Advances in Neural Information Processing Systems (NeurIPS),detection,generative_editing,dataset,10.52202/079017-3748,,w4415795498,Semi-Truths,title prefix heuristic; discovery only
curated:b286f4a33839eed35258,Shadows Don't Lie and Lines Can't Bend! Generative Models Don't Know Projective Geometry…for Now,shadows don t lie and lines can t bend generative models don t know projective geometry for now,2024,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52733.2024.02658,,w4402754249,,
curated:960c6a53879767054f0c,SIDBench: A Python Framework for Reliably Assessing Synthetic Image Detection Methods,sidbench a python framework for reliably assessing synthetic image detection methods,2024,published,ACM International Workshop on Multimedia AI against Disinformation (MAD),detection,fully_generated,benchmark,10.1145/3643491.3660277,2404.18552,w4399261681,SIDBench,title prefix heuristic; discovery only
curated:8c85a92b00aa321fbe8c,Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,source attribution for images generated by diffusion based text to image models exploring the forensics approach,2024,published,Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),source_attribution,fully_generated,method,10.1109/apsipaasc63619.2025.10849098,,w4406858668,,
curated:b7664c48f91262cfe091,StealthDiffusion: Towards Evading Diffusion Forensic Detection Through Diffusion Model,stealthdiffusion towards evading diffusion forensic detection through diffusion model,2024,published,ACM International Conference on Multimedia (ACM MM),detection,fully_generated,method,10.1145/3664647.3681535,,w4403780693,StealthDiffusion,title prefix heuristic; discovery only
,Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,synthetic image verification in the era of generative artificial intelligence what works and what isn t there yet,2024,published,IEEE Security & Privacy (IEEE Secur. Privacy),detection;source_attribution,fully_generated,survey,10.1109/msec.2024.3376637,,w4393972628,,
,Take Fake as Real: Realistic-Like Robust Black-Box Adversarial Attack to Evade AIGC Detection,take fake as real realistic like robust black box adversarial attack to evade aigc detection,2024,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,10.48550/arxiv.2412.06727,2412.06727,w4405254427,Take Fake as Real,title prefix heuristic; discovery only
,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-Based DeepFake,text modality oriented image feature extraction for detecting diffusion based deepfake,2024,preprint_or_other,arXiv,detection,deepfake,method,10.48550/arxiv.2405.18071,2405.18071,w4399151866,,
curated:e058b4e851ac44180d82,Tiny Autoencoders Are Effective Few-Shot Generative Model Detectors,tiny autoencoders are effective few shot generative model detectors,2024,published,IEEE International Workshop on Information Forensics and Security (WIFS),detection,fully_generated,method,10.1109/wifs61860.2024.10810686,,w4405846636,,
,Towards Generated Image Provenance Analysis via Conceptual-Similar-Guided-SLIP Retrieval,towards generated image provenance analysis via conceptual similar guided slip retrieval,2024,published,IEEE Signal Processing Letters (SPL),source_attribution,fully_generated,method,10.1109/lsp.2024.3388958,,w4394862914,,
curated:d9f9207830bec1da388f,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,towards more accurate fake detection on images generated from advanced generative and neural rendering models,2024,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2411.08642,2411.08642,w4404407873,,
curated:b1977dc0fcca329719f0,Towards the Detection of Diffusion Model Deepfakes,towards the detection of diffusion model deepfakes,2024,published,International Conference on Computer Vision Theory and Applications (VISAPP),detection,fully_generated;deepfake,method;dataset,10.5220/0012422000003660,,w4392402304,,
curated:fe2c4c4c423cdd91d6d3,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,understanding and improving training free ai generated image detections with vision foundation models,2024,preprint_or_other,arXiv,detection,fully_generated;generative_editing;deepfake,method,10.48550/arxiv.2411.19117,2411.19117,w4405030035,,
,Unsupervised Generative Fake Image Detector,unsupervised generative fake image detector,2024,published,IEEE Transactions on Circuits and Systems for Video Technology (IEEE Trans. Circuits Syst. Video Technol.),detection,fully_generated,method,10.1109/tcsvt.2024.3383833,,w4393379633,,
,Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,visual veracity advancing ai generated image detection with convolutional neural networks,2024,published,"International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",detection,fully_generated,method,10.1109/icrito61523.2024.10522113,,w4396886753,Visual Veracity,title prefix heuristic; discovery only
curated:98c0322e2f8dd41d3e9e,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,which model generated this image a model agnostic approach for origin attribution,2024,published,European Conference on Computer Vision (ECCV),source_attribution,fully_generated,method;dataset,10.1007/978-3-031-73033-7_16,,w4403906547,,
,Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,whodunit detection and attribution of synthetic images by leveraging model specific fingerprints,2024,published,ACM International Workshop on Multimedia AI against Disinformation (MAD),detection;source_attribution,fully_generated,method,10.1145/3643491.3660280,,w4399261595,,
,X-Transfer: A Transfer Learning-Based Framework for GAN-Generated Fake Image Detection,x transfer a transfer learning based framework for gan generated fake image detection,2024,published,International Joint Conference on Neural Networks (IJCNN),detection,fully_generated,method;analysis_study,10.1109/ijcnn60899.2024.10650566,2310.04639,w4402352361,X-Transfer,title prefix heuristic; discovery only
curated:a6f370defb21b2e07381,Your Diffusion Model Is an Implicit Synthetic Image Detector,your diffusion model is an implicit synthetic image detector,2024,published,European Conference on Computer Vision (ECCV) · Workshop,detection,fully_generated,method,10.1007/978-3-031-92648-8_25,,w4403147633,,
curated:b4ea75d79604aba80b50,Zero-Shot Detection of AI-Generated Images,zero shot detection of ai generated images,2024,published,European Conference on Computer Vision (ECCV),detection,fully_generated,method,10.1007/978-3-031-72649-1_4,2409.15875,w4402952411,,
curated:a87d86d7032f5a751004,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,zerofake zero shot detection of fake images generated and edited by text to image generation models,2024,published,ACM SIGSAC Conference on Computer and Communications Security (CCS),detection,fully_generated;generative_editing,method,10.1145/3658644.3690297,,w4405183175,ZeroFake,title prefix heuristic; discovery only
curated:e2b58469f36f556bc6f2,A GAN-Based Approach to Detect AI-Generated Images,a gan based approach to detect ai generated images,2023,published,"ACIS International Winter Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD-Winter)",detection,fully_generated,method,10.1109/snpd-winter57765.2023.10223798,,w4386214843,,
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,a survey of detection and mitigation for fake images on social media platforms,2023,published,Applied Sciences (Appl. Sci.),detection,fully_generated;deepfake;traditional_manipulation,benchmark;survey,10.3390/app131910980,,w4387377174,,
,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,advancing ai generated image detection enhanced accuracy through cnn and vision transformer models with explainable ai insights,2023,published,International Conference on Computer and Information Technology (ICCIT),detection,fully_generated,method,10.1109/iccit60459.2023.10440990,,w4392209962,Advancing AI-Generated Image Detection,title prefix heuristic; discovery only
,AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,ai generated image detection using a cross attention enhanced dual stream network,2023,published,Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),detection,fully_generated,method;benchmark,10.1109/apsipaasc58517.2023.10317126,2306.07005,w4388820663,,
curated:80e6fc4ce64c001a2b3d,An Improved Dense CNN Architecture for Deepfake Image Detection,an improved dense cnn architecture for deepfake image detection,2023,published,IEEE Access,detection,deepfake,method,10.1109/access.2023.3251417,,w4323022407,,
,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,artifact a large scale dataset with artificial and factual images for generalizable and robust synthetic image detection,2023,published,IEEE International Conference on Image Processing (ICIP),detection,fully_generated,dataset,10.1109/icip49359.2023.10222083,2302.11970,w4386590429,,
,Benchmarking Deepart Detection,benchmarking deepart detection,2023,preprint_or_other,arXiv,detection,fully_generated,benchmark,10.48550/arxiv.2302.14475,2302.14475,w4322760013,,
,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,csc net cross color spatial co occurrence matrix network for detecting synthesized fake images,2023,published,IEEE Transactions on Cognitive and Developmental Systems (IEEE Trans. Cogn. Dev. Syst.),detection,fully_generated,method,10.1109/tcds.2023.3274450,,w4376461282,CSC-Net,title prefix heuristic; discovery only
,DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models,de fake detection and attribution of fake images generated by text to image generation models,2023,published,ACM SIGSAC Conference on Computer and Communications Security (CCS),detection;source_attribution,fully_generated,method;benchmark;analysis_study,10.1145/3576915.3616588,2210.06998,w4388858946,DE-FAKE,title prefix heuristic; discovery only
,Deep fake detection and classification using error-level analysis and deep learning,deep fake detection and classification using error level analysis and deep learning,2023,published,Scientific Reports (Sci Rep),detection,deepfake,method,10.1038/s41598-023-34629-3,,w4375955734,,
,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,deepfake detection improvement for images based on a proposed method for local binary pattern of the multiple channel color space,2023,published,International Journal of Intelligent Engineering and Systems (IJIES),detection,deepfake,method;dataset;benchmark,10.22266/ijies2023.0630.07,,w4367554082,,
,Deepfake detection using deep learning methods: A systematic and comprehensive review,deepfake detection using deep learning methods a systematic and comprehensive review,2023,published,WIREs Data Mining and Knowledge Discovery (WIREs Data Min & Knowl),detection,deepfake,survey,10.1002/widm.1520,,w4388851105,,
curated:616984c24ff3792431e6,Deepfake Generation and Detection: Case Study and Challenges,deepfake generation and detection case study and challenges,2023,published,IEEE Access,detection,fully_generated;deepfake,method,10.1109/access.2023.3342107,,w4389633690,Deepfake Generation and Detection,title prefix heuristic; discovery only
,Detecting GAN-generated synthetic images using semantic inconsistencies,detecting gan generated synthetic images using semantic inconsistencies,2023,published,Electronic Imaging,detection,fully_generated,method;analysis_study,10.2352/ei.2023.35.4.mwsf-380,,w4362684513,,
curated:8aa00584c346440e0c41,Detecting Generated Images by Real Images Only,detecting generated images by real images only,2023,preprint_or_other,arXiv,detection,fully_generated;generative_editing;deepfake,method,,2311.00962,w4388328956,,
,Detecting Images Generated by Deep Diffusion Models Using Their Local Intrinsic Dimensionality,detecting images generated by deep diffusion models using their local intrinsic dimensionality,2023,published,IEEE/CVF International Conference on Computer Vision (ICCV) · Workshop,detection;source_attribution,fully_generated,method;benchmark,10.1109/iccvw60793.2023.00051,2307.02347,w4390191016,,
,Detection of GAN generated image using color gradient representation,detection of gan generated image using color gradient representation,2023,published,Journal of Visual Communication and Image Representation (JVCIR),detection,fully_generated,method,10.1016/j.jvcir.2023.103876,,w4381620941,,
curated:763f1f0571f4bc4c6459,DiffusionDB: A Large-Scale Prompt Gallery Dataset for Text-to-Image Generative Models,diffusiondb a large scale prompt gallery dataset for text to image generative models,2023,published,Annual Meeting of the Association for Computational Linguistics (ACL),detection,deepfake,dataset,10.18653/v1/2023.acl-long.51,2210.14896,w4385570204,DiffusionDB,title prefix heuristic; discovery only
,Digital Image Forensic Analyzer to Detect AI-generated Fake Images,digital image forensic analyzer to detect ai generated fake images,2023,published,"International Conference on Automation, Control and Robotics Engineering (CACRE)",detection,fully_generated,method,10.1109/cacre58689.2023.10208613,,w4385656076,,
curated:5d3c6fda5b268e0153ec,DIRE for Diffusion-Generated Image Detection,dire for diffusion generated image detection,2023,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,method;dataset,10.1109/iccv51070.2023.02051,2303.09295,w4390873235,,
,EKILA: Synthetic Media Provenance and Attribution for Generative Art,ekila synthetic media provenance and attribution for generative art,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,source_attribution,fully_generated,method,10.1109/cvprw59228.2023.00098,2304.04639,w4385801341,EKILA,title prefix heuristic; discovery only
,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,enhancing interpretability in ai generated image detection with genetic programming,2023,published,IEEE International Conference on Data Mining (ICDM) · Workshop,detection,fully_generated,method,10.1109/icdmw60847.2023.00053,,w4391557868,,
,Evading Watermark based Detection of AI-Generated Content,evading watermark based detection of ai generated content,2023,published,ACM SIGSAC Conference on Computer and Communications Security (CCS),detection,fully_generated,analysis_study,10.1145/3576915.3623189,2305.03807,w4388858443,,
,Exposing Fake Images Generated by Text-to-Image Diffusion Models,exposing fake images generated by text to image diffusion models,2023,published,Pattern Recognition Letters (PRL),detection,fully_generated,method,10.1016/j.patrec.2023.10.021,,w4388002730,,
curated:de711d9d87b55d210bd6,Exposing the Fake: Effective Diffusion-Generated Images Detection,exposing the fake effective diffusion generated images detection,2023,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2307.06272,2307.06272,w4384268537,Exposing the Fake,title prefix heuristic; discovery only
,GenDet: Towards Good Generalizations for AI-Generated Image Detection,gendet towards good generalizations for ai generated image detection,2023,preprint_or_other,arXiv,detection,fully_generated,method;benchmark,10.48550/arxiv.2312.08880,2312.08880,w4389820666,GenDet,title prefix heuristic; discovery only
,Generating Synthetic Training Images to Detect Split Defects in Stamped Components,generating synthetic training images to detect split defects in stamped components,2023,published,IEEE Transactions on Industrial Informatics (IEEE Trans. Ind. Inf.),detection,fully_generated,method,10.1109/tii.2023.3329711,,w4388666300,,
curated:9c21b43f9681feb53a21,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,genimage a million scale benchmark for detecting ai generated image,2023,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,dataset;benchmark,10.52202/075280-3398,2306.08571,w7133207051,GenImage,title prefix heuristic; discovery only
,GLFF: Global and Local Feature Fusion for AI-Synthesized Image Detection,glff global and local feature fusion for ai synthesized image detection,2023,published,IEEE Transactions on Multimedia (TMM),detection,fully_generated,method,10.1109/tmm.2023.3313503,2211.08615,w4386590781,GLFF,title prefix heuristic; discovery only
,Improving Synthetically Generated Image Detection in Cross-Concept Settings,improving synthetically generated image detection in cross concept settings,2023,published,ACM International Workshop on Multimedia AI against Disinformation (MAD),detection,fully_generated,method;analysis_study,10.1145/3592572.3592846,2304.12053,w4367000238,,
curated:67d37f98e44fa9d7d06e,Intriguing Properties of Synthetic Images: From Generative Adversarial Networks to Diffusion Models,intriguing properties of synthetic images from generative adversarial networks to diffusion models,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvprw59228.2023.00104,2304.06408,w4385815563,,
,Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection,learning on gradients generalized artifacts representation for gan generated images detection,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52729.2023.01165,,w4386075954,Learning on Gradients,title prefix heuristic; discovery only
,Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,leveraging image gradients for robust gan generated image detection in osn context,2023,published,International Conference on Visual Communications and Image Processing (VCIP),detection,fully_generated,method,10.1109/vcip59821.2023.10402778,,w4391306866,,
curated:a35e111d52c6ad788ef7,On the Detection of Synthetic Images Generated by Diffusion Models,on the detection of synthetic images generated by diffusion models,2023,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method;dataset,10.1109/icassp49357.2023.10095167,2211.00680,w4375869427,,
,Online Detection of AI-Generated Images,online detection of ai generated images,2023,published,IEEE/CVF International Conference on Computer Vision (ICCV) · Workshop,detection,fully_generated,analysis_study,10.1109/iccvw60793.2023.00045,2310.15150,w4390189958,,
,Open Set Classification of GAN-Based Image Manipulations via a ViT-Based Hybrid Architecture,open set classification of gan based image manipulations via a vit based hybrid architecture,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Workshop,source_attribution,fully_generated;generative_editing;deepfake,method,10.1109/cvprw59228.2023.00102,2304.05212,w4385800597,,
curated:5a91cc922c8a3c4c3d0c,Open Set Synthetic Image Source Attribution,open set synthetic image source attribution,2023,preprint_or_other,arXiv,detection;source_attribution,fully_generated,method,10.48550/arxiv.2308.11557,2308.11557,w4386114393,,
curated:9d04c60c5b0b70859a63,PatchCraft: Exploring Texture Patch for Efficient AI-Generated Image Detection,patchcraft exploring texture patch for efficient ai generated image detection,2023,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2311.12397,2311.12397,w4388927818,PatchCraft,title prefix heuristic; discovery only
curated:297bed46b62fdf89c9ab,Progressive Open Space Expansion for Open-Set Model Attribution,progressive open space expansion for open set model attribution,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),source_attribution,fully_generated,method;dataset,10.1109/cvpr52729.2023.01522,,w4386075764,,
,Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,revealing and classification of deepfakes video s images using a customize convolution neural network model,2023,published,Procedia Computer Science,detection,deepfake,method,10.1016/j.procs.2023.01.237,,w4318559723,,
curated:c6bb6e1e0a4d4eb372b5,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,seeing is not always believing benchmarking human and model perception of ai generated images,2023,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,dataset;benchmark,10.52202/075280-1105,2304.13023,w4367061162,Seeing Is Not Always Believing,title prefix heuristic; discovery only
curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,single model attribution of generative models through final layer inversion,2023,published,International Conference on Machine Learning (ICML),detection;source_attribution,fully_generated,method,10.48550/arxiv.2306.06210,2306.06210,w4380551225,,
curated:aaf9b7c69d384a3c3140,Synthbuster: Towards Detection of Diffusion Model Generated Images,synthbuster towards detection of diffusion model generated images,2023,published,IEEE Open Journal of Signal Processing (OJSP),detection,fully_generated,method;dataset,10.1109/ojsp.2023.3337714,,w4389370799,,
,Testing human ability to detect ‘deepfake’ images of human faces,testing human ability to detect deepfake images of human faces,2023,published,Journal of Cybersecurity,detection,deepfake,survey,10.1093/cybsec/tyad011,2212.05056,w4381851764,,
,Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,towards robust gan generated image detection a multi view completion representation,2023,published,International Joint Conference on Artificial Intelligence (IJCAI),detection;source_attribution,fully_generated;deepfake,method,10.24963/ijcai.2023/52,2306.01364,w4385767391,,
curated:1ef55e4fc03eb4880beb,Towards Universal Fake Image Detectors That Generalize Across Generative Models,towards universal fake image detectors that generalize across generative models,2023,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset,10.1109/cvpr52729.2023.02345,2302.10174,w4386071953,,
curated:a99dc95e4b7a85bd938f,TWIGMA: A Dataset of AI-Generated Images with Metadata from Twitter,twigma a dataset of ai generated images with metadata from twitter,2023,published,Advances in Neural Information Processing Systems (NeurIPS),,fully_generated,dataset;analysis_study,10.52202/075280-1642,2306.08310,w4393610334,TWIGMA,title prefix heuristic; discovery only
curated:baa48a1bff3effa2e915,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,universal detection and source attribution of diffusion model generated images with high generalization and robustness,2023,published,International Conference on Pattern Recognition and Machine Intelligence (PReMI),detection;source_attribution,fully_generated,method,10.1007/978-3-031-45170-6_45,,w4388656143,,
,Where Did I Come From? Origin Attribution of AI-Generated Images,where did i come from origin attribution of ai generated images,2023,published,Advances in Neural Information Processing Systems (NeurIPS),source_attribution,fully_generated,method,10.52202/075280-3256,,w7133223677,,
,A Novel Deep Learning Approach for Deepfake Image Detection,a novel deep learning approach for deepfake image detection,2022,published,Applied Sciences (Appl. Sci.),detection,deepfake,method,10.3390/app12199820,,w4297988790,,
,AI-enabled image fraud in scientific publications,ai enabled image fraud in scientific publications,2022,published,Patterns,detection,fully_generated,analysis_study,10.1016/j.patter.2022.100511,,w4284974950,,
,An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,an eyes based siamese neural network for the detection of gan generated face images,2022,published,Frontiers in Signal Processing (Front. Signal Process.),detection;source_attribution,fully_generated,method,10.3389/frsip.2022.918725,,w4284895444,,
,Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,analysis survey on deepfake detection and recognition with convolutional neural networks,2022,published,"International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",detection,deepfake,method;survey,10.1109/hora55278.2022.9799858,,w4283712107,,
,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,bihpf bilateral high pass filters for robust deepfake detection,2022,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),detection,deepfake,method,10.1109/wacv51458.2022.00293,2109.00911,w3196551054,BiHPF,title prefix heuristic; discovery only
,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,cross forgery analysis of vision transformers and cnns for deepfake image detection,2022,published,ACM International Conference on Multimedia Retrieval (ICMR) · Workshop,detection,deepfake,method;analysis_study,10.1145/3512732.3533582,2206.13829,w4283452332,,
,Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,deep learning applied to road accident detection with transfer learning and synthetic images,2022,published,Transportation research procedia,detection,fully_generated,method,10.1016/j.trpro.2022.09.012,,w4312518338,,
curated:c071c25bc2957d78569b,Deep Learning for Deepfakes Creation and Detection: A Survey,deep learning for deepfakes creation and detection a survey,2022,published,Computer Vision and Image Understanding (CVIU),detection,deepfake,survey,10.1016/j.cviu.2022.103525,1909.11573,w3045755384,,
curated:3587b5b40ea4c5a8afa8,Deepfake Network Architecture Attribution,deepfake network architecture attribution,2022,published,AAAI Conference on Artificial Intelligence (AAAI),source_attribution,fully_generated;deepfake,method;dataset,10.1609/aaai.v36i4.20391,2202.13843,w4283811667,,
